rank	score	gene_symbol	gene_identifier
103.0	0.007	AGO1	ENSG00000092847
105.0	0.0069	ST3GAL3	ENSG00000126091
105.0	0.0069	MACF1	ENSG00000127603
108.0	0.0068	UFC1	ENSG00000143222
108.0	0.0068	TANGO2	ENSG00000183597
108.0	0.0068	GABBR2	ENSG00000136928
109.0	0.0067	SCN8A	ENSG00000196876
113.0	0.0066	AMFR	ENSG00000159461
113.0	0.0066	CUX2	ENSG00000111249
113.0	0.0066	PPFIBP1	ENSG00000110841
113.0	0.0066	EIF4A2	ENSG00000156976
122.0	0.0065	MTHFS	ENSG00000136371
122.0	0.0065	CIC	ENSG00000079432
122.0	0.0065	GABRA1	ENSG00000022355
122.0	0.0065	MAPK10	ENSG00000109339
122.0	0.0065	KCNQ2	ENSG00000075043
122.0	0.0065	KCNT1	ENSG00000107147
122.0	0.0065	PLCB1	ENSG00000182621
122.0	0.0065	SLC12A5	ENSG00000124140
122.0	0.0065	TBC1D24	ENSG00000162065
128.0	0.0064	ITPR1	ENSG00000150995
128.0	0.0064	KCNQ3	ENSG00000184156
128.0	0.0064	PRRT2	ENSG00000167371
128.0	0.0064	GRIA2	ENSG00000120251
128.0	0.0064	KCNB1	ENSG00000158445
128.0	0.0064	NGLY1	ENSG00000151092
132.0	0.0063	SLC1A4	ENSG00000115902
132.0	0.0063	DYRK1A	ENSG00000157540
132.0	0.0063	COX8A	ENSG00000176340
132.0	0.0063	PPIL1	ENSG00000137168
138.0	0.0062	SLC35C1	ENSG00000181830
138.0	0.0062	AFG2B	ENSG00000171763
138.0	0.0062	ALDH7A1	ENSG00000164904
138.0	0.0062	PLPBP	ENSG00000147471
138.0	0.0062	VLDLR	ENSG00000147852
138.0	0.0062	MTPAP	ENSG00000107951
144.0	0.0061	DOLK	ENSG00000175283
144.0	0.0061	ATXN10	ENSG00000130638
144.0	0.0061	PI4KA	ENSG00000241973
144.0	0.0061	SRPX2	ENSG00000102359
144.0	0.0061	TRIT1	ENSG00000043514
144.0	0.0061	MTHFR	ENSG00000177000
147.0	0.006	ATP1A3	ENSG00000105409
147.0	0.006	ATP6AP2	ENSG00000182220
147.0	0.006	ATRX	ENSG00000085224
153.0	0.0059	GRIN2B	ENSG00000273079
153.0	0.0059	MBOAT7	ENSG00000125505
153.0	0.0059	DBT	ENSG00000137992
153.0	0.0059	FBXO28	ENSG00000143756
153.0	0.0059	KIDINS220	ENSG00000134313
153.0	0.0059	DNM1L	ENSG00000087470
159.0	0.0058	OPHN1	ENSG00000079482
159.0	0.0058	CDC40	ENSG00000168438
159.0	0.0058	VPS53	ENSG00000141252
159.0	0.0058	IQSEC2	ENSG00000124313
159.0	0.0058	ASXL1	ENSG00000171456
159.0	0.0058	PCDH12	ENSG00000113555
167.0	0.0056	FIG4	ENSG00000112367
167.0	0.0056	RFX7	ENSG00000181827
167.0	0.0056	HTT	ENSG00000197386
167.0	0.0056	PAK3	ENSG00000077264
167.0	0.0056	CDH2	ENSG00000170558
167.0	0.0056	GDAP2	ENSG00000196505
167.0	0.0056	AFG3L2	ENSG00000141385
167.0	0.0056	SLC39A14	ENSG00000104635
171.0	0.0055	CLDN11	ENSG00000013297
171.0	0.0055	RUBCN	ENSG00000145016
171.0	0.0055	CNPY3	ENSG00000137161
171.0	0.0055	PGAP1	ENSG00000197121
175.0	0.0054	SPTBN1	ENSG00000115306
175.0	0.0054	NBEA	ENSG00000172915
175.0	0.0054	SATB1	ENSG00000182568
175.0	0.0054	DPYD	ENSG00000188641
181.0	0.0053	SLC25A12	ENSG00000115840
181.0	0.0053	GJC2	ENSG00000198835
181.0	0.0053	CSNK2A1	ENSG00000101266
181.0	0.0053	PTPN23	ENSG00000076201
181.0	0.0053	HK1	ENSG00000156515
181.0	0.0053	NACC1	ENSG00000160877
185.0	0.0052	NUS1	ENSG00000153989
185.0	0.0052	KAT6A	ENSG00000083168
185.0	0.0052	HIBCH	ENSG00000198130
185.0	0.0052	DPAGT1	ENSG00000172269
197.0	0.0051	UBE3A	ENSG00000114062
197.0	0.0051	TBCD	ENSG00000141556
197.0	0.0051	MT-ATP6	ENSG00000198899
197.0	0.0051	MT-ND1	ENSG00000198888
197.0	0.0051	MT-ND2	ENSG00000198763
197.0	0.0051	MT-ND3	ENSG00000198840
197.0	0.0051	MT-ND4	ENSG00000198886
197.0	0.0051	MT-ND5	ENSG00000198786
197.0	0.0051	MT-ND6	ENSG00000198695
197.0	0.0051	BTD	ENSG00000169814
197.0	0.0051	ZFYVE26	ENSG00000072121
197.0	0.0051	SELENOI	ENSG00000138018
206.0	0.005	SUCLA2	ENSG00000136143
206.0	0.005	APC2	ENSG00000115266
206.0	0.005	FGF13	ENSG00000129682
206.0	0.005	KCNQ5	ENSG00000185760
206.0	0.005	POGZ	ENSG00000143442
206.0	0.005	ALG2	ENSG00000119523
206.0	0.005	GCSH	ENSG00000140905
206.0	0.005	AASS	ENSG00000008311
206.0	0.005	COG4	ENSG00000103051
213.0	0.0049	CPLX1	ENSG00000168993
213.0	0.0049	CACNB4	ENSG00000182389
213.0	0.0049	PIGT	ENSG00000124155
213.0	0.0049	UBA5	ENSG00000081307
213.0	0.0049	SZT2	ENSG00000198198
213.0	0.0049	PPP3CA	ENSG00000138814
213.0	0.0049	WWOX	ENSG00000186153
220.0	0.0048	RPL10	ENSG00000147403
220.0	0.0048	ATP6V0A1	ENSG00000033627
220.0	0.0048	ASAH1	ENSG00000104763
220.0	0.0048	MDH2	ENSG00000146701
220.0	0.0048	ARFGEF1	ENSG00000066777
220.0	0.0048	AUH	ENSG00000148090
220.0	0.0048	ATL1	ENSG00000198513
233.0	0.0047	TRPM3	ENSG00000083067
233.0	0.0047	MECP2	ENSG00000169057
233.0	0.0047	NTNG1	ENSG00000162631
233.0	0.0047	SMC1A	ENSG00000072501
233.0	0.0047	GNB2	ENSG00000172354
233.0	0.0047	KDM1A	ENSG00000004487
233.0	0.0047	CHD3	ENSG00000170004
233.0	0.0047	GOSR2	ENSG00000108433
233.0	0.0047	RP11-156P1.2	ENSG00000262633
233.0	0.0047	CACNA1G	ENSG00000006283
233.0	0.0047	GOLGA2	ENSG00000167110
233.0	0.0047	CACNA1D	ENSG00000157388
233.0	0.0047	TAF1	ENSG00000147133
238.0	0.0046	ZNF142	ENSG00000115568
238.0	0.0046	YWHAG	ENSG00000170027
238.0	0.0046	GALC	ENSG00000054983
238.0	0.0046	ADPRS	ENSG00000116863
238.0	0.0046	RNF13	ENSG00000082996
245.0	0.0045	PACS2	ENSG00000179364
245.0	0.0045	SLC31A1	ENSG00000136868
245.0	0.0045	GABRA3	ENSG00000011677
245.0	0.0045	ATP1A2	ENSG00000018625
245.0	0.0045	ACTL6B	ENSG00000077080
245.0	0.0045	AP4S1	ENSG00000100478
245.0	0.0045	EEF1A2	ENSG00000101210
253.0	0.0044	CAMK2A	ENSG00000070808
253.0	0.0044	SLC1A2	ENSG00000110436
253.0	0.0044	KDM6B	ENSG00000132510
253.0	0.0044	WDR26	ENSG00000162923
253.0	0.0044	DHDDS	ENSG00000117682
253.0	0.0044	TIMM50	ENSG00000105197
253.0	0.0044	MAST3	ENSG00000099308
253.0	0.0044	SLC19A3	ENSG00000135917
262.0	0.0043	KCTD7	ENSG00000243335
262.0	0.0043	HERC2	ENSG00000128731
262.0	0.0043	ST3GAL5	ENSG00000115525
262.0	0.0043	SMG9	ENSG00000105771
262.0	0.0043	GPHN	ENSG00000171723
262.0	0.0043	MYT1L	ENSG00000186487
262.0	0.0043	NUBPL	ENSG00000151413
262.0	0.0043	NADK2	ENSG00000152620
262.0	0.0043	WAC	ENSG00000095787
269.0	0.0042	MFF	ENSG00000168958
269.0	0.0042	OGDHL	ENSG00000197444
269.0	0.0042	NEDD4L	ENSG00000049759
269.0	0.0042	KCNMA1	ENSG00000156113
269.0	0.0042	CLCN3	ENSG00000109572
269.0	0.0042	ACSF3	ENSG00000176715
269.0	0.0042	VPS11	ENSG00000160695
277.0	0.0041	DTYMK	ENSG00000168393
277.0	0.0041	CACNA2D1	ENSG00000153956
277.0	0.0041	DCX	ENSG00000077279
277.0	0.0041	FARS2	ENSG00000145982
277.0	0.0041	H4C5	ENSG00000198518
277.0	0.0041	WARS2	ENSG00000116874
277.0	0.0041	NARS1	ENSG00000134440
277.0	0.0041	PIGH	ENSG00000100564
307.0	0.004	AARS1	ENSG00000090861
307.0	0.004	AP3B2	ENSG00000103723
307.0	0.004	ARV1	ENSG00000173409
307.0	0.004	CACNA1B	ENSG00000148408
307.0	0.004	CDK19	ENSG00000155111
307.0	0.004	CELF2	ENSG00000048740
307.0	0.004	CLTC	ENSG00000141367
307.0	0.004	CNKSR2	ENSG00000149970
307.0	0.004	CYFIP2	ENSG00000055163
307.0	0.004	DALRD3	ENSG00000178149
307.0	0.004	FGF12	ENSG00000114279
307.0	0.004	FOXG1	ENSG00000176165
307.0	0.004	GABRA2	ENSG00000151834
307.0	0.004	GABRA5	ENSG00000186297
307.0	0.004	GABRB2	ENSG00000145864
307.0	0.004	GRIN2D	ENSG00000105464
307.0	0.004	KCNA2	ENSG00000177301
307.0	0.004	NECAP1	ENSG00000089818
307.0	0.004	NTRK2	ENSG00000148053
307.0	0.004	PARS2	ENSG00000162396
307.0	0.004	SLC13A5	ENSG00000141485
307.0	0.004	SYNJ1	ENSG00000159082
307.0	0.004	TRAK1	ENSG00000182606
307.0	0.004	NSD1	ENSG00000165671
307.0	0.004	SETD2	ENSG00000181555
307.0	0.004	U2AF2	ENSG00000063244
307.0	0.004	GPT2	ENSG00000166123
307.0	0.004	HNRNPC	ENSG00000092199
307.0	0.004	GNAI1	ENSG00000127955
307.0	0.004	PPP2CA	ENSG00000113575
320.0	0.0039	SLC16A2	ENSG00000147100
320.0	0.0039	TUBA1A	ENSG00000167552
320.0	0.0039	ATAD3A	ENSG00000197785
320.0	0.0039	CLPB	ENSG00000162129
320.0	0.0039	RSRC1	ENSG00000174891
320.0	0.0039	POLR1A	ENSG00000068654
320.0	0.0039	KDM4B	ENSG00000127663
320.0	0.0039	HEXB	ENSG00000049860
320.0	0.0039	AP4M1	ENSG00000221838
320.0	0.0039	DHFR	ENSG00000228716
320.0	0.0039	EXOSC5	ENSG00000077348
320.0	0.0039	ROGDI	ENSG00000067836
320.0	0.0039	ARHGEF9	ENSG00000131089
334.0	0.0038	ERLIN2	ENSG00000147475
334.0	0.0038	DEPDC5	ENSG00000100150
334.0	0.0038	NPRL2	ENSG00000114388
334.0	0.0038	NPRL3	ENSG00000103148
334.0	0.0038	SETBP1	ENSG00000152217
334.0	0.0038	COG3	ENSG00000136152
334.0	0.0038	IER3IP1	ENSG00000134049
334.0	0.0038	DPH5	ENSG00000117543
334.0	0.0038	TRRAP	ENSG00000196367
334.0	0.0038	D2HGDH	ENSG00000180902
334.0	0.0038	MMACHC	ENSG00000132763
334.0	0.0038	VPS13D	ENSG00000048707
334.0	0.0038	GJB1	ENSG00000169562
334.0	0.0038	CACNA1H	ENSG00000196557
343.0	0.0037	NAXE	ENSG00000163382
343.0	0.0037	TUBB2B	ENSG00000137285
343.0	0.0037	PNPT1	ENSG00000138035
343.0	0.0037	MED11	ENSG00000161920
343.0	0.0037	EXOC8	ENSG00000116903
343.0	0.0037	ABHD16A	ENSG00000204427
343.0	0.0037	VPS37A	ENSG00000155975
343.0	0.0037	MICOS13	ENSG00000174917
343.0	0.0037	MSL3	ENSG00000005302
359.0	0.0036	SLC44A1	ENSG00000070214
359.0	0.0036	ALG11	ENSG00000253710
359.0	0.0036	ATP9A	ENSG00000054793
359.0	0.0036	RALGAPA1	ENSG00000174373
359.0	0.0036	CARS1	ENSG00000110619
359.0	0.0036	AFF3	ENSG00000144218
359.0	0.0036	CUL3	ENSG00000036257
359.0	0.0036	TBK1	ENSG00000183735
359.0	0.0036	TICAM1	ENSG00000127666
359.0	0.0036	TLR3	ENSG00000164342
359.0	0.0036	TRAF3	ENSG00000131323
359.0	0.0036	UNC93B1	ENSG00000110057
359.0	0.0036	CLP1	ENSG00000172409
359.0	0.0036	SMPD1	ENSG00000166311
359.0	0.0036	PYCR2	ENSG00000143811
359.0	0.0036	SUPT16H	ENSG00000092201
378.0	0.0035	UBTF	ENSG00000108312
378.0	0.0035	GAD1	ENSG00000128683
378.0	0.0035	GNB5	ENSG00000069966
378.0	0.0035	KIF1A	ENSG00000130294
378.0	0.0035	ZNHIT3	ENSG00000108278
378.0	0.0035	PRUNE1	ENSG00000143363
378.0	0.0035	NAXD	ENSG00000213995
378.0	0.0035	ATP13A2	ENSG00000159363
378.0	0.0035	BCORL1	ENSG00000085185
378.0	0.0035	DHX16	ENSG00000204560
378.0	0.0035	ERCC5	ENSG00000134899
378.0	0.0035	LNPK	ENSG00000144320
378.0	0.0035	LGI1	ENSG00000108231
378.0	0.0035	DENND5A	ENSG00000184014
378.0	0.0035	SLC35A2	ENSG00000102100
378.0	0.0035	HCFC1	ENSG00000172534
378.0	0.0035	IFNG	ENSG00000111537
378.0	0.0035	TSC1	ENSG00000165699
378.0	0.0035	TSC2	ENSG00000103197
390.0	0.0034	STRADA	ENSG00000266173
390.0	0.0034	NONO	ENSG00000147140
390.0	0.0034	TAF4	ENSG00000130699
390.0	0.0034	ATP5F1A	ENSG00000152234
390.0	0.0034	ATP5F1D	ENSG00000099624
390.0	0.0034	ATP5F1E	ENSG00000124172
390.0	0.0034	ATP5MK	ENSG00000173915
390.0	0.0034	ATPAF1	ENSG00000123472
390.0	0.0034	ATPAF2	ENSG00000171953
390.0	0.0034	MT-ATP8	ENSG00000228253
390.0	0.0034	SATB2	ENSG00000119042
390.0	0.0034	GATAD2B	ENSG00000143614
408.0	0.0033	PRDM13	ENSG00000112238
408.0	0.0033	MAPK1	ENSG00000100030
408.0	0.0033	KCNJ6	ENSG00000157542
408.0	0.0033	SETD5	ENSG00000168137
408.0	0.0033	IFIH1	ENSG00000115267
408.0	0.0033	KPNA3	ENSG00000102753
408.0	0.0033	SPG11	ENSG00000104133
408.0	0.0033	KIF5A	ENSG00000155980
408.0	0.0033	TGFB1	ENSG00000105329
408.0	0.0033	EHMT1	ENSG00000181090
408.0	0.0033	LMNB1	ENSG00000113368
408.0	0.0033	PTS	ENSG00000150787
408.0	0.0033	SPAST	ENSG00000021574
408.0	0.0033	ACADM	ENSG00000117054
408.0	0.0033	KCNJ10	ENSG00000177807
408.0	0.0033	PURA	ENSG00000185129
408.0	0.0033	CDK13	ENSG00000065883
408.0	0.0033	SPR	ENSG00000116096
418.0	0.0032	SLC6A19	ENSG00000174358
418.0	0.0032	ASPA	ENSG00000108381
418.0	0.0032	KIF1C	ENSG00000129250
418.0	0.0032	NDUFA1	ENSG00000125356
418.0	0.0032	HACE1	ENSG00000085382
418.0	0.0032	ATP6V1B2	ENSG00000147416
418.0	0.0032	ELOVL4	ENSG00000118402
418.0	0.0032	MBD5	ENSG00000204406
418.0	0.0032	RBL2	ENSG00000103479
418.0	0.0032	HNRNPH2	ENSG00000126945
432.0	0.0031	PNPLA8	ENSG00000135241
432.0	0.0031	STAMBP	ENSG00000124356
432.0	0.0031	APOE	ENSG00000130203
432.0	0.0031	PSEN1	ENSG00000080815
432.0	0.0031	ATAD1	ENSG00000138138
432.0	0.0031	HDAC4	ENSG00000068024
432.0	0.0031	GM2A	ENSG00000196743
432.0	0.0031	TRAPPC6B	ENSG00000182400
432.0	0.0031	PRICKLE1	ENSG00000139174
432.0	0.0031	PCYT2	ENSG00000185813
432.0	0.0031	TREX1	ENSG00000213689
432.0	0.0031	EMC1	ENSG00000127463
432.0	0.0031	UGDH	ENSG00000109814
432.0	0.0031	MINPP1	ENSG00000107789
453.0	0.003	CILK1	ENSG00000112144
453.0	0.003	CLCN2	ENSG00000114859
453.0	0.003	EFHC1	ENSG00000096093
453.0	0.003	CACNA1C	ENSG00000151067
453.0	0.003	NDUFV1	ENSG00000167792
453.0	0.003	GCDH	ENSG00000105607
453.0	0.003	TMEM63C	ENSG00000165548
453.0	0.003	HYCC1	ENSG00000122591
453.0	0.003	IQSEC1	ENSG00000144711
453.0	0.003	PGAP3	ENSG00000161395
453.0	0.003	KMT2D	ENSG00000167548
453.0	0.003	DHX37	ENSG00000150990
453.0	0.003	MTRFR	ENSG00000130921
453.0	0.003	KPTN	ENSG00000118162
453.0	0.003	CNOT1	ENSG00000125107
453.0	0.003	SLC25A10	ENSG00000183048
453.0	0.003	GCH1	ENSG00000131979
453.0	0.003	ADNP	ENSG00000101126
453.0	0.003	DHPS	ENSG00000095059
453.0	0.003	TBC1D23	ENSG00000036054
453.0	0.003	ASXL2	ENSG00000143970
463.0	0.0029	RAB18	ENSG00000099246
463.0	0.0029	PSAT1	ENSG00000135069
463.0	0.0029	LONP1	ENSG00000196365
463.0	0.0029	PDHA1	ENSG00000131828
463.0	0.0029	EMC10	ENSG00000161671
463.0	0.0029	KCNT2	ENSG00000162687
463.0	0.0029	TNR	ENSG00000116147
463.0	0.0029	PLAA	ENSG00000137055
463.0	0.0029	ASNS	ENSG00000070669
463.0	0.0029	TNPO2	ENSG00000105576
479.0	0.0028	CAMTA1	ENSG00000171735
479.0	0.0028	POU4F1	ENSG00000152192
479.0	0.0028	SLC12A6	ENSG00000140199
479.0	0.0028	LAMA2	ENSG00000196569
479.0	0.0028	SLC13A3	ENSG00000158296
479.0	0.0028	RTN2	ENSG00000125744
479.0	0.0028	UBAP1	ENSG00000165006
479.0	0.0028	NUP214	ENSG00000126883
479.0	0.0028	ACO2	ENSG00000100412
479.0	0.0028	SLC25A15	ENSG00000102743
479.0	0.0028	LARGE1	ENSG00000133424
479.0	0.0028	DYNC1I2	ENSG00000077380
479.0	0.0028	PHACTR1	ENSG00000112137
479.0	0.0028	GMPPB	ENSG00000173540
479.0	0.0028	ANO10	ENSG00000160746
479.0	0.0028	DLAT	ENSG00000150768
497.0	0.0027	GLYCTK	ENSG00000168237
497.0	0.0027	COQ5	ENSG00000110871
497.0	0.0027	EZH2	ENSG00000106462
497.0	0.0027	GLUL	ENSG00000135821
497.0	0.0027	GFM2	ENSG00000164347
497.0	0.0027	RHOBTB2	ENSG00000008853
497.0	0.0027	TUBG1	ENSG00000131462
497.0	0.0027	KMT5B	ENSG00000110066
497.0	0.0027	ZNF526	ENSG00000167625
497.0	0.0027	CYP27A1	ENSG00000135929
497.0	0.0027	SLC1A3	ENSG00000079215
497.0	0.0027	NIPA1	ENSG00000170113
497.0	0.0027	ZNF292	ENSG00000188994
497.0	0.0027	CAPN1	ENSG00000014216
497.0	0.0027	SON	ENSG00000159140
497.0	0.0027	MGAT2	ENSG00000168282
497.0	0.0027	ZBTB18	ENSG00000179456
497.0	0.0027	YME1L1	ENSG00000136758
513.0	0.0026	TAOK1	ENSG00000160551
513.0	0.0026	KCNN2	ENSG00000080709
513.0	0.0026	NEU1	ENSG00000204386
513.0	0.0026	KATNB1	ENSG00000140854
513.0	0.0026	COL18A1	ENSG00000182871
513.0	0.0026	POLA1	ENSG00000101868
513.0	0.0026	SYNE1	ENSG00000131018
513.0	0.0026	SACS	ENSG00000151835
513.0	0.0026	MED13	ENSG00000108510
513.0	0.0026	ABCD1	ENSG00000101986
513.0	0.0026	TRAPPC12	ENSG00000171853
513.0	0.0026	GBA1	ENSG00000177628
513.0	0.0026	PPP1R21	ENSG00000162869
513.0	0.0026	METTL5	ENSG00000138382
513.0	0.0026	FMR1	ENSG00000102081
513.0	0.0026	OSTM1	ENSG00000081087
527.0	0.0025	TUBB2A	ENSG00000137267
527.0	0.0025	AUTS2	ENSG00000158321
527.0	0.0025	PIDD1	ENSG00000177595
527.0	0.0025	MRAP	ENSG00000170262
527.0	0.0025	ESAM	ENSG00000149564
527.0	0.0025	TET3	ENSG00000187605
527.0	0.0025	SLC6A8	ENSG00000130821
527.0	0.0025	HNRNPR	ENSG00000125944
527.0	0.0025	PLXNA1	ENSG00000114554
527.0	0.0025	DOCK6	ENSG00000130158
527.0	0.0025	FOXP1	ENSG00000114861
527.0	0.0025	ADSL	ENSG00000239900
527.0	0.0025	WDR62	ENSG00000075702
527.0	0.0025	MKS1	ENSG00000011143
551.0	0.0024	TANC2	ENSG00000170921
551.0	0.0024	TEFM	ENSG00000172171
551.0	0.0024	DDC	ENSG00000132437
551.0	0.0024	CASR	ENSG00000036828
551.0	0.0024	ZEB2	ENSG00000169554
551.0	0.0024	ATP2B1	ENSG00000070961
551.0	0.0024	COX4I1	ENSG00000131143
551.0	0.0024	GABBR1	ENSG00000204681
551.0	0.0024	CRIPT	ENSG00000119878
551.0	0.0024	KCNK4	ENSG00000182450
551.0	0.0024	TDP1	ENSG00000042088
551.0	0.0024	PLA2G6	ENSG00000184381
551.0	0.0024	GLS	ENSG00000115419
551.0	0.0024	FMN2	ENSG00000155816
551.0	0.0024	SARDH	ENSG00000123453
551.0	0.0024	SUOX	ENSG00000139531
551.0	0.0024	PIGL	ENSG00000108474
551.0	0.0024	USP7	ENSG00000187555
551.0	0.0024	THOC2	ENSG00000125676
551.0	0.0024	EXTL3	ENSG00000012232
551.0	0.0024	LGI4	ENSG00000153902
551.0	0.0024	NDUFC2	ENSG00000151366
551.0	0.0024	NCDN	ENSG00000020129
551.0	0.0024	SPRED1	ENSG00000166068
575.0	0.0023	TRIO	ENSG00000038382
575.0	0.0023	UBE4A	ENSG00000110344
575.0	0.0023	PIGS	ENSG00000087111
575.0	0.0023	SOX5	ENSG00000134532
575.0	0.0023	PRORP	ENSG00000100890
575.0	0.0023	GRM1	ENSG00000152822
575.0	0.0023	PIGM	ENSG00000143315
575.0	0.0023	CAMSAP1	ENSG00000130559
575.0	0.0023	PDE2A	ENSG00000186642
575.0	0.0023	WASHC5	ENSG00000164961
575.0	0.0023	SMARCA2	ENSG00000080503
575.0	0.0023	PSAP	ENSG00000197746
575.0	0.0023	SLC35A3	ENSG00000117620
575.0	0.0023	TH	ENSG00000180176
575.0	0.0023	TSPOAP1	ENSG00000005379
575.0	0.0023	DLG3	ENSG00000082458
575.0	0.0023	TRAPPC11	ENSG00000168538
575.0	0.0023	ERMARD	ENSG00000130023
575.0	0.0023	SUMF1	ENSG00000144455
575.0	0.0023	LRP5	ENSG00000162337
575.0	0.0023	ATP7A	ENSG00000165240
575.0	0.0023	FGFR3	ENSG00000068078
575.0	0.0023	RARS2	ENSG00000146282
575.0	0.0023	P2RY8	ENSG00000182162
599.0	0.0022	DNAJC6	ENSG00000116675
599.0	0.0022	DPYSL5	ENSG00000157851
599.0	0.0022	TLK2	ENSG00000146872
599.0	0.0022	POLG	ENSG00000140521
599.0	0.0022	NIPA2	ENSG00000140157
599.0	0.0022	TUBB4A	ENSG00000104833
599.0	0.0022	ALG14	ENSG00000172339
599.0	0.0022	NTNG2	ENSG00000196358
599.0	0.0022	BUB1B	ENSG00000156970
599.0	0.0022	TNRC6B	ENSG00000100354
599.0	0.0022	RAP1GDS1	ENSG00000138698
599.0	0.0022	DNMT3A	ENSG00000119772
