rank	score	gene_symbol	gene_identifier
197.0	0.0028	SMPD1	ENSG00000166311
216.0	0.0027	ATP7A	ENSG00000165240
216.0	0.0027	DUOX2	ENSG00000140279
216.0	0.0027	DUOXA2	ENSG00000140274
216.0	0.0027	IYD	ENSG00000009765
216.0	0.0027	SLC5A5	ENSG00000105641
216.0	0.0027	TG	ENSG00000042832
216.0	0.0027	TPO	ENSG00000115705
216.0	0.0027	OTC	ENSG00000036473
216.0	0.0027	PORCN	ENSG00000102312
216.0	0.0027	IL12A	ENSG00000168811
216.0	0.0027	IL12RB1	ENSG00000096996
216.0	0.0027	IRF5	ENSG00000128604
216.0	0.0027	MMEL1	ENSG00000142606
216.0	0.0027	POU2AF1	ENSG00000110777
216.0	0.0027	SPIB	ENSG00000269404
216.0	0.0027	TNFSF15	ENSG00000181634
216.0	0.0027	TNPO3	ENSG00000064419
216.0	0.0027	NKX2-5	ENSG00000183072
216.0	0.0027	KDM6A	ENSG00000147050
236.0	0.0026	ALMS1	ENSG00000116127
236.0	0.0026	SCO1	ENSG00000133028
236.0	0.0026	PARS2	ENSG00000162396
236.0	0.0026	BRCA1	ENSG00000012048
236.0	0.0026	BRCA2	ENSG00000139618
236.0	0.0026	CDKN2A	ENSG00000147889
236.0	0.0026	KRAS	ENSG00000133703
236.0	0.0026	PALB2	ENSG00000083093
236.0	0.0026	PALLD	ENSG00000129116
236.0	0.0026	RABL3	ENSG00000144840
236.0	0.0026	SMAD4	ENSG00000141646
236.0	0.0026	TP53	ENSG00000141510
236.0	0.0026	IKZF1	ENSG00000185811
236.0	0.0026	BTNL2	ENSG00000204290
236.0	0.0026	MPZL3	ENSG00000160588
236.0	0.0026	AKT2	ENSG00000105221
236.0	0.0026	ZNFX1	ENSG00000124201
236.0	0.0026	MTOR	ENSG00000198793
236.0	0.0026	ASXL2	ENSG00000143970
236.0	0.0026	ACADM	ENSG00000117054
250.0	0.0025	MTR	ENSG00000116984
250.0	0.0025	HMGCL	ENSG00000117305
250.0	0.0025	NAB2	ENSG00000166886
250.0	0.0025	STAT6	ENSG00000166888
250.0	0.0025	DHFR	ENSG00000228716
250.0	0.0025	GALK1	ENSG00000108479
250.0	0.0025	KCNJ11	ENSG00000187486
250.0	0.0025	FBP1	ENSG00000165140
250.0	0.0025	IFT122	ENSG00000163913
250.0	0.0025	EPM2A	ENSG00000112425
250.0	0.0025	NHLRC1	ENSG00000187566
250.0	0.0025	SERAC1	ENSG00000122335
250.0	0.0025	TALDO1	ENSG00000177156
250.0	0.0025	HBB	ENSG00000244734
285.0	0.0024	SCARB2	ENSG00000138760
285.0	0.0024	IFT56	ENSG00000105948
285.0	0.0024	PHKA2	ENSG00000044446
285.0	0.0024	PHKG2	ENSG00000156873
285.0	0.0024	PNPO	ENSG00000108439
285.0	0.0024	COG2	ENSG00000135775
285.0	0.0024	FOXRED1	ENSG00000110074
285.0	0.0024	NDUFA1	ENSG00000125356
285.0	0.0024	NDUFA11	ENSG00000174886
285.0	0.0024	NDUFA6	ENSG00000184983
285.0	0.0024	NDUFAF1	ENSG00000137806
285.0	0.0024	NDUFAF2	ENSG00000164182
285.0	0.0024	NDUFAF3	ENSG00000178057
285.0	0.0024	NDUFAF4	ENSG00000123545
285.0	0.0024	NDUFAF5	ENSG00000101247
285.0	0.0024	NDUFAF8	ENSG00000224877
285.0	0.0024	NDUFB10	ENSG00000140990
285.0	0.0024	NDUFB11	ENSG00000147123
285.0	0.0024	NDUFB3	ENSG00000119013
285.0	0.0024	NDUFB9	ENSG00000147684
285.0	0.0024	NDUFS1	ENSG00000023228
285.0	0.0024	NDUFS2	ENSG00000158864
285.0	0.0024	NDUFS3	ENSG00000213619
285.0	0.0024	NDUFS6	ENSG00000145494
285.0	0.0024	NDUFS7	ENSG00000115286
285.0	0.0024	NDUFS8	ENSG00000110717
285.0	0.0024	NDUFV1	ENSG00000167792
285.0	0.0024	NDUFV2	ENSG00000178127
285.0	0.0024	NUBPL	ENSG00000151413
285.0	0.0024	TIMMDC1	ENSG00000113845
285.0	0.0024	TMEM126B	ENSG00000171204
285.0	0.0024	MADD	ENSG00000110514
285.0	0.0024	ATP8B1	ENSG00000081923
285.0	0.0024	G6PC1	ENSG00000131482
285.0	0.0024	FECH	ENSG00000066926
295.0	0.0023	PET100	ENSG00000229833
295.0	0.0023	MCCC1	ENSG00000078070
295.0	0.0023	LYN	ENSG00000254087
295.0	0.0023	IGF1	ENSG00000017427
295.0	0.0023	PKHD1	ENSG00000170927
295.0	0.0023	IL2RG	ENSG00000147168
295.0	0.0023	COQ2	ENSG00000173085
295.0	0.0023	HRAS	ENSG00000174775
295.0	0.0023	TPI1	ENSG00000111669
295.0	0.0023	UNC45A	ENSG00000140553
322.0	0.0022	COX16	ENSG00000133983
322.0	0.0022	DDC	ENSG00000132437
322.0	0.0022	CTC1	ENSG00000178971
322.0	0.0022	DKC1	ENSG00000130826
322.0	0.0022	NHP2	ENSG00000145912
322.0	0.0022	NOP10	ENSG00000182117
322.0	0.0022	NPM1	ENSG00000181163
322.0	0.0022	PARN	ENSG00000140694
322.0	0.0022	RTEL1	ENSG00000258366
322.0	0.0022	TINF2	ENSG00000092330
322.0	0.0022	TYMS	ENSG00000176890
322.0	0.0022	USB1	ENSG00000103005
322.0	0.0022	WRAP53	ENSG00000141499
322.0	0.0022	PYGL	ENSG00000100504
322.0	0.0022	ACSL5	ENSG00000197142
322.0	0.0022	ODC1	ENSG00000115758
322.0	0.0022	CTRC	ENSG00000162438
322.0	0.0022	SPINK1	ENSG00000164266
322.0	0.0022	TJP2	ENSG00000119139
322.0	0.0022	PCCA	ENSG00000175198
322.0	0.0022	PCCB	ENSG00000114054
322.0	0.0022	SUCLG1	ENSG00000163541
322.0	0.0022	PHKB	ENSG00000102893
322.0	0.0022	MRM2	ENSG00000122687
322.0	0.0022	COX4I2	ENSG00000131055
322.0	0.0022	AFF4	ENSG00000072364
322.0	0.0022	CACNA1C	ENSG00000151067
355.0	0.0021	GK	ENSG00000198814
355.0	0.0021	CYP11B2	ENSG00000179142
355.0	0.0021	GNPTAB	ENSG00000111670
355.0	0.0021	ABCC8	ENSG00000006071
355.0	0.0021	APPL1	ENSG00000157500
355.0	0.0021	BLK	ENSG00000136573
355.0	0.0021	CEL	ENSG00000170835
355.0	0.0021	GCK	ENSG00000106633
355.0	0.0021	HNF1A	ENSG00000135100
355.0	0.0021	HNF4A	ENSG00000101076
355.0	0.0021	INS	ENSG00000254647
355.0	0.0021	KLF11	ENSG00000172059
355.0	0.0021	NEUROD1	ENSG00000162992
355.0	0.0021	PAX4	ENSG00000106331
355.0	0.0021	PDX1	ENSG00000139515
355.0	0.0021	MTO1	ENSG00000135297
355.0	0.0021	IARS2	ENSG00000067704
355.0	0.0021	MT-CYB	ENSG00000198727
355.0	0.0021	PLAGL1	ENSG00000118495
355.0	0.0021	ZFP57	ENSG00000204644
355.0	0.0021	UQCRC2	ENSG00000140740
355.0	0.0021	FLI1	ENSG00000151702
355.0	0.0021	H6PD	ENSG00000049239
355.0	0.0021	VPS33B	ENSG00000184056
355.0	0.0021	MEFV	ENSG00000103313
355.0	0.0021	MMUT	ENSG00000146085
355.0	0.0021	SH2D1A	ENSG00000183918
355.0	0.0021	VIPAS39	ENSG00000151445
355.0	0.0021	ACVRL1	ENSG00000139567
355.0	0.0021	ENG	ENSG00000106991
355.0	0.0021	GDF2	ENSG00000128802
355.0	0.0021	ABCB11	ENSG00000073734
355.0	0.0021	ABCB4	ENSG00000005471
381.0	0.002	PRF1	ENSG00000180644
381.0	0.002	STX11	ENSG00000135604
381.0	0.002	STXBP2	ENSG00000076944
381.0	0.002	UNC13D	ENSG00000092929
381.0	0.002	ACSF3	ENSG00000176715
381.0	0.002	SOD2	ENSG00000112096
381.0	0.002	CACNA1S	ENSG00000081248
381.0	0.002	RYR1	ENSG00000196218
381.0	0.002	GHSR	ENSG00000121853
381.0	0.002	ACAT1	ENSG00000075239
381.0	0.002	MCCC2	ENSG00000131844
381.0	0.002	CAMKMT	ENSG00000143919
381.0	0.002	PPM1B	ENSG00000138032
381.0	0.002	PREPL	ENSG00000138078
381.0	0.002	SLC3A1	ENSG00000138079
381.0	0.002	KRT18	ENSG00000111057
381.0	0.002	PGM1	ENSG00000079739
381.0	0.002	LYST	ENSG00000143669
381.0	0.002	RELB	ENSG00000104856
381.0	0.002	DOLK	ENSG00000175283
381.0	0.002	SLC22A5	ENSG00000197375
381.0	0.002	HSD17B10	ENSG00000072506
381.0	0.002	COX10	ENSG00000006695
381.0	0.002	SAMD9	ENSG00000205413
381.0	0.002	MMAB	ENSG00000139428
381.0	0.002	TREX1	ENSG00000213689
405.0	0.0019	SCYL1	ENSG00000142186
405.0	0.0019	GHR	ENSG00000112964
405.0	0.0019	AUH	ENSG00000148090
405.0	0.0019	GRAMD1C	ENSG00000178075
405.0	0.0019	OTX2	ENSG00000165588
405.0	0.0019	MSL3	ENSG00000005302
405.0	0.0019	PAK1	ENSG00000149269
405.0	0.0019	CLPB	ENSG00000162129
405.0	0.0019	GPC3	ENSG00000147257
405.0	0.0019	GPC4	ENSG00000076716
405.0	0.0019	RAB27A	ENSG00000069974
405.0	0.0019	POT1	ENSG00000128513
405.0	0.0019	ATP6AP2	ENSG00000182220
405.0	0.0019	MRPS2	ENSG00000122140
405.0	0.0019	GCDH	ENSG00000105607
405.0	0.0019	PGAP1	ENSG00000197121
405.0	0.0019	MYO5B	ENSG00000167306
405.0	0.0019	RMND1	ENSG00000155906
405.0	0.0019	RNF125	ENSG00000101695
405.0	0.0019	ARMC5	ENSG00000140691
405.0	0.0019	DEGS1	ENSG00000143753
405.0	0.0019	SLC25A13	ENSG00000004864
405.0	0.0019	KMT2D	ENSG00000167548
405.0	0.0019	GLYCTK	ENSG00000168237
428.0	0.0018	COX11	ENSG00000166260
428.0	0.0018	AIRE	ENSG00000160224
428.0	0.0018	PMM2	ENSG00000140650
428.0	0.0018	SLC25A36	ENSG00000114120
428.0	0.0018	DNAJC19	ENSG00000205981
428.0	0.0018	RRAGC	ENSG00000116954
428.0	0.0018	ZFYVE19	ENSG00000166140
428.0	0.0018	ALG3	ENSG00000214160
428.0	0.0018	GH1	ENSG00000259384
428.0	0.0018	DPAGT1	ENSG00000172269
428.0	0.0018	PIK3R1	ENSG00000145675
428.0	0.0018	DIS3L2	ENSG00000144535
428.0	0.0018	BCKDHA	ENSG00000248098
428.0	0.0018	SURF1	ENSG00000148290
428.0	0.0018	HERC1	ENSG00000103657
428.0	0.0018	GATM	ENSG00000171766
428.0	0.0018	IDS	ENSG00000010404
428.0	0.0018	DBH	ENSG00000123454
428.0	0.0018	TANGO2	ENSG00000183597
428.0	0.0018	TMEM199	ENSG00000244045
428.0	0.0018	CLOCK	ENSG00000134852
428.0	0.0018	DZIP1L	ENSG00000158163
428.0	0.0018	SLC30A10	ENSG00000196660
456.0	0.0017	COA8	ENSG00000256053
456.0	0.0017	RFX6	ENSG00000185002
456.0	0.0017	NR3C1	ENSG00000113580
456.0	0.0017	LDLR	ENSG00000130164
456.0	0.0017	COL1A1	ENSG00000108821
456.0	0.0017	EIF2S3	ENSG00000130741
456.0	0.0017	PTPN3	ENSG00000070159
456.0	0.0017	ANK1	ENSG00000029534
456.0	0.0017	EPB42	ENSG00000166947
456.0	0.0017	SLC4A1	ENSG00000004939
456.0	0.0017	SPTA1	ENSG00000163554
456.0	0.0017	SPTB	ENSG00000070182
456.0	0.0017	POGZ	ENSG00000143442
456.0	0.0017	LARS2	ENSG00000011376
456.0	0.0017	CRTC2	ENSG00000160741
456.0	0.0017	COG8	ENSG00000213380
456.0	0.0017	CPOX	ENSG00000080819
456.0	0.0017	F13A1	ENSG00000124491
456.0	0.0017	F13B	ENSG00000143278
456.0	0.0017	GATA6	ENSG00000141448
456.0	0.0017	ABCC2	ENSG00000023839
456.0	0.0017	HSD11B2	ENSG00000176387
456.0	0.0017	UQCC3	ENSG00000204922
456.0	0.0017	CSGALNACT1	ENSG00000147408
456.0	0.0017	EPB41	ENSG00000159023
456.0	0.0017	GYPC	ENSG00000136732
456.0	0.0017	G6PD	ENSG00000160211
456.0	0.0017	NPC2	ENSG00000119655
474.0	0.0016	MLYCD	ENSG00000103150
474.0	0.0016	LPL	ENSG00000175445
474.0	0.0016	WARS2	ENSG00000116874
474.0	0.0016	TLR2	ENSG00000137462
474.0	0.0016	PTEN	ENSG00000171862
474.0	0.0016	CYP27A1	ENSG00000135929
474.0	0.0016	IDUA	ENSG00000127415
474.0	0.0016	SGPL1	ENSG00000166224
474.0	0.0016	CRH	ENSG00000147571
474.0	0.0016	DMXL2	ENSG00000104093
474.0	0.0016	CASR	ENSG00000036828
474.0	0.0016	CFTR	ENSG00000001626
474.0	0.0016	CPA1	ENSG00000091704
474.0	0.0016	PRSS1	ENSG00000204983
474.0	0.0016	TEFM	ENSG00000172171
474.0	0.0016	PKD2	ENSG00000118762
474.0	0.0016	GAL	ENSG00000069482
474.0	0.0016	MPC1	ENSG00000060762
496.0	0.0015	UBE3B	ENSG00000151148
496.0	0.0015	ARL13B	ENSG00000169379
496.0	0.0015	UGT1A1	ENSG00000242366
496.0	0.0015	ALDOA	ENSG00000149925
496.0	0.0015	NMU	ENSG00000109255
496.0	0.0015	SPOP	ENSG00000121067
496.0	0.0015	GPI	ENSG00000105220
496.0	0.0015	ZNF699	ENSG00000196110
496.0	0.0015	SECISBP2	ENSG00000187742
496.0	0.0015	SLCO1C1	ENSG00000139155
496.0	0.0015	GFM2	ENSG00000164347
496.0	0.0015	PRORP	ENSG00000100890
496.0	0.0015	NFS1	ENSG00000244005
496.0	0.0015	SON	ENSG00000159140
496.0	0.0015	CA5A	ENSG00000174990
496.0	0.0015	STAT3	ENSG00000168610
496.0	0.0015	BTD	ENSG00000169814
496.0	0.0015	SLC51B	ENSG00000186198
496.0	0.0015	KIF12	ENSG00000136883
496.0	0.0015	FERMT1	ENSG00000101311
496.0	0.0015	GABRA3	ENSG00000011677
496.0	0.0015	PTGS1	ENSG00000095303
563.0	0.0014	SELENOP	ENSG00000250722
563.0	0.0014	LIPT1	ENSG00000144182
563.0	0.0014	ACTG2	ENSG00000163017
563.0	0.0014	HNF1B	ENSG00000108753
563.0	0.0014	BLVRA	ENSG00000106605
563.0	0.0014	ADAR	ENSG00000160710
563.0	0.0014	IFIH1	ENSG00000115267
563.0	0.0014	LSM11	ENSG00000155858
563.0	0.0014	RNASEH2A	ENSG00000104889
563.0	0.0014	RNASEH2B	ENSG00000136104
563.0	0.0014	RNASEH2C	ENSG00000172922
563.0	0.0014	SAMHD1	ENSG00000101347
563.0	0.0014	CAD	ENSG00000084774
563.0	0.0014	TRPM3	ENSG00000083067
563.0	0.0014	FBXO11	ENSG00000138081
563.0	0.0014	SLC6A8	ENSG00000130821
563.0	0.0014	PKD1	ENSG00000008710
563.0	0.0014	ARL6	ENSG00000113966
563.0	0.0014	BBIP1	ENSG00000214413
563.0	0.0014	BBS1	ENSG00000174483
563.0	0.0014	BBS10	ENSG00000179941
563.0	0.0014	BBS12	ENSG00000181004
563.0	0.0014	BBS2	ENSG00000125124
563.0	0.0014	BBS4	ENSG00000140463
563.0	0.0014	BBS5	ENSG00000163093
563.0	0.0014	BBS7	ENSG00000138686
563.0	0.0014	BBS9	ENSG00000122507
563.0	0.0014	CEP19	ENSG00000174007
563.0	0.0014	CEP290	ENSG00000198707
563.0	0.0014	CFAP418	ENSG00000156172
563.0	0.0014	CTD-3074O7.11	ENSG00000256349
563.0	0.0014	IFT27	ENSG00000100360
563.0	0.0014	IFT74	ENSG00000096872
563.0	0.0014	LZTFL1	ENSG00000163818
563.0	0.0014	MKKS	ENSG00000125863
563.0	0.0014	MKS1	ENSG00000011143
563.0	0.0014	NPHP1	ENSG00000144061
563.0	0.0014	SCAPER	ENSG00000140386
563.0	0.0014	SCLT1	ENSG00000151466
563.0	0.0014	SDCCAG8	ENSG00000054282
563.0	0.0014	TRIM32	ENSG00000119401
563.0	0.0014	TTC8	ENSG00000165533
563.0	0.0014	WDPCP	ENSG00000143951
563.0	0.0014	UQCRH	ENSG00000173660
563.0	0.0014	ADAT3	ENSG00000213638
563.0	0.0014	PFKM	ENSG00000152556
563.0	0.0014	KCNN4	ENSG00000104783
563.0	0.0014	PIEZO1	ENSG00000103335
563.0	0.0014	HSD17B4	ENSG00000133835
563.0	0.0014	SLC51A	ENSG00000163959
563.0	0.0014	ERCC1	ENSG00000012061
563.0	0.0014	LBR	ENSG00000143815
563.0	0.0014	SLC39A8	ENSG00000138821
563.0	0.0014	PROP1	ENSG00000175325
563.0	0.0014	STIM1	ENSG00000167323
563.0	0.0014	LMNA	ENSG00000160789
563.0	0.0014	SLC2A1	ENSG00000117394
563.0	0.0014	ARVCF	ENSG00000099889
563.0	0.0014	COMT	ENSG00000093010
563.0	0.0014	GP1BB	ENSG00000203618
563.0	0.0014	HIRA	ENSG00000100084
563.0	0.0014	JMJD1C	ENSG00000171988
563.0	0.0014	RREB1	ENSG00000124782
563.0	0.0014	SEC24C	ENSG00000176986
563.0	0.0014	TBX1	ENSG00000184058
563.0	0.0014	UFD1	ENSG00000070010
563.0	0.0014	SIN3A	ENSG00000169375
590.0	0.0013	MEN1	ENSG00000133895
590.0	0.0013	GYS2	ENSG00000111713
590.0	0.0013	TRHR	ENSG00000174417
590.0	0.0013	NOSIP	ENSG00000142546
590.0	0.0013	PRKAR1A	ENSG00000108946
590.0	0.0013	PC	ENSG00000173599
590.0	0.0013	SLC35A2	ENSG00000102100
590.0	0.0013	ACAD8	ENSG00000151498
590.0	0.0013	DPM2	ENSG00000136908
590.0	0.0013	CYP24A1	ENSG00000019186
590.0	0.0013	PRKAG2	ENSG00000106617
590.0	0.0013	SLC52A1	ENSG00000132517
590.0	0.0013	AGL	ENSG00000162688
590.0	0.0013	USP53	ENSG00000145390
590.0	0.0013	P2RY8	ENSG00000182162
590.0	0.0013	VDR	ENSG00000111424
590.0	0.0013	SLC16A1	ENSG00000155380
590.0	0.0013	HMGCS2	ENSG00000134240
590.0	0.0013	ELP2	ENSG00000134759
590.0	0.0013	KMT2A	ENSG00000118058
590.0	0.0013	ALDH7A1	ENSG00000164904
590.0	0.0013	PLPBP	ENSG00000147471
590.0	0.0013	SRC	ENSG00000197122
590.0	0.0013	ADAMTS13	ENSG00000160323
590.0	0.0013	LHX4	ENSG00000121454
590.0	0.0013	NUP214	ENSG00000126883
590.0	0.0013	TSC22D3	ENSG00000157514
657.0	0.0012	SHPK	ENSG00000197417
657.0	0.0012	RDH10	ENSG00000121039
657.0	0.0012	ANKRD11	ENSG00000167522
