rank	score	gene_symbol	gene_identifier
78.0	0.0035	MEF2C	ENSG00000081189
82.0	0.0034	DHCR7	ENSG00000172893
82.0	0.0034	WLS	ENSG00000116729
82.0	0.0034	SRCAP	ENSG00000080603
82.0	0.0034	HOXB1	ENSG00000120094
89.0	0.0033	SNX14	ENSG00000135317
89.0	0.0033	KMT2A	ENSG00000118058
89.0	0.0033	POGZ	ENSG00000143442
89.0	0.0033	SETBP1	ENSG00000152217
89.0	0.0033	PPM1D	ENSG00000170836
89.0	0.0033	JARID2	ENSG00000008083
89.0	0.0033	NRAS	ENSG00000213281
93.0	0.0032	CCNK	ENSG00000090061
93.0	0.0032	KDM1A	ENSG00000004487
93.0	0.0032	MED25	ENSG00000104973
93.0	0.0032	HNRNPH2	ENSG00000126945
96.0	0.0031	ARID2	ENSG00000189079
96.0	0.0031	GPC4	ENSG00000076716
96.0	0.0031	PSMD12	ENSG00000197170
108.0	0.003	ARID1B	ENSG00000049618
108.0	0.003	GALNT2	ENSG00000143641
108.0	0.003	BCR	ENSG00000186716
108.0	0.003	CRKL	ENSG00000099942
108.0	0.003	MAPK1	ENSG00000100030
108.0	0.003	DPF2	ENSG00000133884
108.0	0.003	NSD2	ENSG00000109685
108.0	0.003	CDKL5	ENSG00000008086
108.0	0.003	GABBR2	ENSG00000136928
108.0	0.003	MECP2	ENSG00000169057
108.0	0.003	NTNG1	ENSG00000162631
108.0	0.003	ARCN1	ENSG00000095139
119.0	0.0029	ZC4H2	ENSG00000126970
119.0	0.0029	DYRK1A	ENSG00000157540
119.0	0.0029	MADD	ENSG00000110514
119.0	0.0029	TMCO1	ENSG00000143183
119.0	0.0029	GABRA1	ENSG00000022355
119.0	0.0029	GABRG2	ENSG00000113327
119.0	0.0029	PCDH19	ENSG00000165194
119.0	0.0029	SCN1A	ENSG00000144285
119.0	0.0029	SCN1B	ENSG00000105711
119.0	0.0029	SCN2A	ENSG00000136531
119.0	0.0029	SCN9A	ENSG00000169432
134.0	0.0028	FOXP1	ENSG00000114861
134.0	0.0028	SYT1	ENSG00000067715
134.0	0.0028	DDX6	ENSG00000110367
134.0	0.0028	PAH	ENSG00000171759
134.0	0.0028	APC2	ENSG00000115266
134.0	0.0028	NSD1	ENSG00000165671
134.0	0.0028	SETD2	ENSG00000181555
134.0	0.0028	FBXW11	ENSG00000072803
134.0	0.0028	KMT2D	ENSG00000167548
134.0	0.0028	NOVA2	ENSG00000104967
134.0	0.0028	IGF1R	ENSG00000140443
134.0	0.0028	TBCK	ENSG00000145348
134.0	0.0028	RAD21	ENSG00000164754
134.0	0.0028	EXT2	ENSG00000151348
134.0	0.0028	CDH11	ENSG00000140937
148.0	0.0027	MAPK8IP3	ENSG00000138834
148.0	0.0027	WASF1	ENSG00000112290
148.0	0.0027	NGLY1	ENSG00000151092
148.0	0.0027	SLC12A6	ENSG00000140199
148.0	0.0027	ALG12	ENSG00000182858
148.0	0.0027	CTCF	ENSG00000102974
148.0	0.0027	PI4KA	ENSG00000241973
148.0	0.0027	UBE2A	ENSG00000077721
148.0	0.0027	NOTCH3	ENSG00000074181
148.0	0.0027	HMGA2	ENSG00000149948
148.0	0.0027	LEMD3	ENSG00000174106
148.0	0.0027	TAF1	ENSG00000147133
148.0	0.0027	HIVEP2	ENSG00000010818
148.0	0.0027	TAOK1	ENSG00000160551
166.0	0.0026	SOX5	ENSG00000134532
166.0	0.0026	VPS13A	ENSG00000197969
166.0	0.0026	ASXL3	ENSG00000141431
166.0	0.0026	DCPS	ENSG00000110063
166.0	0.0026	SMARCA2	ENSG00000080503
166.0	0.0026	MAPRE2	ENSG00000166974
166.0	0.0026	MEIS2	ENSG00000134138
166.0	0.0026	SLC45A1	ENSG00000162426
166.0	0.0026	SCN4A	ENSG00000007314
166.0	0.0026	AP1G1	ENSG00000166747
166.0	0.0026	BRD4	ENSG00000141867
166.0	0.0026	HDAC8	ENSG00000147099
166.0	0.0026	NIPBL	ENSG00000164190
166.0	0.0026	SMC3	ENSG00000108055
166.0	0.0026	HDAC4	ENSG00000068024
166.0	0.0026	LIG4	ENSG00000174405
166.0	0.0026	NSUN2	ENSG00000037474
166.0	0.0026	TMEM94	ENSG00000177728
181.0	0.0025	ANAPC7	ENSG00000196510
181.0	0.0025	KCNH1	ENSG00000143473
181.0	0.0025	KANSL1	ENSG00000120071
181.0	0.0025	GNB2	ENSG00000172354
181.0	0.0025	ZMYM2	ENSG00000121741
181.0	0.0025	PIGY	ENSG00000255072
181.0	0.0025	CLCN4	ENSG00000073464
181.0	0.0025	STAC3	ENSG00000185482
181.0	0.0025	TRIP12	ENSG00000153827
181.0	0.0025	NOTCH2	ENSG00000134250
181.0	0.0025	POR	ENSG00000127948
181.0	0.0025	NEDD4L	ENSG00000049759
181.0	0.0025	ASXL1	ENSG00000171456
181.0	0.0025	NDST1	ENSG00000070614
181.0	0.0025	STAG1	ENSG00000118007
202.0	0.0024	POLR3A	ENSG00000148606
202.0	0.0024	CTNNB1	ENSG00000168036
202.0	0.0024	GNB1	ENSG00000078369
202.0	0.0024	WAC	ENSG00000095787
202.0	0.0024	B3GLCT	ENSG00000187676
202.0	0.0024	POLRMT	ENSG00000099821
202.0	0.0024	FMR1	ENSG00000102081
202.0	0.0024	CSNK2A1	ENSG00000101266
202.0	0.0024	FBXO11	ENSG00000138081
202.0	0.0024	SMAD4	ENSG00000141646
202.0	0.0024	RBM8A	ENSG00000131795
202.0	0.0024	FIG4	ENSG00000112367
202.0	0.0024	DDHD2	ENSG00000085788
202.0	0.0024	PRMT7	ENSG00000132600
202.0	0.0024	H4C5	ENSG00000198518
202.0	0.0024	COG4	ENSG00000103051
202.0	0.0024	GNE	ENSG00000159921
202.0	0.0024	DDR2	ENSG00000162733
202.0	0.0024	TBL1XR1	ENSG00000177565
202.0	0.0024	CHD7	ENSG00000171316
202.0	0.0024	SEMA3E	ENSG00000170381
241.0	0.0023	CBL	ENSG00000110395
241.0	0.0023	RALA	ENSG00000006451
241.0	0.0023	DEAF1	ENSG00000177030
241.0	0.0023	FLII	ENSG00000177731
241.0	0.0023	IQSEC2	ENSG00000124313
241.0	0.0023	ARID1A	ENSG00000117713
241.0	0.0023	IGF1	ENSG00000017427
241.0	0.0023	FDFT1	ENSG00000079459
241.0	0.0023	HERC2	ENSG00000128731
241.0	0.0023	MED12	ENSG00000184634
241.0	0.0023	H4C9	ENSG00000198339
241.0	0.0023	CNTNAP1	ENSG00000108797
241.0	0.0023	KMT5B	ENSG00000110066
241.0	0.0023	CAPN15	ENSG00000103326
241.0	0.0023	SLC6A8	ENSG00000130821
241.0	0.0023	CHRNG	ENSG00000196811
241.0	0.0023	NF1	ENSG00000196712
241.0	0.0023	BAZ1B	ENSG00000009954
241.0	0.0023	BCL7B	ENSG00000106635
241.0	0.0023	BUD23	ENSG00000071462
241.0	0.0023	CLIP2	ENSG00000106665
241.0	0.0023	DNAJC30	ENSG00000176410
241.0	0.0023	EIF4H	ENSG00000106682
241.0	0.0023	ELN	ENSG00000049540
241.0	0.0023	FKBP6	ENSG00000077800
241.0	0.0023	GTF2I	ENSG00000077809
241.0	0.0023	GTF2IRD1	ENSG00000006704
241.0	0.0023	GTF2IRD2	ENSG00000196275
241.0	0.0023	LIMK1	ENSG00000106683
241.0	0.0023	METTL27	ENSG00000165171
241.0	0.0023	MLXIPL	ENSG00000009950
241.0	0.0023	NCF1	ENSG00000158517
241.0	0.0023	RFC2	ENSG00000049541
241.0	0.0023	STX1A	ENSG00000106089
241.0	0.0023	TBL2	ENSG00000106638
241.0	0.0023	TMEM270	ENSG00000175877
241.0	0.0023	VPS37D	ENSG00000176428
241.0	0.0023	SPEN	ENSG00000065526
241.0	0.0023	TBX1	ENSG00000184058
260.0	0.0022	ZBTB20	ENSG00000181722
260.0	0.0022	MAF	ENSG00000178573
260.0	0.0022	FOXF1	ENSG00000103241
260.0	0.0022	IDUA	ENSG00000127415
260.0	0.0022	CHD3	ENSG00000170004
260.0	0.0022	HUWE1	ENSG00000086758
260.0	0.0022	SRRM2	ENSG00000167978
260.0	0.0022	NEXMIF	ENSG00000050030
260.0	0.0022	EBP	ENSG00000147155
260.0	0.0022	NFIA	ENSG00000162599
260.0	0.0022	ADGRV1	ENSG00000164199
260.0	0.0022	GABRD	ENSG00000187730
260.0	0.0022	HCN1	ENSG00000164588
260.0	0.0022	STX1B	ENSG00000099365
260.0	0.0022	COG1	ENSG00000166685
260.0	0.0022	SPECC1L	ENSG00000100014
260.0	0.0022	DNM1L	ENSG00000087470
260.0	0.0022	PEX1	ENSG00000127980
260.0	0.0022	RPL10	ENSG00000147403
312.0	0.0021	CASZ1	ENSG00000130940
312.0	0.0021	HSPG2	ENSG00000142798
312.0	0.0021	KCNAB2	ENSG00000069424
312.0	0.0021	LUZP1	ENSG00000169641
312.0	0.0021	MMP23B	ENSG00000189409
312.0	0.0021	PDPN	ENSG00000162493
312.0	0.0021	PRDM16	ENSG00000142611
312.0	0.0021	PRKCZ	ENSG00000067606
312.0	0.0021	RERE	ENSG00000142599
312.0	0.0021	SKI	ENSG00000157933
312.0	0.0021	UBE4B	ENSG00000130939
312.0	0.0021	TNRC6B	ENSG00000100354
312.0	0.0021	PPP1CB	ENSG00000213639
312.0	0.0021	CHD8	ENSG00000100888
312.0	0.0021	ZSWIM6	ENSG00000130449
312.0	0.0021	CUL4B	ENSG00000158290
312.0	0.0021	SPOP	ENSG00000121067
312.0	0.0021	COLQ	ENSG00000206561
312.0	0.0021	LAMB2	ENSG00000172037
312.0	0.0021	EHMT1	ENSG00000181090
312.0	0.0021	PGAP2	ENSG00000148985
312.0	0.0021	PGAP3	ENSG00000161395
312.0	0.0021	PIGL	ENSG00000108474
312.0	0.0021	PIGO	ENSG00000165282
312.0	0.0021	PIGV	ENSG00000060642
312.0	0.0021	PIGW	ENSG00000184886
312.0	0.0021	TRAPPC6B	ENSG00000182400
312.0	0.0021	KRAS	ENSG00000133703
312.0	0.0021	LZTR1	ENSG00000099949
312.0	0.0021	MRAS	ENSG00000158186
312.0	0.0021	PTPN11	ENSG00000179295
312.0	0.0021	RAF1	ENSG00000132155
312.0	0.0021	RASA2	ENSG00000155903
312.0	0.0021	RIT1	ENSG00000143622
312.0	0.0021	RRAS	ENSG00000126458
312.0	0.0021	RRAS2	ENSG00000133818
312.0	0.0021	SOS1	ENSG00000115904
312.0	0.0021	SOS2	ENSG00000100485
312.0	0.0021	SPRED2	ENSG00000198369
312.0	0.0021	KNSTRN	ENSG00000128944
312.0	0.0021	PIK3CD	ENSG00000171608
312.0	0.0021	DLK1	ENSG00000185559
312.0	0.0021	RTL1	ENSG00000254656
312.0	0.0021	YWHAG	ENSG00000170027
312.0	0.0021	ZNF407	ENSG00000215421
312.0	0.0021	VPS13B	ENSG00000132549
312.0	0.0021	WDR26	ENSG00000162923
312.0	0.0021	RYR1	ENSG00000196218
312.0	0.0021	IL11RA	ENSG00000137070
312.0	0.0021	MGAT2	ENSG00000168282
312.0	0.0021	RAB11B	ENSG00000185236
312.0	0.0021	EED	ENSG00000074266
348.0	0.002	MINPP1	ENSG00000107789
348.0	0.002	NR2F1	ENSG00000175745
348.0	0.002	AGO1	ENSG00000092847
348.0	0.002	AEBP1	ENSG00000106624
348.0	0.002	CSPP1	ENSG00000104218
348.0	0.002	KIAA0586	ENSG00000100578
348.0	0.002	CNTNAP2	ENSG00000174469
348.0	0.002	TTI2	ENSG00000129696
348.0	0.002	CAMTA1	ENSG00000171735
348.0	0.002	IDH1	ENSG00000138413
348.0	0.002	TBX4	ENSG00000121075
348.0	0.002	POLA1	ENSG00000101868
348.0	0.002	AMER1	ENSG00000184675
348.0	0.002	IFT52	ENSG00000101052
348.0	0.002	FARS2	ENSG00000145982
348.0	0.002	HNRNPR	ENSG00000125944
348.0	0.002	NBN	ENSG00000104320
348.0	0.002	DPYSL5	ENSG00000157851
348.0	0.002	ARVCF	ENSG00000099889
348.0	0.002	COMT	ENSG00000093010
348.0	0.002	GP1BB	ENSG00000203618
348.0	0.002	HIRA	ENSG00000100084
348.0	0.002	JMJD1C	ENSG00000171988
348.0	0.002	RREB1	ENSG00000124782
348.0	0.002	SEC24C	ENSG00000176986
348.0	0.002	UFD1	ENSG00000070010
348.0	0.002	SHMT2	ENSG00000182199
348.0	0.002	TFAP2A	ENSG00000137203
348.0	0.002	PIGN	ENSG00000197563
348.0	0.002	PIGG	ENSG00000174227
348.0	0.002	RNASEH1	ENSG00000171865
348.0	0.002	RRM2B	ENSG00000048392
348.0	0.002	PGAP1	ENSG00000197121
348.0	0.002	SETD1A	ENSG00000099381
348.0	0.002	ATG7	ENSG00000197548
348.0	0.002	OCRL	ENSG00000122126
373.0	0.0019	MED13L	ENSG00000123066
373.0	0.0019	COL12A1	ENSG00000111799
373.0	0.0019	GMNN	ENSG00000112312
373.0	0.0019	ALX1	ENSG00000180318
373.0	0.0019	BCOR	ENSG00000183337
373.0	0.0019	SLC12A2	ENSG00000064651
373.0	0.0019	CAMK2B	ENSG00000058404
373.0	0.0019	ESCO2	ENSG00000171320
373.0	0.0019	SEC24D	ENSG00000150961
373.0	0.0019	PACS2	ENSG00000179364
373.0	0.0019	SUCLA2	ENSG00000136143
373.0	0.0019	TCF4	ENSG00000196628
373.0	0.0019	CIT	ENSG00000122966
373.0	0.0019	OGDHL	ENSG00000197444
373.0	0.0019	BAP1	ENSG00000163930
373.0	0.0019	MEGF8	ENSG00000105429
373.0	0.0019	ZNF148	ENSG00000163848
373.0	0.0019	BICRA	ENSG00000063169
373.0	0.0019	PIEZO2	ENSG00000154864
373.0	0.0019	ADAT3	ENSG00000213638
373.0	0.0019	CANT1	ENSG00000171302
373.0	0.0019	CCNQ	ENSG00000147382
373.0	0.0019	SLC9A6	ENSG00000198689
373.0	0.0019	SHOC2	ENSG00000108061
373.0	0.0019	OTUD6B	ENSG00000155100
419.0	0.0018	MSL3	ENSG00000005302
419.0	0.0018	SIK3	ENSG00000160584
419.0	0.0018	SDHA	ENSG00000073578
419.0	0.0018	SDHAF1	ENSG00000205138
419.0	0.0018	SDHB	ENSG00000117118
419.0	0.0018	SDHD	ENSG00000204370
419.0	0.0018	SETD4	ENSG00000185917
419.0	0.0018	CNOT2	ENSG00000111596
419.0	0.0018	TBC1D23	ENSG00000036054
419.0	0.0018	TNPO2	ENSG00000105576
419.0	0.0018	EZH2	ENSG00000106462
419.0	0.0018	SUZ12	ENSG00000178691
419.0	0.0018	GALC	ENSG00000054983
419.0	0.0018	TRPM3	ENSG00000083067
419.0	0.0018	DHPS	ENSG00000095059
419.0	0.0018	H3-3A	ENSG00000163041
419.0	0.0018	NXN	ENSG00000167693
419.0	0.0018	ROR2	ENSG00000169071
419.0	0.0018	CHAMP1	ENSG00000198824
419.0	0.0018	FLI1	ENSG00000151702
419.0	0.0018	SMARCE1	ENSG00000073584
419.0	0.0018	OTUD5	ENSG00000068308
419.0	0.0018	ZEB2	ENSG00000169554
419.0	0.0018	PSAT1	ENSG00000135069
419.0	0.0018	SATB2	ENSG00000119042
419.0	0.0018	KCNK10	ENSG00000100433
419.0	0.0018	CHD5	ENSG00000116254
419.0	0.0018	RHOA	ENSG00000067560
419.0	0.0018	MYCN	ENSG00000134323
419.0	0.0018	POLG	ENSG00000140521
419.0	0.0018	SALL1	ENSG00000103449
419.0	0.0018	MBTPS2	ENSG00000012174
419.0	0.0018	RUNX2	ENSG00000124813
419.0	0.0018	COL2A1	ENSG00000139219
419.0	0.0018	SON	ENSG00000159140
419.0	0.0018	BPTF	ENSG00000171634
419.0	0.0018	ZNF669	ENSG00000188295
419.0	0.0018	DPM1	ENSG00000000419
419.0	0.0018	DHX30	ENSG00000132153
419.0	0.0018	RAP1B	ENSG00000127314
419.0	0.0018	ATP9A	ENSG00000054793
419.0	0.0018	TOGARAM1	ENSG00000198718
419.0	0.0018	HECTD4	ENSG00000173064
419.0	0.0018	ATN1	ENSG00000111676
419.0	0.0018	PCGF2	ENSG00000056661
419.0	0.0018	NOG	ENSG00000183691
513.0	0.0017	NONO	ENSG00000147140
513.0	0.0017	FOXG1	ENSG00000176165
513.0	0.0017	MAP1B	ENSG00000131711
513.0	0.0017	SMOC1	ENSG00000198732
513.0	0.0017	AGO2	ENSG00000123908
513.0	0.0017	AFF2	ENSG00000155966
513.0	0.0017	TIAM1	ENSG00000156299
513.0	0.0017	PRR12	ENSG00000126464
513.0	0.0017	HECW2	ENSG00000138411
513.0	0.0017	AHDC1	ENSG00000126705
513.0	0.0017	ABL1	ENSG00000097007
513.0	0.0017	TUBB	ENSG00000196230
513.0	0.0017	CTNNA2	ENSG00000066032
513.0	0.0017	AGRN	ENSG00000188157
513.0	0.0017	CHAT	ENSG00000070748
513.0	0.0017	COL13A1	ENSG00000197467
513.0	0.0017	MYO9A	ENSG00000066933
513.0	0.0017	SLC18A3	ENSG00000187714
513.0	0.0017	SLC25A1	ENSG00000100075
513.0	0.0017	SLC5A7	ENSG00000115665
513.0	0.0017	SNAP25	ENSG00000132639
513.0	0.0017	SYT2	ENSG00000143858
513.0	0.0017	VAMP1	ENSG00000139190
513.0	0.0017	BCL11B	ENSG00000127152
513.0	0.0017	CCDC47	ENSG00000108588
513.0	0.0017	CDON	ENSG00000064309
513.0	0.0017	CRIPTO	ENSG00000241186
513.0	0.0017	DISP1	ENSG00000154309
513.0	0.0017	DLL1	ENSG00000198719
513.0	0.0017	FGF8	ENSG00000107831
513.0	0.0017	FGFR1	ENSG00000077782
513.0	0.0017	FOXH1	ENSG00000160973
513.0	0.0017	GAS1	ENSG00000180447
513.0	0.0017	GLI2	ENSG00000074047
513.0	0.0017	NODAL	ENSG00000156574
513.0	0.0017	PLCH1	ENSG00000114805
513.0	0.0017	PTCH1	ENSG00000185920
513.0	0.0017	SHH	ENSG00000164690
513.0	0.0017	SIX3	ENSG00000138083
513.0	0.0017	STAG2	ENSG00000101972
513.0	0.0017	STIL	ENSG00000123473
513.0	0.0017	TGIF1	ENSG00000177426
513.0	0.0017	ZIC2	ENSG00000043355
513.0	0.0017	ABCC8	ENSG00000006071
513.0	0.0017	GCK	ENSG00000106633
513.0	0.0017	INS	ENSG00000254647
513.0	0.0017	KCNJ11	ENSG00000187486
513.0	0.0017	PDX1	ENSG00000139515
513.0	0.0017	STAT3	ENSG00000168610
513.0	0.0017	CSGALNACT1	ENSG00000147408
513.0	0.0017	B3GAT3	ENSG00000149541
513.0	0.0017	ALG9	ENSG00000086848
513.0	0.0017	ZNF699	ENSG00000196110
513.0	0.0017	CLCN7	ENSG00000103249
513.0	0.0017	PLEC	ENSG00000178209
513.0	0.0017	KIFBP	ENSG00000198954
513.0	0.0017	CACNA1C	ENSG00000151067
513.0	0.0017	PRKAR1B	ENSG00000188191
513.0	0.0017	GPC3	ENSG00000147257
513.0	0.0017	ARL6	ENSG00000113966
513.0	0.0017	BBIP1	ENSG00000214413
513.0	0.0017	BBS1	ENSG00000174483
513.0	0.0017	BBS10	ENSG00000179941
513.0	0.0017	BBS12	ENSG00000181004
513.0	0.0017	BBS2	ENSG00000125124
513.0	0.0017	BBS4	ENSG00000140463
513.0	0.0017	BBS5	ENSG00000163093
513.0	0.0017	BBS7	ENSG00000138686
513.0	0.0017	BBS9	ENSG00000122507
513.0	0.0017	CEP19	ENSG00000174007
513.0	0.0017	CEP290	ENSG00000198707
513.0	0.0017	CFAP418	ENSG00000156172
513.0	0.0017	CTD-3074O7.11	ENSG00000256349
513.0	0.0017	IFT172	ENSG00000138002
513.0	0.0017	IFT27	ENSG00000100360
513.0	0.0017	IFT74	ENSG00000096872
513.0	0.0017	LZTFL1	ENSG00000163818
513.0	0.0017	MKKS	ENSG00000125863
513.0	0.0017	MKS1	ENSG00000011143
513.0	0.0017	NPHP1	ENSG00000144061
513.0	0.0017	SCAPER	ENSG00000140386
513.0	0.0017	SCLT1	ENSG00000151466
513.0	0.0017	SDCCAG8	ENSG00000054282
513.0	0.0017	TRIM32	ENSG00000119401
513.0	0.0017	TTC8	ENSG00000165533
513.0	0.0017	WDPCP	ENSG00000143951
513.0	0.0017	MAN2C1	ENSG00000140400
513.0	0.0017	DPH5	ENSG00000117543
513.0	0.0017	PPP1R21	ENSG00000162869
513.0	0.0017	PPP2CA	ENSG00000113575
513.0	0.0017	GFM2	ENSG00000164347
513.0	0.0017	GRIK2	ENSG00000164418
513.0	0.0017	HSD17B10	ENSG00000072506
513.0	0.0017	TK2	ENSG00000166548
546.0	0.0016	USP9X	ENSG00000124486
546.0	0.0016	AFF3	ENSG00000144218
546.0	0.0016	RAB18	ENSG00000099246
546.0	0.0016	NARS1	ENSG00000134440
546.0	0.0016	UFC1	ENSG00000143222
546.0	0.0016	SUPT16H	ENSG00000092201
546.0	0.0016	KCNJ2	ENSG00000123700
546.0	0.0016	KCNJ5	ENSG00000120457
546.0	0.0016	IPO8	ENSG00000133704
546.0	0.0016	NARS2	ENSG00000137513
546.0	0.0016	SLC26A2	ENSG00000155850
546.0	0.0016	KDM3B	ENSG00000120733
546.0	0.0016	WASHC4	ENSG00000136051
546.0	0.0016	FRA10AC1	ENSG00000148690
546.0	0.0016	DARS2	ENSG00000117593
546.0	0.0016	PPP2R5D	ENSG00000112640
546.0	0.0016	KMT2C	ENSG00000055609
546.0	0.0016	KDM5C	ENSG00000126012
546.0	0.0016	PUS7	ENSG00000091127
546.0	0.0016	NRCAM	ENSG00000091129
546.0	0.0016	DPYD	ENSG00000188641
546.0	0.0016	TBX15	ENSG00000092607
546.0	0.0016	PRMT5	ENSG00000100462
546.0	0.0016	CHMP1A	ENSG00000131165
546.0	0.0016	YME1L1	ENSG00000136758
546.0	0.0016	SMPD4	ENSG00000136699
546.0	0.0016	SLC1A4	ENSG00000115902
546.0	0.0016	TBCD	ENSG00000141556
546.0	0.0016	ACBD5	ENSG00000107897
546.0	0.0016	CHST3	ENSG00000122863
546.0	0.0016	TASP1	ENSG00000089123
546.0	0.0016	CPLX1	ENSG00000168993
546.0	0.0016	SMC5	ENSG00000198887
606.0	0.0015	TRIM8	ENSG00000171206
606.0	0.0015	CILK1	ENSG00000112144
606.0	0.0015	COG7	ENSG00000168434
606.0	0.0015	COG5	ENSG00000164597
606.0	0.0015	HTT	ENSG00000197386
606.0	0.0015	SLC2A3	ENSG00000059804
606.0	0.0015	SPART	ENSG00000133104
606.0	0.0015	CLTC	ENSG00000141367
606.0	0.0015	COL1A2	ENSG00000164692
606.0	0.0015	COX7B	ENSG00000131174
606.0	0.0015	KCTD1	ENSG00000134504
606.0	0.0015	FKRP	ENSG00000181027
606.0	0.0015	GMPPB	ENSG00000173540
606.0	0.0015	LARGE1	ENSG00000133424
606.0	0.0015	POMT1	ENSG00000130714
606.0	0.0015	POMT2	ENSG00000009830
606.0	0.0015	SLITRK2	ENSG00000185985
606.0	0.0015	CELF2	ENSG00000048740
606.0	0.0015	GNPTAB	ENSG00000111670
606.0	0.0015	COL11A2	ENSG00000204248
606.0	0.0015	PQBP1	ENSG00000102103
606.0	0.0015	C19orf12	ENSG00000131943
606.0	0.0015	AFG2A	ENSG00000145375
606.0	0.0015	CYP27A1	ENSG00000135929
606.0	0.0015	UBE3A	ENSG00000114062
606.0	0.0015	SET	ENSG00000119335
606.0	0.0015	RLIM	ENSG00000131263
606.0	0.0015	MAN2B1	ENSG00000104774
606.0	0.0015	IBA57	ENSG00000181873
606.0	0.0015	GRIN1	ENSG00000176884
606.0	0.0015	ACTB	ENSG00000075624
606.0	0.0015	NDUFA6	ENSG00000184983
606.0	0.0015	FAT4	ENSG00000196159
606.0	0.0015	P2RY8	ENSG00000182162
606.0	0.0015	OFD1	ENSG00000046651
606.0	0.0015	AMELX	ENSG00000125363
606.0	0.0015	CAMK2A	ENSG00000070808
606.0	0.0015	PAK3	ENSG00000077264
606.0	0.0015	GLE1	ENSG00000119392
606.0	0.0015	GNS	ENSG00000135677
606.0	0.0015	TSEN15	ENSG00000198860
606.0	0.0015	KDM5B	ENSG00000117139
606.0	0.0015	RBM10	ENSG00000182872
606.0	0.0015	ERCC6	ENSG00000225830
606.0	0.0015	ERCC6-PGBD3	ENSG00000258838
