rank	score	gene_symbol	gene_identifier
77.0	0.019	CLCN4	ENSG00000073464
80.0	0.0188	SUCLG1	ENSG00000163541
80.0	0.0188	DCHS1	ENSG00000166341
80.0	0.0188	FAT4	ENSG00000196159
81.0	0.0186	ZEB2	ENSG00000169554
82.0	0.0185	NEU1	ENSG00000204386
86.0	0.0184	TBCD	ENSG00000141556
86.0	0.0184	NALCN	ENSG00000102452
86.0	0.0184	UNC80	ENSG00000144406
86.0	0.0184	AFG2A	ENSG00000145375
87.0	0.0182	CAMK2A	ENSG00000070808
90.0	0.018	AASS	ENSG00000008311
90.0	0.018	ATP6V1A	ENSG00000114573
90.0	0.018	ATP6V1E1	ENSG00000131100
91.0	0.0175	UBE3A	ENSG00000114062
92.0	0.0173	DOLK	ENSG00000175283
93.0	0.0171	CWF19L1	ENSG00000095485
94.0	0.0168	ADNP	ENSG00000101126
96.0	0.0167	SATB2	ENSG00000119042
96.0	0.0167	RAC1	ENSG00000136238
107.0	0.0166	ARID1A	ENSG00000117713
107.0	0.0166	ARID1B	ENSG00000049618
107.0	0.0166	ARID2	ENSG00000189079
107.0	0.0166	DPF2	ENSG00000133884
107.0	0.0166	SMARCA4	ENSG00000127616
107.0	0.0166	SMARCB1	ENSG00000099956
107.0	0.0166	SMARCC2	ENSG00000139613
107.0	0.0166	SMARCD1	ENSG00000066117
107.0	0.0166	SMARCE1	ENSG00000073584
107.0	0.0166	SOX11	ENSG00000176887
107.0	0.0166	SOX4	ENSG00000124766
108.0	0.0163	ACADS	ENSG00000122971
111.0	0.0162	SARDH	ENSG00000123453
111.0	0.0162	DLK1	ENSG00000185559
111.0	0.0162	RTL1	ENSG00000254656
112.0	0.0159	ASAH1	ENSG00000104763
115.0	0.0158	NACC1	ENSG00000160877
115.0	0.0158	DPYD	ENSG00000188641
115.0	0.0158	ATRX	ENSG00000085224
116.0	0.0157	DPM1	ENSG00000000419
117.0	0.0155	KCNA2	ENSG00000177301
118.0	0.0154	PRUNE1	ENSG00000143363
119.0	0.0153	TUBB2B	ENSG00000137285
120.0	0.0152	SLC35A2	ENSG00000102100
121.0	0.0151	ALG11	ENSG00000253710
130.0	0.0148	MT-ATP6	ENSG00000198899
130.0	0.0148	MT-ND1	ENSG00000198888
130.0	0.0148	MT-ND2	ENSG00000198763
130.0	0.0148	MT-ND3	ENSG00000198840
130.0	0.0148	MT-ND4	ENSG00000198886
130.0	0.0148	MT-ND5	ENSG00000198786
130.0	0.0148	MT-ND6	ENSG00000198695
130.0	0.0148	SLC19A3	ENSG00000135917
130.0	0.0148	GATAD2B	ENSG00000143614
132.0	0.0146	CUL4B	ENSG00000158290
132.0	0.0146	TNPO2	ENSG00000105576
133.0	0.0145	GNB1	ENSG00000078369
134.0	0.0143	H4C5	ENSG00000198518
135.0	0.0141	PSAT1	ENSG00000135069
136.0	0.0138	USP9X	ENSG00000124486
137.0	0.0134	SPEN	ENSG00000065526
138.0	0.0133	GLB1	ENSG00000170266
139.0	0.0129	MRPL12	ENSG00000262814
140.0	0.0128	GFM2	ENSG00000164347
148.0	0.0123	ADGRG1	ENSG00000205336
148.0	0.0123	PI4KA	ENSG00000241973
148.0	0.0123	SRPX2	ENSG00000102359
148.0	0.0123	GABRA1	ENSG00000022355
148.0	0.0123	GABRG2	ENSG00000113327
148.0	0.0123	PCDH19	ENSG00000165194
148.0	0.0123	SCN1A	ENSG00000144285
148.0	0.0123	SCN9A	ENSG00000169432
150.0	0.0121	HERC1	ENSG00000103657
150.0	0.0121	RARS1	ENSG00000113643
152.0	0.012	GRIN2D	ENSG00000105464
152.0	0.012	DPYSL5	ENSG00000157851
154.0	0.0119	PIGG	ENSG00000174227
154.0	0.0119	CSNK2A1	ENSG00000101266
156.0	0.0118	HEXB	ENSG00000049860
156.0	0.0118	EXTL3	ENSG00000012232
158.0	0.0117	MAN2B1	ENSG00000104774
158.0	0.0117	VPS4A	ENSG00000132612
159.0	0.0115	PEX13	ENSG00000162928
161.0	0.0114	TCF4	ENSG00000196628
161.0	0.0114	ATG7	ENSG00000197548
163.0	0.0113	SON	ENSG00000159140
163.0	0.0113	MFF	ENSG00000168958
168.0	0.0112	TRIO	ENSG00000038382
168.0	0.0112	MAF	ENSG00000178573
168.0	0.0112	ADAR	ENSG00000160710
168.0	0.0112	NUP54	ENSG00000138750
168.0	0.0112	NUP62	ENSG00000213024
171.0	0.0111	SMARCA2	ENSG00000080503
171.0	0.0111	PRMT7	ENSG00000132600
171.0	0.0111	EEF1A2	ENSG00000101210
172.0	0.011	HNRNPH2	ENSG00000126945
175.0	0.0109	DHX30	ENSG00000132153
175.0	0.0109	NEK1	ENSG00000137601
175.0	0.0109	CACNA2D2	ENSG00000007402
181.0	0.0108	AP1S2	ENSG00000182287
181.0	0.0108	SEPSECS	ENSG00000109618
181.0	0.0108	TSEN15	ENSG00000198860
181.0	0.0108	TSEN2	ENSG00000154743
181.0	0.0108	TSEN34	ENSG00000170892
181.0	0.0108	TSEN54	ENSG00000182173
184.0	0.0107	DAG1	ENSG00000173402
184.0	0.0107	LRP5	ENSG00000162337
184.0	0.0107	KCNJ10	ENSG00000177807
187.0	0.0106	SHQ1	ENSG00000144736
187.0	0.0106	LNPK	ENSG00000144320
187.0	0.0106	SLC13A5	ENSG00000141485
191.0	0.0104	BRAT1	ENSG00000106009
191.0	0.0104	RMND1	ENSG00000155906
191.0	0.0104	PIGA	ENSG00000165195
191.0	0.0104	DOCK7	ENSG00000116641
194.0	0.0103	TUBB3	ENSG00000198211
194.0	0.0103	PPP2R5D	ENSG00000112640
194.0	0.0103	CCDC88A	ENSG00000115355
197.0	0.0102	LMAN2L	ENSG00000114988
197.0	0.0102	ST3GAL5	ENSG00000115525
197.0	0.0102	GTPBP3	ENSG00000130299
202.0	0.0101	IQSEC1	ENSG00000144711
202.0	0.0101	GRM1	ENSG00000152822
202.0	0.0101	DCPS	ENSG00000110063
202.0	0.0101	HNRNPU	ENSG00000153187
202.0	0.0101	RTTN	ENSG00000176225
203.0	0.01	KCNJ11	ENSG00000187486
209.0	0.0099	YME1L1	ENSG00000136758
209.0	0.0099	MPDU1	ENSG00000129255
209.0	0.0099	ALDH18A1	ENSG00000059573
209.0	0.0099	RAI1	ENSG00000108557
209.0	0.0099	UBA5	ENSG00000081307
209.0	0.0099	PIGN	ENSG00000197563
213.0	0.0098	WARS1	ENSG00000140105
213.0	0.0098	OXR1	ENSG00000164830
213.0	0.0098	SLC9A6	ENSG00000198689
213.0	0.0098	FRMPD4	ENSG00000169933
214.0	0.0097	PPP2R1A	ENSG00000105568
216.0	0.0096	TRPM3	ENSG00000083067
216.0	0.0096	STXBP1	ENSG00000136854
217.0	0.0095	MAST1	ENSG00000105613
222.0	0.0094	HNRNPH1	ENSG00000169045
222.0	0.0094	DOHH	ENSG00000129932
222.0	0.0094	HEPACAM	ENSG00000165478
222.0	0.0094	NEDD4L	ENSG00000049759
222.0	0.0094	SNRPN	ENSG00000128739
224.0	0.0093	TRAPPC6B	ENSG00000182400
224.0	0.0093	PMPCB	ENSG00000105819
227.0	0.0092	WDR26	ENSG00000162923
227.0	0.0092	GRIA2	ENSG00000120251
227.0	0.0092	HIVEP2	ENSG00000010818
229.0	0.0091	FGF12	ENSG00000114279
229.0	0.0091	FOXRED1	ENSG00000110074
232.0	0.009	EIF2AK2	ENSG00000055332
232.0	0.009	PURA	ENSG00000185129
232.0	0.009	PDHA1	ENSG00000131828
238.0	0.0089	GABRB2	ENSG00000145864
238.0	0.0089	GRIN2B	ENSG00000273079
238.0	0.0089	COG4	ENSG00000103051
238.0	0.0089	MACF1	ENSG00000127603
238.0	0.0089	MRPS34	ENSG00000074071
238.0	0.0089	USP7	ENSG00000187555
241.0	0.0088	GM2A	ENSG00000196743
241.0	0.0088	GMPPB	ENSG00000173540
241.0	0.0088	TMEM70	ENSG00000175606
248.0	0.0087	FKRP	ENSG00000181027
248.0	0.0087	LARGE1	ENSG00000133424
248.0	0.0087	POMT1	ENSG00000130714
248.0	0.0087	POMT2	ENSG00000009830
248.0	0.0087	SLC39A14	ENSG00000104635
248.0	0.0087	SIAH1	ENSG00000196470
248.0	0.0087	OTUD6B	ENSG00000155100
253.0	0.0086	SATB1	ENSG00000182568
253.0	0.0086	NEXMIF	ENSG00000050030
253.0	0.0086	SLC12A6	ENSG00000140199
253.0	0.0086	KCNC2	ENSG00000166006
253.0	0.0086	GNB5	ENSG00000069966
256.0	0.0085	NEMF	ENSG00000165525
256.0	0.0085	LRPPRC	ENSG00000138095
256.0	0.0085	CNTNAP2	ENSG00000174469
267.0	0.0084	TOR1A	ENSG00000136827
267.0	0.0084	BLTP1	ENSG00000138688
267.0	0.0084	GALC	ENSG00000054983
267.0	0.0084	PSAP	ENSG00000197746
267.0	0.0084	SLC6A9	ENSG00000196517
267.0	0.0084	SZT2	ENSG00000198198
267.0	0.0084	YY1	ENSG00000100811
267.0	0.0084	CACNA1B	ENSG00000148408
267.0	0.0084	GABBR2	ENSG00000136928
267.0	0.0084	TMCO1	ENSG00000143183
267.0	0.0084	PIGS	ENSG00000087111
272.0	0.0083	IRF2BPL	ENSG00000119669
272.0	0.0083	SLC6A1	ENSG00000157103
272.0	0.0083	COG3	ENSG00000136152
272.0	0.0083	TBCE	ENSG00000116957
272.0	0.0083	CARS2	ENSG00000134905
278.0	0.0082	DYRK1A	ENSG00000157540
278.0	0.0082	ABHD16A	ENSG00000204427
278.0	0.0082	NSD1	ENSG00000165671
278.0	0.0082	CACNA1I	ENSG00000100346
278.0	0.0082	FOXG1	ENSG00000176165
278.0	0.0082	OPHN1	ENSG00000079482
283.0	0.0081	ATP9A	ENSG00000054793
283.0	0.0081	TANGO2	ENSG00000183597
283.0	0.0081	DENND5A	ENSG00000184014
283.0	0.0081	UQCRQ	ENSG00000164405
283.0	0.0081	OFD1	ENSG00000046651
289.0	0.008	MEF2C	ENSG00000081189
289.0	0.008	BCL11B	ENSG00000127152
289.0	0.008	SCN3A	ENSG00000153253
289.0	0.008	RHOBTB2	ENSG00000008853
289.0	0.008	MFSD2A	ENSG00000168389
289.0	0.008	IQSEC2	ENSG00000124313
297.0	0.0079	TIMM50	ENSG00000105197
297.0	0.0079	UFC1	ENSG00000143222
297.0	0.0079	VPS41	ENSG00000006715
297.0	0.0079	IARS1	ENSG00000196305
297.0	0.0079	MTRFR	ENSG00000130921
297.0	0.0079	NONO	ENSG00000147140
297.0	0.0079	NARS1	ENSG00000134440
297.0	0.0079	ATN1	ENSG00000111676
302.0	0.0078	GRIK2	ENSG00000164418
302.0	0.0078	AP3B2	ENSG00000103723
302.0	0.0078	SLC25A12	ENSG00000115840
302.0	0.0078	DHDDS	ENSG00000117682
302.0	0.0078	CTNNA2	ENSG00000066032
304.0	0.0077	NSRP1	ENSG00000126653
304.0	0.0077	LIPT2	ENSG00000175536
313.0	0.0076	PMM2	ENSG00000140650
313.0	0.0076	KIF1A	ENSG00000130294
313.0	0.0076	CHMP1A	ENSG00000131165
313.0	0.0076	LMNB1	ENSG00000113368
313.0	0.0076	ZNF142	ENSG00000115568
313.0	0.0076	SNX14	ENSG00000135317
313.0	0.0076	TOE1	ENSG00000132773
313.0	0.0076	ATP1A2	ENSG00000018625
313.0	0.0076	SPTBN1	ENSG00000115306
326.0	0.0075	UBA1	ENSG00000130985
326.0	0.0075	HTT	ENSG00000197386
326.0	0.0075	LINGO1	ENSG00000169783
326.0	0.0075	TRIT1	ENSG00000043514
326.0	0.0075	SLC2A1	ENSG00000117394
326.0	0.0075	CCDC47	ENSG00000108588
326.0	0.0075	FRRS1L	ENSG00000260230
326.0	0.0075	EXOSC5	ENSG00000077348
326.0	0.0075	KCNQ5	ENSG00000185760
326.0	0.0075	KIF5C	ENSG00000168280
326.0	0.0075	AMPD2	ENSG00000116337
326.0	0.0075	CPLX1	ENSG00000168993
326.0	0.0075	MTFMT	ENSG00000103707
342.0	0.0074	SLITRK2	ENSG00000185985
342.0	0.0074	MSL3	ENSG00000005302
342.0	0.0074	ARL13B	ENSG00000169379
342.0	0.0074	SEMA6B	ENSG00000167680
342.0	0.0074	CPLANE1	ENSG00000197603
342.0	0.0074	FAM149B1	ENSG00000138286
342.0	0.0074	KIAA0753	ENSG00000198920
342.0	0.0074	KIF7	ENSG00000166813
342.0	0.0074	PDE6D	ENSG00000156973
342.0	0.0074	TCTN3	ENSG00000119977
342.0	0.0074	TMEM216	ENSG00000187049
342.0	0.0074	TOPORS	ENSG00000197579
342.0	0.0074	TSFM	ENSG00000123297
342.0	0.0074	PPP3CA	ENSG00000138814
342.0	0.0074	CHAMP1	ENSG00000198824
342.0	0.0074	VPS11	ENSG00000160695
351.0	0.0073	GEMIN4	ENSG00000179409
351.0	0.0073	IREB2	ENSG00000136381
351.0	0.0073	CAMTA1	ENSG00000171735
351.0	0.0073	KCNN2	ENSG00000080709
351.0	0.0073	DPH5	ENSG00000117543
351.0	0.0073	TBC1D20	ENSG00000125875
351.0	0.0073	PARS2	ENSG00000162396
351.0	0.0073	CACNA2D1	ENSG00000153956
351.0	0.0073	ODC1	ENSG00000115758
377.0	0.0072	ADARB1	ENSG00000197381
377.0	0.0072	SERAC1	ENSG00000122335
377.0	0.0072	CASZ1	ENSG00000130940
377.0	0.0072	GABRD	ENSG00000187730
377.0	0.0072	HSPG2	ENSG00000142798
377.0	0.0072	KCNAB2	ENSG00000069424
377.0	0.0072	LUZP1	ENSG00000169641
377.0	0.0072	MMP23B	ENSG00000189409
377.0	0.0072	PDPN	ENSG00000162493
377.0	0.0072	PRDM16	ENSG00000142611
377.0	0.0072	PRKCZ	ENSG00000067606
377.0	0.0072	RERE	ENSG00000142599
377.0	0.0072	SKI	ENSG00000157933
377.0	0.0072	UBE4B	ENSG00000130939
377.0	0.0072	HCN1	ENSG00000164588
377.0	0.0072	TRAPPC10	ENSG00000160218
377.0	0.0072	PRPS1	ENSG00000147224
377.0	0.0072	NGLY1	ENSG00000151092
377.0	0.0072	HUWE1	ENSG00000086758
377.0	0.0072	WDR45	ENSG00000196998
377.0	0.0072	QDPR	ENSG00000151552
377.0	0.0072	AP2M1	ENSG00000161203
377.0	0.0072	CHD2	ENSG00000173575
377.0	0.0072	SYNGAP1	ENSG00000197283
377.0	0.0072	CLTC	ENSG00000141367
377.0	0.0072	MSTO1	ENSG00000125459
385.0	0.0071	RORA	ENSG00000069667
385.0	0.0071	TMTC3	ENSG00000139324
385.0	0.0071	CREBBP	ENSG00000005339
385.0	0.0071	EP300	ENSG00000100393
385.0	0.0071	EIF4A2	ENSG00000156976
385.0	0.0071	SPTSSA	ENSG00000165389
385.0	0.0071	GAA	ENSG00000171298
385.0	0.0071	ERCC5	ENSG00000134899
398.0	0.007	COPB1	ENSG00000129083
398.0	0.007	GRIA4	ENSG00000152578
398.0	0.007	POLR3A	ENSG00000148606
398.0	0.007	PYCR2	ENSG00000143811
398.0	0.007	DNM1L	ENSG00000087470
398.0	0.007	CLN5	ENSG00000102805
398.0	0.007	CTSD	ENSG00000117984
398.0	0.007	DNAJC5	ENSG00000101152
398.0	0.007	GRN	ENSG00000030582
398.0	0.007	PPT1	ENSG00000131238
398.0	0.007	TPP1	ENSG00000166340
398.0	0.007	DOCK3	ENSG00000088538
398.0	0.007	GPT2	ENSG00000166123
415.0	0.0069	GOT2	ENSG00000125166
415.0	0.0069	PRKAR1B	ENSG00000188191
415.0	0.0069	CLP1	ENSG00000172409
415.0	0.0069	UFM1	ENSG00000120686
415.0	0.0069	SPTBN4	ENSG00000160460
415.0	0.0069	TNNT1	ENSG00000105048
415.0	0.0069	ELP2	ENSG00000134759
415.0	0.0069	TCTN2	ENSG00000168778
415.0	0.0069	ASH1L	ENSG00000116539
415.0	0.0069	NR2F1	ENSG00000175745
415.0	0.0069	RAB11B	ENSG00000185236
415.0	0.0069	WDR81	ENSG00000167716
415.0	0.0069	ATM	ENSG00000149311
415.0	0.0069	SFXN4	ENSG00000183605
415.0	0.0069	ACTL6B	ENSG00000077080
415.0	0.0069	YWHAG	ENSG00000170027
415.0	0.0069	FRMD4A	ENSG00000151474
448.0	0.0068	DEGS1	ENSG00000143753
448.0	0.0068	NUS1	ENSG00000153989
448.0	0.0068	DARS2	ENSG00000117593
448.0	0.0068	MED12	ENSG00000184634
448.0	0.0068	TMEM222	ENSG00000186501
448.0	0.0068	DALRD3	ENSG00000178149
448.0	0.0068	AHI1	ENSG00000135541
448.0	0.0068	ARL3	ENSG00000138175
448.0	0.0068	ARMC9	ENSG00000135931
448.0	0.0068	B9D1	ENSG00000108641
448.0	0.0068	B9D2	ENSG00000123810
448.0	0.0068	CBY1	ENSG00000100211
448.0	0.0068	CEP104	ENSG00000116198
448.0	0.0068	CEP120	ENSG00000168944
448.0	0.0068	CEP41	ENSG00000106477
448.0	0.0068	CSPP1	ENSG00000104218
448.0	0.0068	HYLS1	ENSG00000198331
448.0	0.0068	IFT74	ENSG00000096872
448.0	0.0068	INPP5E	ENSG00000148384
448.0	0.0068	KATNIP	ENSG00000047578
448.0	0.0068	KIAA0586	ENSG00000100578
448.0	0.0068	MKS1	ENSG00000011143
448.0	0.0068	NPHP1	ENSG00000144061
448.0	0.0068	PIBF1	ENSG00000083535
448.0	0.0068	RPGRIP1L	ENSG00000103494
448.0	0.0068	SUFU	ENSG00000107882
448.0	0.0068	TCTN1	ENSG00000204852
448.0	0.0068	TMEM218	ENSG00000150433
448.0	0.0068	TMEM237	ENSG00000155755
448.0	0.0068	TMEM67	ENSG00000164953
448.0	0.0068	TOGARAM1	ENSG00000198718
448.0	0.0068	TAF1	ENSG00000147133
448.0	0.0068	UBAP2L	ENSG00000143569
457.0	0.0067	HSD17B10	ENSG00000072506
457.0	0.0067	WDR4	ENSG00000160193
457.0	0.0067	KCTD7	ENSG00000243335
457.0	0.0067	PPFIBP1	ENSG00000110841
457.0	0.0067	EARS2	ENSG00000103356
457.0	0.0067	COQ8A	ENSG00000163050
457.0	0.0067	VARS1	ENSG00000204394
457.0	0.0067	CAMK2B	ENSG00000058404
457.0	0.0067	TMEM147	ENSG00000105677
472.0	0.0066	MED25	ENSG00000104973
472.0	0.0066	PTCHD1	ENSG00000165186
472.0	0.0066	KARS1	ENSG00000065427
472.0	0.0066	WDR45B	ENSG00000141580
472.0	0.0066	MOGS	ENSG00000115275
472.0	0.0066	CYFIP2	ENSG00000055163
472.0	0.0066	HMGA2	ENSG00000149948
472.0	0.0066	LEMD3	ENSG00000174106
472.0	0.0066	MMAA	ENSG00000151611
472.0	0.0066	ZSWIM6	ENSG00000130449
472.0	0.0066	CACNA1E	ENSG00000198216
472.0	0.0066	GFER	ENSG00000127554
472.0	0.0066	INTS8	ENSG00000164941
472.0	0.0066	RALGAPA1	ENSG00000174373
472.0	0.0066	TRRAP	ENSG00000196367
483.0	0.0065	CRAT	ENSG00000095321
483.0	0.0065	ITCH	ENSG00000078747
483.0	0.0065	STRADA	ENSG00000266173
483.0	0.0065	SLC1A2	ENSG00000110436
483.0	0.0065	INTS1	ENSG00000164880
483.0	0.0065	UGP2	ENSG00000169764
483.0	0.0065	SLC1A4	ENSG00000115902
483.0	0.0065	DNM1	ENSG00000106976
483.0	0.0065	H4C11	ENSG00000197238
483.0	0.0065	NTRK2	ENSG00000148053
483.0	0.0065	PPIL1	ENSG00000137168
494.0	0.0064	CACNA1A	ENSG00000141837
494.0	0.0064	GPAA1	ENSG00000197858
494.0	0.0064	CLCN3	ENSG00000109572
494.0	0.0064	EIF3F	ENSG00000175390
494.0	0.0064	UBE3C	ENSG00000009335
494.0	0.0064	ZBTB18	ENSG00000179456
494.0	0.0064	RAB18	ENSG00000099246
494.0	0.0064	SPR	ENSG00000116096
494.0	0.0064	TUBB4A	ENSG00000104833
494.0	0.0064	TFE3	ENSG00000068323
494.0	0.0064	MBOAT7	ENSG00000125505
501.0	0.0063	ITPR1	ENSG00000150995
501.0	0.0063	KAT6A	ENSG00000083168
501.0	0.0063	CLIC2	ENSG00000155962
501.0	0.0063	HIKESHI	ENSG00000149196
501.0	0.0063	SLC6A17	ENSG00000197106
501.0	0.0063	NFASC	ENSG00000163531
501.0	0.0063	CLPB	ENSG00000162129
512.0	0.0062	SLC25A46	ENSG00000164209
512.0	0.0062	SLC33A1	ENSG00000169359
512.0	0.0062	MDH2	ENSG00000146701
512.0	0.0062	HID1	ENSG00000167861
512.0	0.0062	AHCY	ENSG00000101444
512.0	0.0062	VLDLR	ENSG00000147852
512.0	0.0062	HECW2	ENSG00000138411
512.0	0.0062	ERCC8	ENSG00000049167
512.0	0.0062	SUPT16H	ENSG00000092201
512.0	0.0062	RALA	ENSG00000006451
512.0	0.0062	HDAC4	ENSG00000068024
521.0	0.0061	MCOLN1	ENSG00000090674
521.0	0.0061	GALT	ENSG00000213930
521.0	0.0061	EXOSC3	ENSG00000107371
521.0	0.0061	NAXE	ENSG00000163382
521.0	0.0061	ASPA	ENSG00000108381
521.0	0.0061	POU4F1	ENSG00000152192
521.0	0.0061	TMEM106B	ENSG00000106460
521.0	0.0061	ABCB7	ENSG00000131269
521.0	0.0061	TREX1	ENSG00000213689
547.0	0.006	FARS2	ENSG00000145982
547.0	0.006	SETBP1	ENSG00000152217
547.0	0.006	AARS1	ENSG00000090861
547.0	0.006	ARV1	ENSG00000173409
547.0	0.006	ATP1A3	ENSG00000105409
547.0	0.006	CDK19	ENSG00000155111
547.0	0.006	CELF2	ENSG00000048740
547.0	0.006	CNKSR2	ENSG00000149970
547.0	0.006	FBXO28	ENSG00000143756
547.0	0.006	FGF13	ENSG00000129682
547.0	0.006	FZR1	ENSG00000105325
547.0	0.006	GABRA2	ENSG00000151834
547.0	0.006	GABRA5	ENSG00000186297
547.0	0.006	KCNB1	ENSG00000158445
547.0	0.006	NECAP1	ENSG00000089818
547.0	0.006	PACS2	ENSG00000179364
547.0	0.006	SCN8A	ENSG00000196876
547.0	0.006	SYNJ1	ENSG00000159082
547.0	0.006	TRAK1	ENSG00000182606
547.0	0.006	WWOX	ENSG00000186153
547.0	0.006	DDOST	ENSG00000244038
547.0	0.006	POLR3B	ENSG00000013503
547.0	0.006	PAX7	ENSG00000009709
547.0	0.006	ITPA	ENSG00000125877
547.0	0.006	MICU1	ENSG00000107745
547.0	0.006	GNAI1	ENSG00000127955
558.0	0.0059	APC2	ENSG00000115266
558.0	0.0059	SETD2	ENSG00000181555
558.0	0.0059	GCDH	ENSG00000105607
558.0	0.0059	PSMC1	ENSG00000100764
558.0	0.0059	PTS	ENSG00000150787
558.0	0.0059	GCH1	ENSG00000131979
558.0	0.0059	VPS33A	ENSG00000139719
558.0	0.0059	VAPB	ENSG00000124164
558.0	0.0059	BSCL2	ENSG00000168000
558.0	0.0059	COQ5	ENSG00000110871
558.0	0.0059	PGK1	ENSG00000102144
578.0	0.0058	MINPP1	ENSG00000107789
578.0	0.0058	ERLIN2	ENSG00000147475
578.0	0.0058	WAC	ENSG00000095787
578.0	0.0058	PLP1	ENSG00000123560
578.0	0.0058	MYO5A	ENSG00000197535
578.0	0.0058	PGAP1	ENSG00000197121
578.0	0.0058	MMACHC	ENSG00000132763
578.0	0.0058	PRDX1	ENSG00000117450
578.0	0.0058	HIBCH	ENSG00000198130
578.0	0.0058	PNPT1	ENSG00000138035
578.0	0.0058	RARS2	ENSG00000146282
578.0	0.0058	SLC20A2	ENSG00000168575
578.0	0.0058	COQ2	ENSG00000173085
578.0	0.0058	TUBB2A	ENSG00000137267
578.0	0.0058	PCGF2	ENSG00000056661
578.0	0.0058	GNS	ENSG00000135677
578.0	0.0058	GTPBP2	ENSG00000172432
578.0	0.0058	POLRMT	ENSG00000099821
578.0	0.0058	ARFGEF1	ENSG00000066777
578.0	0.0058	PHIP	ENSG00000146247
590.0	0.0057	EBP	ENSG00000147155
590.0	0.0057	HNRNPC	ENSG00000092199
590.0	0.0057	FRA10AC1	ENSG00000148690
590.0	0.0057	SRCAP	ENSG00000080603
590.0	0.0057	AIMP1	ENSG00000164022
590.0	0.0057	KNSTRN	ENSG00000128944
590.0	0.0057	PIK3CD	ENSG00000171608
590.0	0.0057	SOD1	ENSG00000142168
590.0	0.0057	CPE	ENSG00000109472
590.0	0.0057	FGFR3	ENSG00000068078
