rank	score	gene_symbol	gene_identifier
268.0	0.0037	DNAH5	ENSG00000039139
268.0	0.0037	GJA1	ENSG00000152661
268.0	0.0037	GJB3	ENSG00000188910
268.0	0.0037	GJB4	ENSG00000189433
268.0	0.0037	KDSR	ENSG00000119537
268.0	0.0037	PKD1	ENSG00000008710
281.0	0.0036	NXN	ENSG00000167693
281.0	0.0036	INTU	ENSG00000164066
281.0	0.0036	TALDO1	ENSG00000177156
281.0	0.0036	WDR35	ENSG00000118965
281.0	0.0036	FGF19	ENSG00000162344
281.0	0.0036	PDS5B	ENSG00000083642
281.0	0.0036	SHOC2	ENSG00000108061
281.0	0.0036	CACNA1D	ENSG00000157388
281.0	0.0036	SNIP1	ENSG00000163877
281.0	0.0036	SRSF10	ENSG00000188529
281.0	0.0036	PRICKLE1	ENSG00000139174
281.0	0.0036	FBN1	ENSG00000166147
281.0	0.0036	LTBP2	ENSG00000119681
300.0	0.0035	RFX7	ENSG00000181827
300.0	0.0035	PRIM1	ENSG00000198056
300.0	0.0035	MED12	ENSG00000184634
300.0	0.0035	UPF3B	ENSG00000125351
300.0	0.0035	ZDHHC9	ENSG00000188706
300.0	0.0035	CHD3	ENSG00000170004
300.0	0.0035	SGO1	ENSG00000129810
300.0	0.0035	ACADVL	ENSG00000072778
300.0	0.0035	RB1	ENSG00000139687
300.0	0.0035	PITX2	ENSG00000164093
300.0	0.0035	KPTN	ENSG00000118162
300.0	0.0035	TGFB3	ENSG00000119699
300.0	0.0035	TBX2	ENSG00000121068
300.0	0.0035	TMEM94	ENSG00000177728
300.0	0.0035	DDX6	ENSG00000110367
300.0	0.0035	TMEM70	ENSG00000175606
300.0	0.0035	ATN1	ENSG00000111676
300.0	0.0035	DRC1	ENSG00000157856
300.0	0.0035	ZNF341	ENSG00000131061
314.0	0.0034	PPP1CB	ENSG00000213639
314.0	0.0034	ATP6V1A	ENSG00000114573
314.0	0.0034	ANAPC7	ENSG00000196510
314.0	0.0034	TGFB2	ENSG00000092969
314.0	0.0034	NOS3	ENSG00000164867
314.0	0.0034	NCAPG2	ENSG00000146918
314.0	0.0034	B3GALT6	ENSG00000176022
314.0	0.0034	ZEB2	ENSG00000169554
314.0	0.0034	WT1	ENSG00000184937
314.0	0.0034	PHGDH	ENSG00000092621
314.0	0.0034	SCUBE3	ENSG00000146197
314.0	0.0034	UBE2A	ENSG00000077721
314.0	0.0034	SNRPN	ENSG00000128739
314.0	0.0034	SLC25A24	ENSG00000085491
330.0	0.0033	LMNB1	ENSG00000113368
330.0	0.0033	EPHA3	ENSG00000044524
330.0	0.0033	GMNN	ENSG00000112312
330.0	0.0033	SF3B4	ENSG00000143368
330.0	0.0033	ALDH18A1	ENSG00000059573
330.0	0.0033	FBLN5	ENSG00000140092
330.0	0.0033	IFT122	ENSG00000163913
330.0	0.0033	MAP2K1	ENSG00000169032
330.0	0.0033	STRA6	ENSG00000137868
330.0	0.0033	SON	ENSG00000159140
330.0	0.0033	CFAP53	ENSG00000172361
330.0	0.0033	RSPRY1	ENSG00000159579
330.0	0.0033	HOXA1	ENSG00000105991
330.0	0.0033	EIF4A3	ENSG00000141543
330.0	0.0033	ZIC2	ENSG00000043355
330.0	0.0033	FBXL3	ENSG00000005812
344.0	0.0032	MTX2	ENSG00000128654
344.0	0.0032	FANCI	ENSG00000140525
344.0	0.0032	BMP4	ENSG00000125378
344.0	0.0032	TLL1	ENSG00000038295
344.0	0.0032	DVL3	ENSG00000161202
344.0	0.0032	SRCAP	ENSG00000080603
344.0	0.0032	WDPCP	ENSG00000143951
344.0	0.0032	SH3PXD2A	ENSG00000107957
344.0	0.0032	VPS33A	ENSG00000139719
344.0	0.0032	FIG4	ENSG00000112367
344.0	0.0032	LEFTY1	ENSG00000243709
344.0	0.0032	LEFTY2	ENSG00000143768
344.0	0.0032	SLC35A3	ENSG00000117620
344.0	0.0032	SUCLG1	ENSG00000163541
374.0	0.0031	ACTA2	ENSG00000107796
374.0	0.0031	FOXE3	ENSG00000186790
374.0	0.0031	LOX	ENSG00000113083
374.0	0.0031	MAT2A	ENSG00000168906
374.0	0.0031	MFAP5	ENSG00000197614
374.0	0.0031	MYH11	ENSG00000133392
374.0	0.0031	MYLK	ENSG00000065534
374.0	0.0031	PRKG1	ENSG00000185532
374.0	0.0031	SMAD4	ENSG00000141646
374.0	0.0031	THSD4	ENSG00000187720
374.0	0.0031	SETD5	ENSG00000168137
374.0	0.0031	RTTN	ENSG00000176225
374.0	0.0031	LTBP4	ENSG00000090006
374.0	0.0031	HRAS	ENSG00000174775
374.0	0.0031	AMMECR1	ENSG00000101935
374.0	0.0031	CEP120	ENSG00000168944
374.0	0.0031	CDC42BPB	ENSG00000198752
374.0	0.0031	CPLANE1	ENSG00000197603
374.0	0.0031	SKI	ENSG00000157933
374.0	0.0031	DSG1	ENSG00000134760
374.0	0.0031	PKDCC	ENSG00000162878
374.0	0.0031	OTUD5	ENSG00000068308
374.0	0.0031	NR1D2	ENSG00000174738
374.0	0.0031	NKAP	ENSG00000101882
374.0	0.0031	NDP	ENSG00000124479
374.0	0.0031	HSPA9	ENSG00000113013
374.0	0.0031	ZC4H2	ENSG00000126970
374.0	0.0031	ABCC9	ENSG00000069431
374.0	0.0031	TWIST1	ENSG00000122691
374.0	0.0031	PGAP1	ENSG00000197121
383.0	0.003	KDM5C	ENSG00000126012
383.0	0.003	RPL3L	ENSG00000140986
383.0	0.003	FIBP	ENSG00000172500
383.0	0.003	DDX3X	ENSG00000215301
383.0	0.003	JAG1	ENSG00000101384
383.0	0.003	RPL26	ENSG00000161970
383.0	0.003	DCHS1	ENSG00000166341
383.0	0.003	FAT4	ENSG00000196159
383.0	0.003	TXNL4A	ENSG00000141759
393.0	0.0029	POLR1D	ENSG00000186184
393.0	0.0029	ORC6	ENSG00000091651
393.0	0.0029	SPOP	ENSG00000121067
393.0	0.0029	TBX4	ENSG00000121075
393.0	0.0029	INSR	ENSG00000171105
393.0	0.0029	WDR11	ENSG00000120008
393.0	0.0029	CLXN	ENSG00000034239
393.0	0.0029	TMEM147	ENSG00000105677
393.0	0.0029	SLC29A3	ENSG00000198246
393.0	0.0029	ADA2	ENSG00000093072
406.0	0.0028	PKD2	ENSG00000118762
406.0	0.0028	PDZK1	ENSG00000174827
406.0	0.0028	PDZK1P1	ENSG00000215860
406.0	0.0028	PCSK6	ENSG00000140479
406.0	0.0028	BCOR	ENSG00000183337
406.0	0.0028	TULP4	ENSG00000130338
406.0	0.0028	BUB1B	ENSG00000156970
406.0	0.0028	TSFM	ENSG00000123297
406.0	0.0028	WRN	ENSG00000165392
406.0	0.0028	KCTD1	ENSG00000134504
406.0	0.0028	ERCC4	ENSG00000175595
406.0	0.0028	CRELD1	ENSG00000163703
406.0	0.0028	RPS6KA3	ENSG00000177189
431.0	0.0027	SLC10A7	ENSG00000120519
431.0	0.0027	MAP2K2	ENSG00000126934
431.0	0.0027	MED11	ENSG00000161920
431.0	0.0027	CAPZA2	ENSG00000198898
431.0	0.0027	DAND5	ENSG00000179284
431.0	0.0027	MBD5	ENSG00000204406
431.0	0.0027	SLC5A7	ENSG00000115665
431.0	0.0027	EXT1	ENSG00000182197
431.0	0.0027	RAD21	ENSG00000164754
431.0	0.0027	TRPS1	ENSG00000104447
431.0	0.0027	AARS1	ENSG00000090861
431.0	0.0027	CARS1	ENSG00000110619
431.0	0.0027	ERCC2	ENSG00000104884
431.0	0.0027	ERCC3	ENSG00000163161
431.0	0.0027	GTF2E2	ENSG00000197265
431.0	0.0027	GTF2H5	ENSG00000272047
431.0	0.0027	MPLKIP	ENSG00000168303
431.0	0.0027	RNF113A	ENSG00000125352
431.0	0.0027	TARS1	ENSG00000113407
431.0	0.0027	MRAS	ENSG00000158186
431.0	0.0027	RAB23	ENSG00000112210
431.0	0.0027	YY1AP1	ENSG00000163374
431.0	0.0027	NR2F1	ENSG00000175745
431.0	0.0027	HIVEP2	ENSG00000010818
431.0	0.0027	SPRED1	ENSG00000166068
446.0	0.0026	TBCK	ENSG00000145348
446.0	0.0026	OSR1	ENSG00000143867
446.0	0.0026	COL2A1	ENSG00000139219
446.0	0.0026	NADSYN1	ENSG00000172890
446.0	0.0026	B3GLCT	ENSG00000187676
446.0	0.0026	CPLANE2	ENSG00000132881
446.0	0.0026	TRIM45	ENSG00000134253
446.0	0.0026	DYNC2H1	ENSG00000187240
446.0	0.0026	SEMA3D	ENSG00000153993
446.0	0.0026	CHTOP	ENSG00000160679
446.0	0.0026	GAD1	ENSG00000128683
446.0	0.0026	NIPA1	ENSG00000170113
446.0	0.0026	NIPA2	ENSG00000140157
446.0	0.0026	TUBG1	ENSG00000131462
446.0	0.0026	RPGRIP1L	ENSG00000103494
467.0	0.0025	MEIS2	ENSG00000134138
467.0	0.0025	SMARCA4	ENSG00000127616
467.0	0.0025	CIC	ENSG00000079432
467.0	0.0025	ADNP	ENSG00000101126
467.0	0.0025	PAX1	ENSG00000125813
467.0	0.0025	CYFIP2	ENSG00000055163
467.0	0.0025	NKX2-6	ENSG00000180053
467.0	0.0025	TBX1	ENSG00000184058
467.0	0.0025	BMP2	ENSG00000125845
467.0	0.0025	CRIPT	ENSG00000119878
467.0	0.0025	STK4	ENSG00000101109
467.0	0.0025	THSD1	ENSG00000136114
467.0	0.0025	AGRN	ENSG00000188157
467.0	0.0025	CHAT	ENSG00000070748
467.0	0.0025	COL13A1	ENSG00000197467
467.0	0.0025	MYO9A	ENSG00000066933
467.0	0.0025	SLC18A3	ENSG00000187714
467.0	0.0025	SLC25A1	ENSG00000100075
467.0	0.0025	SNAP25	ENSG00000132639
467.0	0.0025	SYT2	ENSG00000143858
467.0	0.0025	VAMP1	ENSG00000139190
481.0	0.0024	RIPK4	ENSG00000183421
481.0	0.0024	COL11A1	ENSG00000060718
481.0	0.0024	FGFR1	ENSG00000077782
481.0	0.0024	PLCE1	ENSG00000138193
481.0	0.0024	JARID2	ENSG00000008083
481.0	0.0024	STAT1	ENSG00000115415
481.0	0.0024	TOM1	ENSG00000100284
481.0	0.0024	KCNK9	ENSG00000169427
481.0	0.0024	AP1S2	ENSG00000182287
481.0	0.0024	ARX	ENSG00000004848
481.0	0.0024	COL4A2	ENSG00000134871
481.0	0.0024	SEC24D	ENSG00000150961
481.0	0.0024	PCDHA10	ENSG00000250120
481.0	0.0024	CFC1B	ENSG00000152093
492.0	0.0023	AHDC1	ENSG00000126705
492.0	0.0023	PUS7	ENSG00000091127
492.0	0.0023	CANT1	ENSG00000171302
492.0	0.0023	KDM1A	ENSG00000004487
492.0	0.0023	LIG4	ENSG00000174405
492.0	0.0023	NSUN2	ENSG00000037474
492.0	0.0023	SPRED2	ENSG00000198369
492.0	0.0023	NRAS	ENSG00000213281
492.0	0.0023	DNA2	ENSG00000138346
492.0	0.0023	CREB3L1	ENSG00000157613
492.0	0.0023	FOXH1	ENSG00000160973
502.0	0.0022	G6PC3	ENSG00000141349
502.0	0.0022	ADK	ENSG00000156110
502.0	0.0022	SOS2	ENSG00000100485
502.0	0.0022	SLC1A4	ENSG00000115902
502.0	0.0022	CHST3	ENSG00000122863
502.0	0.0022	MGP	ENSG00000111341
502.0	0.0022	COL3A1	ENSG00000168542
502.0	0.0022	GABRA3	ENSG00000011677
502.0	0.0022	NEK9	ENSG00000119638
502.0	0.0022	CHD7	ENSG00000171316
520.0	0.0021	HACD1	ENSG00000165996
520.0	0.0021	MED23	ENSG00000112282
520.0	0.0021	ASCC1	ENSG00000138303
520.0	0.0021	LTBP1	ENSG00000049323
520.0	0.0021	AUTS2	ENSG00000158321
520.0	0.0021	FKTN	ENSG00000106692
520.0	0.0021	TP53RK	ENSG00000172315
520.0	0.0021	ANKS6	ENSG00000165138
520.0	0.0021	MAPK8IP3	ENSG00000138834
520.0	0.0021	TFAP2B	ENSG00000008196
520.0	0.0021	PYCR2	ENSG00000143811
520.0	0.0021	FBXL4	ENSG00000112234
520.0	0.0021	ETS1	ENSG00000134954
520.0	0.0021	ANKRD11	ENSG00000167522
520.0	0.0021	UBA2	ENSG00000126261
520.0	0.0021	SCARF2	ENSG00000244486
520.0	0.0021	TBX20	ENSG00000164532
520.0	0.0021	CEP57	ENSG00000166037
541.0	0.002	NOTCH2	ENSG00000134250
541.0	0.002	CAMTA1	ENSG00000171735
541.0	0.002	DOCK1	ENSG00000150760
541.0	0.002	EXT2	ENSG00000151348
541.0	0.002	FOXG1	ENSG00000176165
541.0	0.002	ARCN1	ENSG00000095139
541.0	0.002	SH2B1	ENSG00000178188
541.0	0.002	POU3F3	ENSG00000198914
541.0	0.002	CAMSAP3	ENSG00000076826
541.0	0.002	KIF3B	ENSG00000101350
541.0	0.002	PLK4	ENSG00000142731
541.0	0.002	TUBGCP4	ENSG00000137822
541.0	0.002	TUBGCP6	ENSG00000128159
541.0	0.002	CDC42	ENSG00000070831
541.0	0.002	POLR3A	ENSG00000148606
541.0	0.002	BLM	ENSG00000197299
541.0	0.002	TUBA1A	ENSG00000167552
541.0	0.002	COMMD2	ENSG00000114744
541.0	0.002	CLTC	ENSG00000141367
541.0	0.002	ANTXR1	ENSG00000169604
541.0	0.002	GPC3	ENSG00000147257
576.0	0.0019	EFTUD2	ENSG00000108883
576.0	0.0019	EDEM3	ENSG00000116406
576.0	0.0019	FAM20C	ENSG00000177706
576.0	0.0019	ZBTB7A	ENSG00000178951
576.0	0.0019	PYCR1	ENSG00000183010
576.0	0.0019	KCNH1	ENSG00000143473
576.0	0.0019	ZMYM2	ENSG00000121741
576.0	0.0019	METTL5	ENSG00000138382
576.0	0.0019	STAG1	ENSG00000118007
576.0	0.0019	KDM3B	ENSG00000120733
576.0	0.0019	RPL5	ENSG00000122406
576.0	0.0019	SNRPB	ENSG00000125835
576.0	0.0019	HUWE1	ENSG00000086758
576.0	0.0019	AFG2A	ENSG00000145375
576.0	0.0019	CHST11	ENSG00000171310
576.0	0.0019	KNSTRN	ENSG00000128944
576.0	0.0019	PIK3CD	ENSG00000171608
576.0	0.0019	CCDC8	ENSG00000169515
576.0	0.0019	CUL7	ENSG00000044090
576.0	0.0019	OBSL1	ENSG00000124006
576.0	0.0019	B3GALNT2	ENSG00000162885
576.0	0.0019	B4GAT1	ENSG00000174684
576.0	0.0019	COL4A1	ENSG00000187498
576.0	0.0019	CRPPA	ENSG00000214960
576.0	0.0019	DAG1	ENSG00000173402
576.0	0.0019	FKRP	ENSG00000181027
576.0	0.0019	LARGE1	ENSG00000133424
576.0	0.0019	POMGNT1	ENSG00000085998
576.0	0.0019	POMGNT2	ENSG00000144647
576.0	0.0019	POMK	ENSG00000185900
576.0	0.0019	POMT1	ENSG00000130714
576.0	0.0019	POMT2	ENSG00000009830
576.0	0.0019	RXYLT1	ENSG00000118600
576.0	0.0019	WNT4	ENSG00000162552
576.0	0.0019	GPKOW	ENSG00000068394
598.0	0.0018	OCRL	ENSG00000122126
598.0	0.0018	CUX1	ENSG00000257923
598.0	0.0018	CTCF	ENSG00000102974
598.0	0.0018	PKD1L2	ENSG00000166473
598.0	0.0018	PSMD12	ENSG00000197170
598.0	0.0018	CEP55	ENSG00000138180
598.0	0.0018	LRP5	ENSG00000162337
598.0	0.0018	SMPD4	ENSG00000136699
598.0	0.0018	COG6	ENSG00000133103
598.0	0.0018	NEK8	ENSG00000160602
598.0	0.0018	SETD1A	ENSG00000099381
598.0	0.0018	B9D1	ENSG00000108641
598.0	0.0018	DCTN5	ENSG00000166847
