pair_id,label,gene_concept_id,gene_curie,gene_label,disease_concept_id,disease_curie,disease_label,seed_phenotype_count,seed_phenotype_rarity_score,shared_phenotype_count,shared_phenotype_rarity_score,phenotype_jaccard,shared_ratio_to_gene,shared_ratio_to_disease,gene_alias_count,gene_member_count,gene_xref_count,gene_phenotype_count,gene_out_degree,disease_alias_count,disease_member_count,disease_xref_count,disease_phenotype_count,disease_lacks_phenotype_count,disease_in_degree,disease_out_degree,disease_trial_count
b64ef4de339a79a3d3c4db29f97879dc,1,50755,NCBIGene:582,BBS1,57038,ORPHA:110,Bardet-Biedl syndrome,0,0,95,2.9079550533012544,0.4947916666666667,0.4947916666666667,1,1,2,0,192,198,1,1,0,95,0,26,95,0
8e40d237d182a63da38740f48ab374b5,1,50865,NCBIGene:875,CBS,9352,MONDO:0009352,classic homocystinuria,0,0,93,10.386252634636207,0.6992481203007519,0.8230088495575221,0.8230088495575221,1,2,0,113,116,10,1,9,113,0,2,116,0
8e40d237d182a63da38740f48ab374b5,1,50865,NCBIGene:875,CBS,9352,MONDO:0009352,classic homocystinuria,0,0,93,10.386252634636207,0.6992481203007519,0.8230088495575221,0.8230088495575221,1,2,0,113,116,10,1,9,113,0,2,116,0
3fc69d6105bc978c80f36474cc5933f0,1,50560,NCBIGene:16,AARS1,56576,ORPHA:33364,Trichothiodystrophy,0,0,91,4.9680424753368335,0.41363636363636364,0.41363636363636364,1,1,2,0,220,234,1,1,0,91,0,9,91,0
eccdbbaef92c2ab9fc492bca288e5aa1,1,50848,NCBIGene:833,CARS1,56576,ORPHA:33364,Trichothiodystrophy,0,0,91,4.94165354484926,0.6453900709219859,0.6453900709219859,1,1,2,0,141,145,1,1,0,91,0,9,91,0
23379fcc1632a521cb635a33bec97498,1,50715,NCBIGene:473,RERE,14857,MONDO:0014857,"neurodevelopmental disorder with or without anomalies of the brain, eye, or heart",0,0,90,4.127852892055125,0.37344398340248963,0.37344398340248963,1,1,2,0,241,245,5,1,6,90,0,2,91,0
23379fcc1632a521cb635a33bec97498,1,50715,NCBIGene:473,RERE,14857,MONDO:0014857,"neurodevelopmental disorder with or without anomalies of the brain, eye, or heart",0,0,90,4.127852892055125,0.37344398340248963,0.37344398340248963,1,1,2,0,241,245,5,1,6,90,0,2,91,0
5e47e4df03cc66d2e64b6f528cd45f2c,1,51026,NCBIGene:1387,CREBBP,58418,ORPHA:353281,Rubinstein-Taybi syndrome due to 16p13.3 microdeletion,0,0,88,5.039953439352124,0.19172113289760348,0.19172113289760348,1,1,2,0,459,471,1,1,0,88,0,1,88,0
31b7150b0e4e6c318bc1c0dcf1aa12f3,1,50948,NCBIGene:1161,ERCC8,19569,MONDO:0019569,Cockayne syndrome type 1,0,0,86,9.101786444817531,0.3269961977186312,0.3269961977186312,1,1,2,0,263,272,12,1,8,86,0,2,87,0
31b7150b0e4e6c318bc1c0dcf1aa12f3,1,50948,NCBIGene:1161,ERCC8,19569,MONDO:0019569,Cockayne syndrome type 1,0,0,86,9.101786444817531,0.3269961977186312,0.3269961977186312,1,1,2,0,263,272,12,1,8,86,0,2,87,0
905a17dcd4662c11cfe75c8fe5b2bde2,1,50966,NCBIGene:1230,CCR1,57079,ORPHA:117,Behçet disease,0,0,85,4.009701668415451,1,1,1,1,2,0,85,86,1,1,0,85,0,15,85,0
9584614c82bb59c096d1f9f4a9bba09a,1,50681,NCBIGene:355,FAS,57079,ORPHA:117,Behçet disease,0,0,85,4.158238279093222,0.38636363636363635,0.38636363636363635,1,1,2,0,220,226,1,1,0,85,0,15,85,0
b4a0c8bd6a56086378fb5a8505d6d89a,1,50806,NCBIGene:720,C4A,57079,ORPHA:117,Behçet disease,0,0,85,4.1123646329528984,0.6204379562043796,0.6204379562043796,1,1,2,0,137,145,1,1,0,85,0,15,85,0
d1a71b97afb72233fd6e3ca1608790a9,1,50894,NCBIGene:998,CDC42,14757,MONDO:0014757,macrothrombocytopenia-lymphedema-developmental delay-facial dysmorphism-camptodactyly syndrome,0,0,84,4.3331834309809105,0.4421052631578947,0.6131386861313869,0.6131386861313869,1,2,0,137,141,6,1,6,137,0,2,141,0
d1a71b97afb72233fd6e3ca1608790a9,1,50894,NCBIGene:998,CDC42,14757,MONDO:0014757,macrothrombocytopenia-lymphedema-developmental delay-facial dysmorphism-camptodactyly syndrome,0,0,84,4.3331834309809105,0.4421052631578947,0.6131386861313869,0.6131386861313869,1,2,0,137,141,6,1,6,137,0,2,141,0
7929fd03ec979237697639f5d7c54462,1,50954,NCBIGene:1182,CLCN3,26564,MONDO:0859187,neurodevelopmental disorder with hypotonia and brain abnormalities,0,0,83,3.1930325324999975,0.7345132743362832,0.7345132743362832,1,1,2,0,113,118,1,1,3,83,0,2,84,0
7929fd03ec979237697639f5d7c54462,1,50954,NCBIGene:1182,CLCN3,26564,MONDO:0859187,neurodevelopmental disorder with hypotonia and brain abnormalities,0,0,83,3.1930325324999975,0.7345132743362832,0.7345132743362832,1,1,2,0,113,118,1,1,3,83,0,2,84,0
3b7bf9efe64659504004bce9266d28f0,1,50682,NCBIGene:356,FASLG,11158,MONDO:0011158,autoimmune lymphoproliferative syndrome type 1,0,0,81,21.654840026085935,0.675,0.7864077669902912,0.826530612244898,1,2,0,103,112,11,1,6,98,0,4,99,0
3b7bf9efe64659504004bce9266d28f0,1,50682,NCBIGene:356,FASLG,11158,MONDO:0011158,autoimmune lymphoproliferative syndrome type 1,0,0,81,21.654840026085935,0.675,0.7864077669902912,0.826530612244898,1,2,0,103,112,11,1,6,98,0,4,99,0
4f6b578eb53898a93f863ee527a42a01,1,50681,NCBIGene:355,FAS,11158,MONDO:0011158,autoimmune lymphoproliferative syndrome type 1,0,0,81,21.960639241607364,0.34177215189873417,0.36818181818181817,0.826530612244898,1,2,0,220,226,11,1,6,98,0,4,99,0
4f6b578eb53898a93f863ee527a42a01,1,50681,NCBIGene:355,FAS,11158,MONDO:0011158,autoimmune lymphoproliferative syndrome type 1,0,0,81,21.960639241607364,0.34177215189873417,0.36818181818181817,0.826530612244898,1,2,0,220,226,11,1,6,98,0,4,99,0
964356caf7419dc9ef1f2aabecf700e6,1,50664,NCBIGene:291,SLC25A4,58902,ORPHA:254892,Autosomal dominant progressive external ophthalmoplegia,0,0,81,1.3737551984152896,0.5364238410596026,0.5364238410596026,1,1,2,0,151,160,1,1,0,81,0,5,81,0
2d9b5ffff7fdb508c10552f93aa3be13,1,50789,NCBIGene:673,BRAF,57756,ORPHA:1340,Cardiofaciocutaneous syndrome,0,0,79,1.7635482892691678,0.12324492979719189,0.12324492979719189,1,1,2,0,641,681,1,1,0,79,0,4,79,0
d9bc4f5b15c84b56301418ffed7b7a3e,1,50617,NCBIGene:175,AGA,8830,MONDO:0008830,aspartylglucosaminuria,0,0,78,21.129513179068926,0.75,0.8571428571428571,0.8571428571428571,1,2,0,91,95,9,1,14,91,0,3,93,0
d9bc4f5b15c84b56301418ffed7b7a3e,1,50617,NCBIGene:175,AGA,8830,MONDO:0008830,aspartylglucosaminuria,0,0,78,21.129513179068926,0.75,0.8571428571428571,0.8571428571428571,1,2,0,91,95,9,1,14,91,0,3,93,0
d9bc4f5b15c84b56301418ffed7b7a3e,1,50617,NCBIGene:175,AGA,8830,MONDO:0008830,aspartylglucosaminuria,0,0,78,21.129513179068926,0.75,0.8571428571428571,0.8571428571428571,1,2,0,91,95,9,1,14,91,0,3,93,0
05c6fc90ae2b95b483da16347affc666,1,50779,NCBIGene:652,BMP4,58017,ORPHA:828,Stickler syndrome,0,0,77,2.9051464913744685,0.41621621621621624,0.41621621621621624,1,1,2,0,185,197,1,1,0,77,0,1,77,0
3a48479b645dc0c47a12f36b50dc8d4d,1,51010,NCBIGene:1349,COX7B,57337,ORPHA:2556,Microphthalmia with linear skin defects syndrome,0,0,77,2.2219785102782725,0.5347222222222222,0.5347222222222222,1,1,2,0,144,151,1,1,0,77,0,3,77,0
e429aa2e7461069fcf1e9dcb6209a45d,1,50975,NCBIGene:1280,COL2A1,7987,MONDO:0007987,Kniest dysplasia,0,0,77,31.356414302802705,0.10405405405405406,0.10620689655172413,0.8369565217391305,1,2,0,725,785,2,1,13,92,0,2,95,0
e429aa2e7461069fcf1e9dcb6209a45d,1,50975,NCBIGene:1280,COL2A1,7987,MONDO:0007987,Kniest dysplasia,0,0,77,31.356414302802705,0.10405405405405406,0.10620689655172413,0.8369565217391305,1,2,0,725,785,2,1,13,92,0,2,95,0
99313ef681e666fbfa7ce1f595aa6b36,1,50934,NCBIGene:1130,LYST,57017,ORPHA:167,Chédiak-Higashi syndrome,0,0,76,3.393152058139036,0.5547445255474452,0.5547445255474452,1,1,2,0,137,141,1,1,0,76,0,1,76,0
28426aeb040dc7faae0aec0c04a16a0f,1,50714,NCBIGene:472,ATM,8840,MONDO:0008840,ataxia telangiectasia,0,0,75,4.404328908254344,0.4437869822485207,0.47468354430379744,0.872093023255814,1,2,0,158,172,17,1,14,86,0,8,89,5
28426aeb040dc7faae0aec0c04a16a0f,1,50714,NCBIGene:472,ATM,8840,MONDO:0008840,ataxia telangiectasia,0,0,75,4.404328908254344,0.4437869822485207,0.47468354430379744,0.872093023255814,1,2,0,158,172,17,1,14,86,0,8,89,5
3d4bad804551d133e0ffc1f35fb68495,1,50948,NCBIGene:1161,ERCC8,58265,ORPHA:90324,Cockayne syndrome type 3,0,0,74,2.942677777550302,0.2813688212927757,0.2813688212927757,1,1,2,0,263,272,1,1,0,74,0,2,74,0
80447e526921b09fb46d5db311133820,1,50907,NCBIGene:1030,CDKN2B,58498,ORPHA:652,Multiple endocrine neoplasia type 1,0,0,74,6.478624690529811,0.8705882352941177,0.8705882352941177,1,1,2,0,85,87,1,1,0,74,0,3,74,0
ae9178020f3b98d755b9eaeb99992737,1,50631,NCBIGene:207,AKT1,58633,ORPHA:2495,Meningioma,0,0,74,8.016699240904211,0.24262295081967214,0.24262295081967214,1,1,2,0,305,325,1,1,0,74,0,11,74,0
b4367e9913fe9d77c85a2b8584e9441f,1,50904,NCBIGene:1027,CDKN1B,58498,ORPHA:652,Multiple endocrine neoplasia type 1,0,0,74,8.779929005196195,0.592,0.592,1,1,2,0,125,129,1,1,0,74,0,3,74,0
50ba15f0e6bebb05e48ae821698c3537,1,51022,NCBIGene:1376,CPT2,12136,MONDO:0012136,"carnitine palmitoyl transferase II deficiency, neonatal form",0,0,72,10.492852549386466,0.36180904522613067,0.36180904522613067,1,1,2,0,199,213,16,1,7,72,0,2,73,0
50ba15f0e6bebb05e48ae821698c3537,1,51022,NCBIGene:1376,CPT2,12136,MONDO:0012136,"carnitine palmitoyl transferase II deficiency, neonatal form",0,0,72,10.492852549386466,0.36180904522613067,0.36180904522613067,1,1,2,0,199,213,16,1,7,72,0,2,73,0
eb39c6715549e07baa19f9fa0533bc48,1,50595,NCBIGene:103,ADAR,56332,ORPHA:51,Aicardi-Goutières syndrome,0,0,72,3.566727038661219,0.5106382978723404,0.5106382978723404,1,1,2,0,141,150,1,1,0,72,0,9,72,0
695880018bd0d369afc87d1ba17bb21b,1,50740,NCBIGene:538,ATP7A,10651,MONDO:0010651,Menkes disease,0,0,71,4.035594283898281,0.2897959183673469,0.30603448275862066,0.8452380952380952,1,2,0,232,244,17,1,15,84,0,3,87,1
695880018bd0d369afc87d1ba17bb21b,1,50740,NCBIGene:538,ATP7A,10651,MONDO:0010651,Menkes disease,0,0,71,4.035594283898281,0.2897959183673469,0.30603448275862066,0.8452380952380952,1,2,0,232,244,17,1,15,84,0,3,87,1
666047eea9a9fff97a20ff20fa0167d7,1,50994,NCBIGene:1301,COL11A1,7949,MONDO:0007949,Marshall syndrome,0,0,70,14.520941778155715,0.2777777777777778,0.29914529914529914,0.7954545454545454,1,2,0,234,253,4,1,12,88,0,2,92,0
666047eea9a9fff97a20ff20fa0167d7,1,50994,NCBIGene:1301,COL11A1,7949,MONDO:0007949,Marshall syndrome,0,0,70,14.520941778155715,0.2777777777777778,0.29914529914529914,0.7954545454545454,1,2,0,234,253,4,1,12,88,0,2,92,0
86fabf4377c23bdc5f5c0c7ba78e7972,1,50862,NCBIGene:867,CBL,58510,ORPHA:648,Noonan syndrome,0,0,70,1.8179205024687368,0.43209876543209874,0.43209876543209874,1,1,2,0,162,172,1,1,0,70,0,15,70,0
9df6584bca419e6eeb13a1eec584fc36,1,50789,NCBIGene:673,BRAF,58510,ORPHA:648,Noonan syndrome,0,0,70,2.2676764767881457,0.10920436817472699,0.10920436817472699,1,1,2,0,641,681,1,1,0,70,0,15,70,0
ae5f9b9b98a48d4343b57db79715eeba,1,50703,NCBIGene:427,ASAH1,56056,ORPHA:333,Farber disease,0,0,70,3.760800832819397,0.45454545454545453,0.45454545454545453,1,1,2,0,154,160,1,1,0,70,0,1,70,0
bd268f1db3329b8b4069a04a18b522b8,1,50744,NCBIGene:546,ATRX,10663,MONDO:0010663,"intellectual disability-hypotonic facies syndrome, X-linked, 1",0,0,69,3.057186780067535,0.22549019607843138,0.22549019607843138,1,1,2,0,306,317,34,1,14,69,0,2,70,0
bd268f1db3329b8b4069a04a18b522b8,1,50744,NCBIGene:546,ATRX,10663,MONDO:0010663,"intellectual disability-hypotonic facies syndrome, X-linked, 1",0,0,69,3.057186780067535,0.22549019607843138,0.22549019607843138,1,1,2,0,306,317,34,1,14,69,0,2,70,0
5ade2c38120565cfbe6a940db71abb33,1,50945,NCBIGene:1146,CHRNG,9926,MONDO:0009926,autosomal recessive multiple pterygium syndrome,0,0,67,9.918614242679125,0.4240506329113924,0.4267515923566879,0.9852941176470589,1,2,0,157,163,15,1,9,68,0,3,72,0
5ade2c38120565cfbe6a940db71abb33,1,50945,NCBIGene:1146,CHRNG,9926,MONDO:0009926,autosomal recessive multiple pterygium syndrome,0,0,67,9.918614242679125,0.4240506329113924,0.4267515923566879,0.9852941176470589,1,2,0,157,163,15,1,9,68,0,3,72,0
90163eab5b78e8d5edebe86d1e6705bb,1,50920,NCBIGene:1103,CHAT,58226,ORPHA:98914,Presynaptic congenital myasthenic syndromes,0,0,67,2.778934904549934,0.7528089887640449,0.7528089887640449,1,1,2,0,89,93,1,1,0,67,1,10,68,0
ba8dd71c3e1c068f94d3f35a8c39af7e,1,50975,NCBIGene:1280,COL2A1,8471,MONDO:0008471,spondyloepiphyseal dysplasia congenita,0,0,67,13.191267577499863,0.09078590785907859,0.09241379310344827,0.8375,1,2,0,725,785,8,1,13,80,0,2,82,0
ba8dd71c3e1c068f94d3f35a8c39af7e,1,50975,NCBIGene:1280,COL2A1,8471,MONDO:0008471,spondyloepiphyseal dysplasia congenita,0,0,67,13.191267577499863,0.09078590785907859,0.09241379310344827,0.8375,1,2,0,725,785,8,1,13,80,0,2,82,0
eddb26934059428f0e3215ef3f2b0b77,1,50997,NCBIGene:1305,COL13A1,58226,ORPHA:98914,Presynaptic congenital myasthenic syndromes,0,0,67,2.471403686100895,0.5,0.5,1,1,2,0,134,138,1,1,0,67,1,10,68,0
0dee0231f8270e3f54eedd9c9db913d1,1,50984,NCBIGene:1290,COL5A2,56523,ORPHA:287,Classical Ehlers-Danlos syndrome,0,0,66,4.85899164226433,0.7764705882352941,0.7764705882352941,1,1,2,0,85,91,1,1,0,66,0,3,66,0
4e5cd183a08fc53a1dfbd4f672b3e545,1,50973,NCBIGene:1277,COL1A1,56523,ORPHA:287,Classical Ehlers-Danlos syndrome,0,0,66,4.431372435763835,0.2490566037735849,0.2490566037735849,1,1,2,0,265,296,1,1,0,66,0,3,66,0
9b45074cc10f0405ab1b4ae8f083d2dc,1,50999,NCBIGene:1311,COMP,8322,MONDO:0008322,pseudoachondroplasia,0,0,66,20.88799005841011,0.4049079754601227,0.4714285714285714,0.7415730337078652,1,2,0,140,149,8,1,13,89,0,2,91,0
9b45074cc10f0405ab1b4ae8f083d2dc,1,50999,NCBIGene:1311,COMP,8322,MONDO:0008322,pseudoachondroplasia,0,0,66,20.88799005841011,0.4049079754601227,0.4714285714285714,0.7415730337078652,1,2,0,140,149,8,1,13,89,0,2,91,0
9d97114b62975d9422dbe04bcf6fa714,1,50744,NCBIGene:546,ATRX,58063,ORPHA:847,X-linked alpha-thalassemia-intellectual disability syndrome,0,0,66,1.090364274760599,0.21568627450980393,0.21568627450980393,1,1,2,0,306,317,1,1,0,66,0,1,66,0
a91f3189515df9080fd07915f002f4f0,1,50755,NCBIGene:582,BBS1,8854,MONDO:0008854,Bardet-Biedl syndrome 1,0,0,66,2.6201303845017856,0.34375,0.34375,1,1,2,0,192,198,5,1,6,66,0,6,68,0
a91f3189515df9080fd07915f002f4f0,1,50755,NCBIGene:582,BBS1,8854,MONDO:0008854,Bardet-Biedl syndrome 1,0,0,66,2.6201303845017856,0.34375,0.34375,1,1,2,0,192,198,5,1,6,66,0,6,68,0
bf9f7b518a28975daaf9c5a525338ec7,1,50983,NCBIGene:1289,COL5A1,56523,ORPHA:287,Classical Ehlers-Danlos syndrome,0,0,66,4.987380295582421,0.49624060150375937,0.49624060150375937,1,1,2,0,133,141,1,1,0,66,0,3,66,0
99060de4dac6da1d0155ce5b8eab80ce,1,50615,NCBIGene:165,AEBP1,24809,MONDO:0054813,"Ehlers-Danlos syndrome, classic-like, 2",0,0,65,12.843191207647305,0.5078125,0.5078125,1,1,2,0,128,131,3,1,6,65,0,2,67,0
99060de4dac6da1d0155ce5b8eab80ce,1,50615,NCBIGene:165,AEBP1,24809,MONDO:0054813,"Ehlers-Danlos syndrome, classic-like, 2",0,0,65,12.843191207647305,0.5078125,0.5078125,1,1,2,0,128,131,3,1,6,65,0,2,67,0
ce8657c860a3c94852a7fde6c7e73e12,1,50737,NCBIGene:529,ATP6V1E1,22613,MONDO:0027462,autosomal recessive cutis laxa type 2C,0,0,65,2.63612641647187,0.5327868852459017,0.5327868852459017,1,1,2,0,122,125,5,1,5,65,0,2,66,0
ce8657c860a3c94852a7fde6c7e73e12,1,50737,NCBIGene:529,ATP6V1E1,22613,MONDO:0027462,autosomal recessive cutis laxa type 2C,0,0,65,2.63612641647187,0.5327868852459017,0.5327868852459017,1,1,2,0,122,125,5,1,5,65,0,2,66,0
ff57c9bf11affd78da908cdbb8fd2563,1,50705,NCBIGene:435,ASL,8815,MONDO:0008815,argininosuccinic aciduria,0,0,65,17.82877631878976,0.6842105263157895,0.8125,0.8125,1,2,0,80,85,16,1,14,80,0,4,81,2
ff57c9bf11affd78da908cdbb8fd2563,1,50705,NCBIGene:435,ASL,8815,MONDO:0008815,argininosuccinic aciduria,0,0,65,17.82877631878976,0.6842105263157895,0.8125,0.8125,1,2,0,80,85,16,1,14,80,0,4,81,2
327d3663cc11f09316fcf8b3a5088929,1,50744,NCBIGene:546,ATRX,57496,ORPHA:96253,Cushing disease,0,0,64,3.393279917731271,0.20915032679738563,0.20915032679738563,1,1,2,0,306,317,1,1,0,64,0,7,64,0
3a7aabf31e12788b933f6e14b91c615d,1,50621,NCBIGene:182,JAG1,16862,MONDO:0016862,Alagille syndrome due to a JAG1 point mutation,0,0,64,3.7902020877893037,0.5333333333333333,0.5333333333333333,1,1,2,0,120,132,13,1,5,64,0,2,66,0
3a7aabf31e12788b933f6e14b91c615d,1,50621,NCBIGene:182,JAG1,16862,MONDO:0016862,Alagille syndrome due to a JAG1 point mutation,0,0,64,3.7902020877893037,0.5333333333333333,0.5333333333333333,1,1,2,0,120,132,13,1,5,64,0,2,66,0
8989d665fc5c17682824bf03f8615b7d,1,50789,NCBIGene:673,BRAF,57496,ORPHA:96253,Cushing disease,0,0,64,3.42724818258669,0.0998439937597504,0.0998439937597504,1,1,2,0,641,681,1,1,0,64,0,7,64,0
952c2fbdbbc6177b4b8f9a630596a15d,1,50707,NCBIGene:440,ASNS,14258,MONDO:0014258,congenital microcephaly - severe encephalopathy - progressive cerebral atrophy syndrome,0,0,64,3.840303403083444,1,1,1,1,2,0,64,67,5,1,5,64,0,3,66,1
952c2fbdbbc6177b4b8f9a630596a15d,1,50707,NCBIGene:440,ASNS,14258,MONDO:0014258,congenital microcephaly - severe encephalopathy - progressive cerebral atrophy syndrome,0,0,64,3.840303403083444,1,1,1,1,2,0,64,67,5,1,5,64,0,3,66,1
9cc6abb71e54dbbc6ab0efaee9e66991,1,50841,NCBIGene:816,CAMK2B,23010,MONDO:0030920,"intellectual disability, autosomal dominant 54",0,0,64,1.6635184588861687,1,1,1,1,2,0,64,67,6,1,5,64,0,2,65,0
9cc6abb71e54dbbc6ab0efaee9e66991,1,50841,NCBIGene:816,CAMK2B,23010,MONDO:0030920,"intellectual disability, autosomal dominant 54",0,0,64,1.6635184588861687,1,1,1,1,2,0,64,67,6,1,5,64,0,2,65,0
9d983bff5f7bc56c9015156439402960,1,50795,NCBIGene:699,BUB1,58072,ORPHA:1052,Mosaic variegated aneuploidy syndrome,0,0,64,1.117639651364767,0.6808510638297872,0.6808510638297872,1,1,2,0,94,100,1,1,0,64,0,5,64,0
9f080faf83c5a1415e1553454bea4b99,1,50699,NCBIGene:411,ARSB,9661,MONDO:0009661,mucopolysaccharidosis type 6,0,0,64,8.158732075067983,1,1,1,1,2,0,64,68,22,1,17,64,0,8,68,4
9f080faf83c5a1415e1553454bea4b99,1,50699,NCBIGene:411,ARSB,9661,MONDO:0009661,mucopolysaccharidosis type 6,0,0,64,8.158732075067983,1,1,1,1,2,0,64,68,22,1,17,64,0,8,68,4
b9d762e2942b567b26d766144eff7602,1,50945,NCBIGene:1146,CHRNG,59207,ORPHA:2990,Autosomal recessive multiple pterygium syndrome,0,0,64,2.3007405662621103,0.40764331210191085,0.40764331210191085,1,1,2,0,157,163,1,1,0,64,0,2,64,0
dcb944d234d17edd2f74008f1a229565,1,51026,NCBIGene:1387,CREBBP,20763,MONDO:0020763,Menke-Hennekam syndrome 1,0,0,64,4.009300551623102,0.1394335511982571,0.1394335511982571,1,1,2,0,459,471,3,1,4,64,0,2,65,0
dcb944d234d17edd2f74008f1a229565,1,51026,NCBIGene:1387,CREBBP,20763,MONDO:0020763,Menke-Hennekam syndrome 1,0,0,64,4.009300551623102,0.1394335511982571,0.1394335511982571,1,1,2,0,459,471,3,1,4,64,0,2,65,0
