symbol	hgncId	ncbiGeneId	ensemblGeneId
SCOC	HGNC:20335	60592	ENSG00000153130
SCP2D1	HGNC:16211	140856	ENSG00000132631
SCPEP1	HGNC:29507	59342	ENSG00000121064
SCPPPQ1	HGNC:56851	105377321	
SCRG1	HGNC:17036	11341	ENSG00000164106
SCRIB	HGNC:30377	23513	ENSG00000180900
SCRN1	HGNC:22192	9805	ENSG00000136193
SCRN2	HGNC:30381	90507	ENSG00000141295
SCRN3	HGNC:30382	79634	ENSG00000144306
SCRT1	HGNC:15950	83482	ENSG00000261678
SCRT2	HGNC:15952	85508	ENSG00000215397
SCT	HGNC:10607	6343	ENSG00000070031
SCTR	HGNC:10608	6344	ENSG00000080293
SCUBE1	HGNC:13441	80274	ENSG00000159307
SCUBE2	HGNC:30425	57758	ENSG00000175356
SCX	HGNC:32322	642658	ENSG00000260428
SCYGR1	HGNC:34218	112441428	ENSG00000284629
SCYGR2	HGNC:34220	112441435	ENSG00000284643
SCYGR3	HGNC:34222	112441429	ENSG00000284704
SCYGR4	HGNC:34223	112441430	ENSG00000284631
SCYGR5	HGNC:34224	112441437	ENSG00000284667
SCYGR6	HGNC:34225	112441431	ENSG00000284725
SCYGR7	HGNC:34226	112441438	ENSG00000284718
SCYGR8	HGNC:34227	112441432	ENSG00000284635
SCYGR10	HGNC:34221	112441436	ENSG00000284622
SCYL3	HGNC:19285	57147	ENSG00000000457
SDAD1	HGNC:25537	55153	ENSG00000198301
SDC1	HGNC:10658	6382	ENSG00000115884
SDC2	HGNC:10659	6383	ENSG00000169439
SDC4	HGNC:10661	6385	ENSG00000124145
SDCBP	HGNC:10662	6386	ENSG00000137575
SDCBP2	HGNC:15756	27111	ENSG00000125775
SDE2	HGNC:26643	163859	ENSG00000143751
SDF2	HGNC:10675	6388	ENSG00000132581
SDF2L1	HGNC:10676	23753	ENSG00000128228
SDF4	HGNC:24188	51150	ENSG00000078808
SDHAF3	HGNC:21752	57001	ENSG00000196636
SDHAF4	HGNC:20957	135154	ENSG00000154079
SDIM1	HGNC:38749	100505705	
SDK1	HGNC:19307	221935	ENSG00000146555
SDK2	HGNC:19308	54549	ENSG00000069188
SDR16C5	HGNC:30311	195814	ENSG00000170786
SDR39U1	HGNC:20275	56948	ENSG00000100445
SDR42E1	HGNC:29834	93517	ENSG00000184860
SDR42E2	HGNC:35414	100288072	ENSG00000183921
SDS	HGNC:10691	10993	ENSG00000135094
SDSL	HGNC:30404	113675	ENSG00000139410
SEBOX	HGNC:32942	645832	ENSG00000274529
SEC11A	HGNC:17718	23478	ENSG00000140612
SEC11C	HGNC:23400	90701	ENSG00000166562
SEC13	HGNC:10697	6396	ENSG00000157020
SEC14L1	HGNC:10698	6397	ENSG00000129657
SEC14L2	HGNC:10699	23541	ENSG00000100003
SEC14L3	HGNC:18655	266629	ENSG00000100012
SEC14L4	HGNC:20627	284904	ENSG00000133488
SEC14L5	HGNC:29032	9717	ENSG00000103184
SEC14L6	HGNC:40047	730005	ENSG00000214491
SEC16A	HGNC:29006	9919	ENSG00000148396
SEC16B	HGNC:30301	89866	ENSG00000120341
SEC22A	HGNC:20260	26984	ENSG00000121542
SEC22B	HGNC:10700	9554	ENSG00000265808
SEC22C	HGNC:16828	9117	ENSG00000093183
SEC23IP	HGNC:17018	11196	ENSG00000107651
SEC24A	HGNC:10703	10802	ENSG00000113615
SEC24B	HGNC:10704	10427	ENSG00000138802
SEC31B	HGNC:23197	25956	ENSG00000075826
SEC61A2	HGNC:17702	55176	ENSG00000065665
SEC61G	HGNC:18277	23480	ENSG00000132432
SEC62	HGNC:11846	7095	ENSG00000008952
SECISBP2L	HGNC:28997	9728	ENSG00000138593
SECTM1	HGNC:10707	6398	ENSG00000141574
SEH1L	HGNC:30379	81929	ENSG00000085415
SEL1L2	HGNC:15897	80343	ENSG00000101251
SEL1L3	HGNC:29108	23231	ENSG00000091490
SELE	HGNC:10718	6401	ENSG00000007908
SELENOF	HGNC:17705	9403	ENSG00000183291
SELENOH	HGNC:18251	280636	ENSG00000211450
SELENOK	HGNC:30394	58515	ENSG00000113811
SELENOM	HGNC:30397	140606	ENSG00000198832
SELENOO	HGNC:30395	83642	ENSG00000073169
SELENOP	HGNC:10751	6414	ENSG00000250722
SELENOS	HGNC:30396	55829	ENSG00000131871
SELENOT	HGNC:18136	51714	ENSG00000198843
SELENOV	HGNC:30399	348303	ENSG00000186838
SELENOW	HGNC:10752	6415	ENSG00000178980
SELL	HGNC:10720	6402	ENSG00000188404
SELP	HGNC:10721	6403	ENSG00000174175
SELPLG	HGNC:10722	6404	ENSG00000110876
SEMA3B	HGNC:10724	7869	ENSG00000012171
SEMA3F	HGNC:10728	6405	ENSG00000001617
SEMA3G	HGNC:30400	56920	ENSG00000010319
SEMA4B	HGNC:10730	10509	ENSG00000185033
SEMA4C	HGNC:10731	54910	ENSG00000168758
SEMA4F	HGNC:10734	10505	ENSG00000135622
SEMA4G	HGNC:10735	57715	ENSG00000095539
SEMA5B	HGNC:10737	54437	ENSG00000082684
SEMA6A	HGNC:10738	57556	ENSG00000092421
SEMA6C	HGNC:10740	10500	ENSG00000143434
SEMA6D	HGNC:16770	80031	ENSG00000137872
SEMG1	HGNC:10742	6406	ENSG00000124233
SEMG2	HGNC:10743	6407	ENSG00000124157
SENP1	HGNC:17927	29843	ENSG00000079387
SENP2	HGNC:23116	59343	ENSG00000163904
SENP3	HGNC:17862	26168	ENSG00000161956
SENP5	HGNC:28407	205564	ENSG00000119231
SENP6	HGNC:20944	26054	ENSG00000112701
SENP7	HGNC:30402	57337	ENSG00000138468
SENP8	HGNC:22992	123228	ENSG00000166192
SEPHS2	HGNC:19686	22928	ENSG00000179918
SEPTIN1	HGNC:2879	1731	ENSG00000180096
SEPTIN2	HGNC:7729	4735	ENSG00000168385
SEPTIN3	HGNC:10750	55964	ENSG00000100167
SEPTIN5	HGNC:9164	5413	ENSG00000184702
SEPTIN6	HGNC:15848	23157	ENSG00000125354
SEPTIN7	HGNC:1717	989	ENSG00000122545
SEPTIN8	HGNC:16511	23176	ENSG00000164402
SEPTIN10	HGNC:14349	151011	ENSG00000186522
SEPTIN11	HGNC:25589	55752	ENSG00000138758
SERBP1	HGNC:17860	26135	ENSG00000142864
SERF1A	HGNC:10755	8293	ENSG00000172058
SERF1B	HGNC:10756	728492	ENSG00000205572
SERF2	HGNC:10757	10169	ENSG00000140264
SERGEF	HGNC:17499	26297	ENSG00000129158
SERHL2	HGNC:29446	253190	ENSG00000183569
SERINC1	HGNC:13464	57515	ENSG00000111897
SERINC2	HGNC:23231	347735	ENSG00000168528
SERINC3	HGNC:11699	10955	ENSG00000132824
SERINC4	HGNC:32237	619189	ENSG00000184716
SERINC5	HGNC:18825	256987	ENSG00000164300
SERP1	HGNC:10759	27230	ENSG00000120742
SERP2	HGNC:20607	387923	ENSG00000151778
SERPINA2	HGNC:8985	390502	ENSG00000258597
SERPINA3	HGNC:16	12	ENSG00000196136
SERPINA4	HGNC:8948	5267	ENSG00000100665
SERPINA5	HGNC:8723	5104	ENSG00000188488
SERPINA9	HGNC:15995	327657	ENSG00000170054
SERPINA11	HGNC:19193	256394	ENSG00000186910
SERPINA12	HGNC:18359	145264	ENSG00000165953
SERPINB1	HGNC:3311	1992	ENSG00000021355
SERPINB2	HGNC:8584	5055	ENSG00000197632
SERPINB3	HGNC:10569	6317	ENSG00000057149
SERPINB4	HGNC:10570	6318	ENSG00000206073
SERPINB5	HGNC:8949	5268	ENSG00000206075
SERPINB9	HGNC:8955	5272	ENSG00000170542
SERPINB10	HGNC:8942	5273	ENSG00000242550
SERPINB11	HGNC:14221	89778	ENSG00000206072
SERPINB12	HGNC:14220	89777	ENSG00000166634
SERPINB13	HGNC:8944	5275	ENSG00000197641
SERPINE2	HGNC:8951	5270	ENSG00000135919
SERPINE3	HGNC:24774	647174	ENSG00000253309
SERPINI2	HGNC:8945	5276	ENSG00000114204
SERTAD1	HGNC:17932	29950	ENSG00000197019
SERTAD2	HGNC:30784	9792	ENSG00000179833
SERTAD3	HGNC:17931	29946	ENSG00000167565
SERTAD4	HGNC:25236	56256	ENSG00000082497
SERTM1	HGNC:33792	400120	ENSG00000180440
SERTM2	HGNC:48576	401613	ENSG00000260802
SESN1	HGNC:21595	27244	ENSG00000080546
SESN2	HGNC:20746	83667	ENSG00000130766
SESN3	HGNC:23060	143686	ENSG00000149212
SESTD1	HGNC:18379	91404	ENSG00000187231
SETD3	HGNC:20493	84193	ENSG00000183576
SETD4	HGNC:1258	54093	ENSG00000185917
SETD6	HGNC:26116	79918	ENSG00000103037
SETD7	HGNC:30412	80854	ENSG00000145391
SETD9	HGNC:28508	133383	ENSG00000155542
SETDB1	HGNC:10761	9869	ENSG00000143379
SETDB2	HGNC:20263	83852	ENSG00000136169
SETMAR	HGNC:10762	6419	ENSG00000170364
SETSIP	HGNC:42937	646817	ENSG00000230667
SEZ6	HGNC:15955	124925	ENSG00000063015
SEZ6L	HGNC:10763	23544	ENSG00000100095
SEZ6L2	HGNC:30844	26470	ENSG00000174938
SF1	HGNC:12950	7536	ENSG00000168066
SF3A1	HGNC:10765	10291	ENSG00000099995
SF3A2	HGNC:10766	8175	ENSG00000104897
SF3A3	HGNC:10767	10946	ENSG00000183431
SF3B3	HGNC:10770	23450	ENSG00000189091
SF3B5	HGNC:21083	83443	ENSG00000169976
SF3B6	HGNC:30096	51639	ENSG00000115128
SFI1	HGNC:29064	9814	ENSG00000198089
SFMBT1	HGNC:20255	51460	ENSG00000163935
SFMBT2	HGNC:20256	57713	ENSG00000198879
SFN	HGNC:10773	2810	ENSG00000175793
SFR1	HGNC:29574	119392	ENSG00000156384
SFRP1	HGNC:10776	6422	ENSG00000104332
SFRP2	HGNC:10777	6423	ENSG00000145423
SFRP5	HGNC:10779	6425	ENSG00000120057
SFSWAP	HGNC:10790	6433	ENSG00000061936
SFT2D1	HGNC:21102	113402	ENSG00000198818
SFT2D2	HGNC:25140	375035	ENSG00000213064
SFT2D3	HGNC:28767	84826	ENSG00000173349
SFTA2	HGNC:18386	389376	ENSG00000196260
SFTPD	HGNC:10803	6441	ENSG00000133661
SFXN1	HGNC:16085	94081	ENSG00000164466
SFXN2	HGNC:16086	118980	ENSG00000156398
SFXN3	HGNC:16087	81855	ENSG00000107819
SFXN5	HGNC:16073	94097	ENSG00000144040
SGCZ	HGNC:14075	137868	ENSG00000185053
SGF29	HGNC:25156	112869	ENSG00000176476
SGIP1	HGNC:25412	84251	ENSG00000118473
SGK1	HGNC:10810	6446	ENSG00000118515
SGK2	HGNC:13900	10110	ENSG00000101049
SGK3	HGNC:10812	23678	ENSG00000104205
SGMS1	HGNC:29799	259230	ENSG00000198964
SGO2	HGNC:30812	151246	ENSG00000163535
SGPP1	HGNC:17720	81537	ENSG00000126821
SGPP2	HGNC:19953	130367	ENSG00000163082
SGSM1	HGNC:29410	129049	ENSG00000167037
SGSM2	HGNC:29026	9905	ENSG00000141258
SGTA	HGNC:10819	6449	ENSG00000104969
SGTB	HGNC:23567	54557	ENSG00000197860
SH2B2	HGNC:17381	10603	ENSG00000160999
SH2D1B	HGNC:30416	117157	ENSG00000198574
SH2D2A	HGNC:10821	9047	ENSG00000027869
SH2D3A	HGNC:16885	10045	ENSG00000125731
SH2D3C	HGNC:16884	10044	ENSG00000095370
SH2D4A	HGNC:26102	63898	ENSG00000104611
SH2D4B	HGNC:31440	387694	ENSG00000178217
SH2D5	HGNC:28819	400745	ENSG00000189410
SH2D6	HGNC:30439	284948	ENSG00000152292
SH2D7	HGNC:34549	646892	ENSG00000183476
SH3BGR	HGNC:10822	6450	ENSG00000185437
SH3BGRL	HGNC:10823	6451	ENSG00000131171
SH3BGRL2	HGNC:15567	83699	ENSG00000198478
SH3BGRL3	HGNC:15568	83442	ENSG00000142669
SH3BP1	HGNC:10824	23616	ENSG00000100092
SH3BP4	HGNC:10826	23677	ENSG00000130147
SH3BP5	HGNC:10827	9467	ENSG00000131370
SH3BP5L	HGNC:29360	80851	ENSG00000175137
SH3D19	HGNC:30418	152503	ENSG00000109686
SH3D21	HGNC:26236	79729	ENSG00000214193
SH3GL2	HGNC:10831	6456	ENSG00000107295
SH3GL3	HGNC:10832	6457	ENSG00000140600
SH3GLB1	HGNC:10833	51100	ENSG00000097033
SH3GLB2	HGNC:10834	56904	ENSG00000148341
SH3RF1	HGNC:17650	57630	ENSG00000154447
SH3RF2	HGNC:26299	153769	ENSG00000156463
SH3RF3	HGNC:24699	344558	ENSG00000172985
SH3TC1	HGNC:26009	54436	ENSG00000125089
SH3YL1	HGNC:29546	26751	ENSG00000035115
SHB	HGNC:10838	6461	ENSG00000107338
SHBG	HGNC:10839	6462	ENSG00000129214
SHC1	HGNC:10840	6464	ENSG00000160691
SHC2	HGNC:29869	25759	ENSG00000129946
SHC3	HGNC:18181	53358	ENSG00000148082
SHC4	HGNC:16743	399694	ENSG00000185634
SHCBP1	HGNC:29547	79801	ENSG00000171241
SHCBP1L	HGNC:16788	81626	ENSG00000157060
SHD	HGNC:30633	56961	ENSG00000105251
SHE	HGNC:27004	126669	ENSG00000169291
SHF	HGNC:25116	90525	ENSG00000138606
SHFL	HGNC:25649	55337	ENSG00000130813
SHISA2	HGNC:20366	387914	ENSG00000180730
SHISA3	HGNC:25159	152573	ENSG00000178343
SHISA4	HGNC:27139	149345	ENSG00000198892
SHISA5	HGNC:30376	51246	ENSG00000164054
SHISA6	HGNC:34491	388336	ENSG00000188803
SHISA7	HGNC:35409	729956	ENSG00000187902
SHISA8	HGNC:18351	440829	ENSG00000234965
SHISA9	HGNC:37231	729993	ENSG00000237515
SHISAL1	HGNC:29335	85352	ENSG00000138944
SHISAL2A	HGNC:28757	348378	ENSG00000182183
SHISAL2B	HGNC:34236	100132916	ENSG00000145642
SHKBP1	HGNC:19214	92799	ENSG00000160410
SHLD1	HGNC:26318	149840	ENSG00000171984
SHLD2	HGNC:28773	54537	ENSG00000122376
SHLD3	HGNC:53826	112441434	ENSG00000253251
SHMT1	HGNC:10850	6470	ENSG00000176974
SHOX2	HGNC:10854	6474	ENSG00000168779
SHPRH	HGNC:19336	257218	ENSG00000146414
SHROOM1	HGNC:24084	134549	ENSG00000164403
SHROOM2	HGNC:630	357	ENSG00000146950
SHROOM3	HGNC:30422	57619	ENSG00000138771
SHTN1	HGNC:29319	57698	ENSG00000187164
SIAH2	HGNC:10858	6478	ENSG00000181788
SIAH3	HGNC:30553	283514	ENSG00000215475
SIDT1	HGNC:25967	54847	ENSG00000072858
SIDT2	HGNC:24272	51092	ENSG00000149577
SIGIRR	HGNC:30575	59307	ENSG00000185187
SIGLEC1	HGNC:11127	6614	ENSG00000088827
SIGLEC5	HGNC:10874	8778	ENSG00000105501
SIGLEC6	HGNC:10875	946	ENSG00000105492
SIGLEC7	HGNC:10876	27036	ENSG00000168995
SIGLEC8	HGNC:10877	27181	ENSG00000105366
SIGLEC9	HGNC:10878	27180	ENSG00000129450
SIGLEC10	HGNC:15620	89790	ENSG00000142512
SIGLEC11	HGNC:15622	114132	ENSG00000161640
SIGLEC12	HGNC:15482	89858	ENSG00000254521
SIGLEC14	HGNC:32926	100049587	ENSG00000254415
SIGLEC15	HGNC:27596	284266	ENSG00000197046
SIGLEC16	HGNC:24851	400709	ENSG00000161643
SIGLECL1	HGNC:26856	284369	ENSG00000179213
SIK2	HGNC:21680	23235	ENSG00000170145
SIKE1	HGNC:26119	80143	ENSG00000052723
SIM2	HGNC:10883	6493	ENSG00000159263
SIMC1	HGNC:24779	375484	ENSG00000170085
SINHCAF	HGNC:30702	58516	ENSG00000139146
SIPA1	HGNC:10885	6494	ENSG00000213445
SIPA1L1	HGNC:20284	26037	ENSG00000197555
SIPA1L2	HGNC:23800	57568	ENSG00000116991
SIRAL1	HGNC:26110	79607	ENSG00000197798
SIRAL2	HGNC:1313	55007	ENSG00000100376
SIRPA	HGNC:9662	140885	ENSG00000198053
SIRPB1	HGNC:15928	10326	ENSG00000101307
SIRPB2	HGNC:16247	284759	ENSG00000196209
SIRPD	HGNC:16248	128646	ENSG00000125900
SIRPG	HGNC:15757	55423	ENSG00000089012
SIRT2	HGNC:10886	22933	ENSG00000068903
SIRT3	HGNC:14931	23410	ENSG00000142082
SIRT4	HGNC:14932	23409	ENSG00000089163
SIRT5	HGNC:14933	23408	ENSG00000124523
SIRT7	HGNC:14935	51547	ENSG00000187531
SIT1	HGNC:17710	27240	ENSG00000137078
SIVA1	HGNC:17712	10572	ENSG00000184990
SIX4	HGNC:10890	51804	ENSG00000100625
SKA1	HGNC:28109	220134	ENSG00000154839
SKA2	HGNC:28006	348235	ENSG00000182628
SKA3	HGNC:20262	221150	ENSG00000165480
SKAP1	HGNC:15605	8631	ENSG00000141293
SKAP2	HGNC:15687	8935	ENSG00000005020
SKIC8	HGNC:30300	80349	ENSG00000140395
SKIDA1	HGNC:32697	387640	ENSG00000180592
SKIL	HGNC:10897	6498	ENSG00000136603
SKOR1	HGNC:21326	390598	ENSG00000188779
SKP1	HGNC:10899	6500	ENSG00000113558
SKP2	HGNC:10901	6502	ENSG00000145604
SLA	HGNC:10902	6503	ENSG00000155926
SLA2	HGNC:17329	84174	ENSG00000101082
SLAIN1	HGNC:26387	122060	ENSG00000139737
SLAIN2	HGNC:29282	57606	ENSG00000109171
SLAMF1	HGNC:10903	6504	ENSG00000117090
SLAMF6	HGNC:21392	114836	ENSG00000162739
SLAMF7	HGNC:21394	57823	ENSG00000026751
SLAMF8	HGNC:21391	56833	ENSG00000158714
SLAMF9	HGNC:18430	89886	ENSG00000162723
SLBP	HGNC:10904	7884	ENSG00000163950
SLC1A5	HGNC:10943	6510	ENSG00000105281
SLC1A6	HGNC:10944	6511	ENSG00000105143
SLC1A7	HGNC:10945	6512	ENSG00000162383
SLC2A4	HGNC:11009	6517	ENSG00000181856
SLC2A4RG	HGNC:15930	56731	ENSG00000125520
SLC2A5	HGNC:11010	6518	ENSG00000142583
SLC2A6	HGNC:11011	11182	ENSG00000160326
SLC2A7	HGNC:13445	155184	ENSG00000197241
SLC2A8	HGNC:13812	29988	ENSG00000136856
SLC2A11	HGNC:14239	66035	ENSG00000133460
SLC2A12	HGNC:18067	154091	ENSG00000146411
SLC2A13	HGNC:15956	114134	ENSG00000151229
SLC2A14	HGNC:18301	144195	ENSG00000173262
SLC3A2	HGNC:11026	6520	ENSG00000168003
SLC4A1AP	HGNC:13813	22950	ENSG00000163798
SLC4A5	HGNC:18168	57835	ENSG00000188687
SLC4A7	HGNC:11033	9497	ENSG00000033867
SLC4A8	HGNC:11034	9498	ENSG00000050438
SLC4A9	HGNC:11035	83697	ENSG00000113073
SLC5A3	HGNC:11038	6526	ENSG00000198743
SLC5A4	HGNC:11039	6527	ENSG00000100191
SLC5A8	HGNC:19119	160728	ENSG00000256870
SLC5A9	HGNC:22146	200010	ENSG00000117834
SLC5A10	HGNC:23155	125206	ENSG00000154025
SLC5A11	HGNC:23091	115584	ENSG00000158865
SLC5A12	HGNC:28750	159963	ENSG00000148942
SLC6A7	HGNC:11054	6534	ENSG00000011083
SLC6A11	HGNC:11044	6538	ENSG00000132164
SLC6A12	HGNC:11045	6539	ENSG00000111181
SLC6A13	HGNC:11046	6540	ENSG00000010379
SLC6A15	HGNC:13621	55117	ENSG00000072041
SLC6A16	HGNC:13622	28968	ENSG00000063127
SLC7A1	HGNC:11057	6541	ENSG00000139514
SLC7A2	HGNC:11060	6542	ENSG00000003989
SLC7A3	HGNC:11061	84889	ENSG00000165349
SLC7A4	HGNC:11062	6545	ENSG00000099960
SLC7A6	HGNC:11064	9057	ENSG00000103064
SLC7A8	HGNC:11066	23428	ENSG00000092068
SLC7A10	HGNC:11058	56301	ENSG00000130876
SLC7A11	HGNC:11059	23657	ENSG00000151012
SLC7A13	HGNC:23092	157724	ENSG00000164893
SLC8A1	HGNC:11068	6546	ENSG00000183023
SLC8A2	HGNC:11069	6543	ENSG00000118160
SLC8A3	HGNC:11070	6547	ENSG00000100678
SLC8B1	HGNC:26175	80024	ENSG00000089060
SLC9A2	HGNC:11072	6549	ENSG00000115616
SLC9A4	HGNC:11077	389015	ENSG00000180251
SLC9A5	HGNC:11078	6553	ENSG00000135740
SLC9A8	HGNC:20728	23315	ENSG00000197818
SLC9B1	HGNC:24244	150159	ENSG00000164037
SLC9B2	HGNC:25143	133308	ENSG00000164038
SLC9C1	HGNC:31401	285335	ENSG00000172139
SLC9C2	HGNC:28664	284525	ENSG00000162753
SLC9D1	HGNC:20329	55002	ENSG00000150403
SLC10A3	HGNC:22979	8273	ENSG00000126903
SLC10A4	HGNC:22980	201780	ENSG00000145248
SLC10A5	HGNC:22981	347051	ENSG00000253598
SLC10A6	HGNC:30603	345274	ENSG00000145283
SLC12A4	HGNC:10913	6560	ENSG00000124067
SLC12A8	HGNC:15595	84561	ENSG00000221955
SLC12A9	HGNC:17435	56996	ENSG00000146828
SLC13A1	HGNC:10916	6561	ENSG00000081800
SLC13A2	HGNC:10917	9058	ENSG00000007216
SLC13A4	HGNC:15827	26266	ENSG00000164707
SLC14A2	HGNC:10919	8170	ENSG00000132874
SLC15A1	HGNC:10920	6564	ENSG00000088386
SLC15A2	HGNC:10921	6565	ENSG00000163406
SLC15A3	HGNC:18068	51296	ENSG00000110446
SLC15A4	HGNC:23090	121260	ENSG00000139370
SLC15A5	HGNC:33455	729025	ENSG00000188991
SLC16A3	HGNC:10924	9123	ENSG00000141526
SLC16A4	HGNC:10925	9122	ENSG00000168679
SLC16A5	HGNC:10926	9121	ENSG00000170190
SLC16A6	HGNC:10927	9120	ENSG00000108932
SLC16A7	HGNC:10928	9194	ENSG00000118596
SLC16A8	HGNC:16270	23539	ENSG00000100156
SLC16A9	HGNC:23520	220963	ENSG00000165449
SLC16A10	HGNC:17027	117247	ENSG00000112394
SLC16A11	HGNC:23093	162515	ENSG00000174326
SLC16A13	HGNC:31037	201232	ENSG00000174327
SLC16A14	HGNC:26417	151473	ENSG00000163053
SLC17A1	HGNC:10929	6568	ENSG00000124568
SLC17A2	HGNC:10930	10246	ENSG00000112337
SLC17A4	HGNC:10932	10050	ENSG00000146039
SLC17A6	HGNC:16703	57084	ENSG00000091664
SLC17A7	HGNC:16704	57030	ENSG00000104888
SLC18A1	HGNC:10934	6570	ENSG00000036565
SLC18B1	HGNC:21573	116843	ENSG00000146409
SLC20A1	HGNC:10946	6574	ENSG00000144136
SLC22A1	HGNC:10963	6580	ENSG00000175003
SLC22A2	HGNC:10966	6582	ENSG00000112499
SLC22A3	HGNC:10967	6581	ENSG00000146477
SLC22A6	HGNC:10970	9356	ENSG00000197901
SLC22A7	HGNC:10971	10864	ENSG00000137204
SLC22A8	HGNC:10972	9376	ENSG00000149452
SLC22A9	HGNC:16261	114571	ENSG00000149742
SLC22A10	HGNC:18057	387775	ENSG00000184999
SLC22A11	HGNC:18120	55867	ENSG00000168065
SLC22A13	HGNC:8494	9390	ENSG00000172940
SLC22A14	HGNC:8495	9389	ENSG00000144671
SLC22A15	HGNC:20301	55356	ENSG00000163393
SLC22A16	HGNC:20302	85413	ENSG00000004809
SLC22A17	HGNC:23095	51310	ENSG00000092096
SLC22A23	HGNC:21106	63027	ENSG00000137266
SLC22A24	HGNC:28542	283238	ENSG00000197658
SLC22A25	HGNC:32935	387601	ENSG00000196600
SLC22A31	HGNC:27091	146429	ENSG00000259803
SLC23A1	HGNC:10974	9963	ENSG00000170482
SLC23A2	HGNC:10973	9962	ENSG00000089057
SLC23A3	HGNC:20601	151295	ENSG00000213901
SLC24A2	HGNC:10976	25769	ENSG00000155886
SLC24A3	HGNC:10977	57419	ENSG00000185052
SLC25A2	HGNC:22921	83884	ENSG00000120329
SLC25A5	HGNC:10991	292	ENSG00000005022
SLC25A6	HGNC:10992	293	ENSG00000169100
SLC25A14	HGNC:10984	9016	ENSG00000102078
SLC25A16	HGNC:10986	8034	ENSG00000122912
SLC25A17	HGNC:10987	10478	ENSG00000100372
SLC25A18	HGNC:10988	83733	ENSG00000182902
SLC25A23	HGNC:19375	79085	ENSG00000125648
SLC25A25	HGNC:20663	114789	ENSG00000148339
SLC25A27	HGNC:21065	9481	ENSG00000153291
SLC25A28	HGNC:23472	81894	ENSG00000155287
SLC25A29	HGNC:20116	123096	ENSG00000197119
SLC25A30	HGNC:27371	253512	ENSG00000174032
SLC25A31	HGNC:25319	83447	ENSG00000151475
SLC25A33	HGNC:29681	84275	ENSG00000171612
SLC25A34	HGNC:27653	284723	ENSG00000162461
SLC25A35	HGNC:31921	399512	ENSG00000125434
SLC25A37	HGNC:29786	51312	ENSG00000147454
SLC25A39	HGNC:24279	51629	ENSG00000013306
SLC25A40	HGNC:29680	55972	ENSG00000075303
SLC25A41	HGNC:28533	284427	ENSG00000181240
SLC25A43	HGNC:30557	203427	ENSG00000077713
SLC25A44	HGNC:29036	9673	ENSG00000160785
SLC25A45	HGNC:27442	283130	ENSG00000162241
SLC25A47	HGNC:20115	283600	ENSG00000140107
SLC25A48	HGNC:30451	153328	ENSG00000145832
SLC25A51	HGNC:23323	92014	ENSG00000122696
SLC25A52	HGNC:23324	147407	ENSG00000141437
SLC25A53	HGNC:31894	401612	ENSG00000269743
SLC26A6	HGNC:14472	65010	ENSG00000225697
SLC26A7	HGNC:14467	115111	ENSG00000147606
SLC26A11	HGNC:14471	284129	ENSG00000181045
SLC27A1	HGNC:10995	376497	ENSG00000130304
SLC27A2	HGNC:10996	11001	ENSG00000140284
SLC27A3	HGNC:10997	11000	ENSG00000143554
SLC27A5	HGNC:10999	10998	ENSG00000083807
SLC27A6	HGNC:11000	28965	ENSG00000113396
SLC28A2	HGNC:11002	9153	ENSG00000137860
SLC28A3	HGNC:16484	64078	ENSG00000197506
SLC29A1	HGNC:11003	2030	ENSG00000112759
SLC29A2	HGNC:11004	3177	ENSG00000174669
SLC29A4	HGNC:23097	222962	ENSG00000164638
SLC30A1	HGNC:11012	7779	ENSG00000170385
SLC30A3	HGNC:11014	7781	ENSG00000115194
SLC30A4	HGNC:11015	7782	ENSG00000104154
SLC30A5	HGNC:19089	64924	ENSG00000145740
SLC30A6	HGNC:19305	55676	ENSG00000152683
SLC31A2	HGNC:11017	1318	ENSG00000136867
SLC33A2	HGNC:25157	113655	ENSG00000167700
SLC35A4	HGNC:20753	113829	ENSG00000176087
SLC35A5	HGNC:20792	55032	ENSG00000138459
SLC35B1	HGNC:20798	10237	ENSG00000121073
SLC35B3	HGNC:21601	51000	ENSG00000124786
SLC35B4	HGNC:20584	84912	ENSG00000205060
SLC35D2	HGNC:20799	11046	ENSG00000130958
SLC35D3	HGNC:15621	340146	ENSG00000182747
SLC35D4	HGNC:31723	85019	ENSG00000134490
SLC35E1	HGNC:20803	79939	ENSG00000127526
SLC35E2B	HGNC:33941	728661	ENSG00000189339
SLC35E3	HGNC:20864	55508	ENSG00000175782
SLC35E4	HGNC:17058	339665	ENSG00000100036
SLC35F1	HGNC:21483	222553	ENSG00000196376
SLC35F2	HGNC:23615	54733	ENSG00000110660
SLC35F3	HGNC:23616	148641	ENSG00000183780
SLC35F4	HGNC:19845	341880	ENSG00000151812
SLC35F5	HGNC:23617	80255	ENSG00000115084
SLC35F6	HGNC:26055	54978	ENSG00000213699
SLC35G1	HGNC:26607	159371	ENSG00000176273
SLC35G2	HGNC:28480	80723	ENSG00000168917
SLC35G3	HGNC:26848	146861	ENSG00000164729
SLC35G4	HGNC:31043	646000	ENSG00000236396
SLC35G5	HGNC:15546	83650	ENSG00000177710
SLC35G6	HGNC:31351	643664	ENSG00000259224
SLC35H1	HGNC:17117	51006	ENSG00000080189
SLC36A1	HGNC:18761	206358	ENSG00000123643
SLC36A3	HGNC:19659	285641	ENSG00000186334
SLC36A4	HGNC:19660	120103	ENSG00000180773
