rank,prediction_score,pair_id,gene_concept_id,gene_curie,gene_label,disease_concept_id,disease_curie,disease_label,seed_phenotype_count,seed_phenotype_rarity_score,shared_phenotype_count,shared_phenotype_rarity_score,phenotype_jaccard
27,0.841326,e607b2ca7cd3fd2c71bf93493cc8fe19,55513,NCBIGene:199720,GGN,22907,MONDO:0030721,spermatogenic failure 68,4,0.10850652897910319,4,0.10850652897910319,1
28,0.841326,f8828a41d9b1d19ad38bdfdd4959ef0e,53650,NCBIGene:11055,ZPBP,22904,MONDO:0030718,spermatogenic failure 67,4,0.10850652897910319,4,0.10850652897910319,1
29,0.841326,fa613e99c2a710ce2786ab0e245cf89a,55600,NCBIGene:283417,DPY19L2,22902,MONDO:0030716,spermatogenic failure 66,4,0.10850652897910319,4,0.10850652897910319,1
30,0.841326,fcbc5fb059734d7871c637518758f249,55513,NCBIGene:199720,GGN,22902,MONDO:0030716,spermatogenic failure 66,4,0.10850652897910319,4,0.10850652897910319,1
31,0.841326,fdc9e06a79b2bacb8e6b89384bffa33d,55442,NCBIGene:151254,CATSPERT,22915,MONDO:0030732,spermatogenic failure 69,4,0.10850652897910319,4,0.10850652897910319,1
32,0.836826,f8b3211e907f85d5cbb5bfda64f08442,52846,NCBIGene:7248,TSC1,13199,MONDO:0013199,tuberous sclerosis 2,4,1.8333333333333333,37,6.4088929516936615,0.23870967741935484
33,0.834231,52ff2b5a9a1dea712e3886e571671a7a,53840,NCBIGene:23345,SYNE1,57682,ORPHA:98863,X-linked Emery-Dreifuss muscular dystrophy,4,0.5948773448773449,42,1.2401044126504879,0.23728813559322035
34,0.831272,47a0b7418b52a8990ad441d0d70b96c7,52397,NCBIGene:5828,PEX2,8954,MONDO:0008954,peroxisome biogenesis disorder 2A (Zellweger),4,1.1666666666666667,37,1.4126152078347154,0.1574468085106383
35,0.823458,5f98af97008b91ce6a15668d6ec6f4de,51640,NCBIGene:3458,IFNG,8612,MONDO:0008612,tuberous sclerosis 1,4,1.5833333333333333,36,5.985371291937158,0.26277372262773724
36,0.815560,ea5b9477befffa26932e0af03d556b4f,53154,NCBIGene:8879,SGPL1,23035,MONDO:0030962,"nephrotic syndrome, type 23",4,0.26535762032085564,8,0.27160180219764424,0.21621621621621623
37,0.806712,dc5612f94af1688f1df6dd9ed8a75d09,53059,NCBIGene:8452,CUL3,13781,MONDO:0013781,pseudohypoaldosteronism type 2D,4,0.4815270935960591,6,0.48458235733872623,0.18181818181818182
38,0.791035,b9b335d063e164bfae9b672f7c03a52b,51241,NCBIGene:2056,EPO,24805,MONDO:0054802,"erythrocytosis, familial, 7",4,0.22822062698538131,4,0.22822062698538131,0.4444444444444444
39,0.789384,5a69ee9d14a894c245e74cce8d798df2,55096,NCBIGene:84660,CCDC62,13505,MONDO:0013505,spermatogenic failure 9,4,0.10850652897910319,4,0.10850652897910319,1
40,0.789384,75e958eb42d4ea20625ffb64900fd6b5,55513,NCBIGene:199720,GGN,13505,MONDO:0013505,spermatogenic failure 9,4,0.10850652897910319,4,0.10850652897910319,1
41,0.789384,a6678765cf7940fcbaf6a20272a64a68,53650,NCBIGene:11055,ZPBP,13505,MONDO:0013505,spermatogenic failure 9,4,0.10850652897910319,4,0.10850652897910319,1
42,0.789384,ee88812fe4b3d21041e648aba08d9d3d,55442,NCBIGene:151254,CATSPERT,13505,MONDO:0013505,spermatogenic failure 9,4,0.10850652897910319,4,0.10850652897910319,1
43,0.789246,ff46a460987940905d15bfa0aec01453,55773,NCBIGene:653361,NCF1,9310,MONDO:0009310,"granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type 2",4,0.9,27,2.221192975068707,0.10975609756097561
44,0.785960,3aa1d058bc116f0897fd9f8c35dde68a,51838,NCBIGene:4015,LOX,56553,ORPHA:229,Familial aortic dissection,4,1.0595238095238095,19,1.5845935858356315,0.2835820895522388
45,0.780777,8665099c5107df498bc995dae995b048,51241,NCBIGene:2056,EPO,24804,MONDO:0054801,"erythrocytosis, familial, 6",4,0.22822062698538131,4,0.22822062698538131,0.4444444444444444
46,0.762166,cb58457e539da6f346bd531026cbbb24,53952,NCBIGene:25974,MMACHC,10185,MONDO:0010185,methylmalonic aciduria and homocystinuria type cblD,4,0.6845238095238095,24,1.3672002893589423,0.1610738255033557
47,0.759733,e252c06b464bdfc6fd941f0f382322be,52964,NCBIGene:7809,BSND,909,MONDO:0000909,Bartter disease type 4B,4,0.95,24,1.554079398837353,0.35294117647058826
48,0.756662,9e94a673d1b78fff8b04fee307e911ae,51026,NCBIGene:1387,CREBBP,58427,ORPHA:353284,Rubinstein-Taybi syndrome due to EP300 haploinsufficiency,4,1.5,123,7.434216246072556,0.2679738562091503
49,0.753401,b97158f133ba343e7994893eea98c21f,53448,NCBIGene:10117,ENAM,14971,MONDO:0014971,"amelogenesis imperfecta, hypomaturation type, IIa6",4,0.19547780062596937,4,0.19547780062596937,0.5
50,0.750294,dc2ad2a92dd6c7e09884dbb40f50d2de,53622,NCBIGene:10881,ACTL7A,26980,MONDO:0957594,spermatogenic failure 87,4,0.5085065289791032,4,0.5085065289791032,0.5714285714285714
51,0.750027,13331d231d3c52d09c575fed951d5320,50635,NCBIGene:213,ALB,26715,MONDO:0859354,"thyroid hormone metabolism, abnormal, 3",4,1.075,5,1.0754653327128898,0.10638297872340426
52,0.750006,1c874da7f7deee095dff866a8f487685,54955,NCBIGene:80336,PABPC1L,26755,MONDO:0859521,oocyte maturation defect 14,4,0.5211583508414513,4,0.5211583508414513,0.5714285714285714
53,0.748010,f13d87b2f4500dccde9e3fc0813a794f,53008,NCBIGene:8131,NPRL3,22310,MONDO:0024556,"epilepsy, familial focal, with variable foci 1",4,0.6982466063348416,9,0.7665690131222823,0.2727272727272727
54,0.745570,ff19e3ca634c024bc48e19629223a1f8,54855,NCBIGene:79641,ROGDI,58115,ORPHA:1031,Enamel-renal syndrome,4,0.18875162777601803,4,0.18875162777601803,0.06896551724137931
55,0.744882,70c1de89564352b1d5a6a72bb59eb5c6,55481,NCBIGene:165829,GPR156,13984,MONDO:0013984,autosomal recessive nonsyndromic hearing loss 84B,4,0.14501232970303013,4,0.14501232970303013,0.6666666666666666
56,0.736064,d567dbe69cd897dbd628f05c989642bf,55668,NCBIGene:340990,OTOG,13984,MONDO:0013984,autosomal recessive nonsyndromic hearing loss 84B,4,0.14501232970303013,4,0.14501232970303013,0.8
57,0.729173,1cc8d03aa863ff8c7b8b3b39f1fb67c3,50866,NCBIGene:881,CCIN,22904,MONDO:0030718,spermatogenic failure 67,4,0.10850652897910319,4,0.10850652897910319,0.5
58,0.729173,27e48adbba5a84812eddf1504501feec,50866,NCBIGene:881,CCIN,22907,MONDO:0030721,spermatogenic failure 68,4,0.10850652897910319,4,0.10850652897910319,0.5
59,0.729173,28c3e6725e8dcc77efd1601cb349132a,50866,NCBIGene:881,CCIN,22902,MONDO:0030716,spermatogenic failure 66,4,0.10850652897910319,4,0.10850652897910319,0.5
60,0.729173,4666063c2f458dbb5c8611d17a7aee6b,50866,NCBIGene:881,CCIN,22915,MONDO:0030732,spermatogenic failure 69,4,0.10850652897910319,4,0.10850652897910319,0.5
61,0.718974,d35948ffc7619374276bf1138e2b0e2b,52588,NCBIGene:6519,SLC3A1,9388,MONDO:0009388,hyperlysinemia,4,0.9159090909090909,7,0.9176790294805397,0.11666666666666667
62,0.708428,4f38c5c179265e0e6fe3e48924fedf1f,54955,NCBIGene:80336,PABPC1L,21338,MONDO:0021575,oocyte maturation defect 4,4,0.22115835084145138,4,0.22115835084145138,0.5714285714285714
63,0.707281,a75beca1a804a279a0ec8c914e659bca,54899,NCBIGene:79875,THSD4,56553,ORPHA:229,Familial aortic dissection,4,1.0595238095238095,19,1.5663314356147182,0.3220338983050847
64,0.706370,c853945fe214891ce5f2f1e14d263526,53059,NCBIGene:8452,CUL3,13778,MONDO:0013778,pseudohypoaldosteronism type 2C,4,0.4815270935960591,7,0.4906064537242684,0.21212121212121213
65,0.703988,765bfb83e3b5eaa561762e175cbb5592,55113,NCBIGene:84790,TUBA1C,26695,MONDO:0859330,oocyte maturation defect 13,4,0.16401549369859422,4,0.16401549369859422,0.8
66,0.703791,2ef39a3cd2f25d50ad9b3d56ad5e2b0d,54006,NCBIGene:26580,BSCL2,12071,MONDO:0012071,congenital generalized lipodystrophy type 1,5,2.1666666666666665,35,3.1106755498132572,0.2046783625730994
67,0.694336,45ab14c363f72881de33f03a206e115a,50805,NCBIGene:718,C3,13042,MONDO:0013042,atypical hemolytic-uremic syndrome with B factor anomaly,4,0.22976370035193563,12,0.27448222659484495,0.4
68,0.691377,a9c6d977ef8db12a29b27a9157e0b811,55345,NCBIGene:128637,TBC1D20,8300,MONDO:0008300,Prader-Willi syndrome,4,0.24237980216241087,21,0.3167684902575622,0.084
69,0.691124,1a36736cace02ae5fd129854393566c1,50791,NCBIGene:676,BRDT,24774,MONDO:0054730,spermatogenic failure 26,4,0.1335065289791032,4,0.1335065289791032,0.8
70,0.685674,e4646aebb294257464695b9fac75eb11,51898,NCBIGene:4191,MDH2,7273,MONDO:0007273,pheochromocytoma/paraganglioma syndrome 4,4,0.7,10,1.1728535353535354,0.11235955056179775
71,0.683664,3b16332bc4ba287ea8cf7e1ae58307d7,53324,NCBIGene:9622,KLK4,14971,MONDO:0014971,"amelogenesis imperfecta, hypomaturation type, IIa6",4,0.17108755672353035,4,0.17108755672353035,0.5714285714285714
72,0.678448,11c6af55fb616dd7b0cc9df3747ebeed,50866,NCBIGene:881,CCIN,13505,MONDO:0013505,spermatogenic failure 9,4,0.10850652897910319,4,0.10850652897910319,0.5
73,0.671433,52bcbf83193e70b21935944592cc5ebf,53118,NCBIGene:8710,SERPINB7,59435,ORPHA:2199,Epidermolytic palmoplantar keratoderma,4,0.07724718083830166,4,0.07724718083830166,0.16
74,0.662139,7a01962fe5533132e5b8a3328c6141d5,55320,NCBIGene:124404,SEPTIN12,23300,MONDO:0032739,spermatogenic failure 36,4,0.11965947277302282,4,0.11965947277302282,0.6666666666666666
75,0.660700,11b61241483cf80640987c5d4e889d44,54532,NCBIGene:55851,PSENEN,22288,MONDO:0024534,Dowling-Degos disease 1,7,5.583333333333333,26,6.637185731869475,0.7647058823529411
76,0.654664,cdb0d82c1ca70653d84ad3ba6aff937b,53878,NCBIGene:23509,POFUT1,22288,MONDO:0024534,Dowling-Degos disease 1,8,5.783333333333333,26,6.598908219907752,0.8387096774193549
77,0.653958,9ac3210bd0c0e73395333a61e6436236,52998,NCBIGene:8076,MFAP5,56553,ORPHA:229,Familial aortic dissection,4,1.0595238095238095,19,1.539628714641252,0.34545454545454546
78,0.653072,53932ce7c603194cecbb61b56b583320,54991,NCBIGene:81833,SPACA1,24774,MONDO:0054730,spermatogenic failure 26,4,0.1335065289791032,4,0.1335065289791032,0.5714285714285714
79,0.653072,d1771ab409b33cd6715ed316658a406c,53622,NCBIGene:10881,ACTL7A,24774,MONDO:0054730,spermatogenic failure 26,4,0.1335065289791032,4,0.1335065289791032,0.5714285714285714
80,0.652871,e7efd2e79c9d17e3be81c4587aff39dd,54955,NCBIGene:80336,PABPC1L,26695,MONDO:0859330,oocyte maturation defect 13,4,0.16401549369859422,4,0.16401549369859422,0.5714285714285714
81,0.651955,25e739ef01528eb3e4ff1e8e983a20c0,50956,NCBIGene:1184,CLCN5,10810,MONDO:0010810,"vitamin D hydroxylation-deficient rickets, type 1B",4,0.7722222222222223,15,1.3776400665380057,0.14018691588785046
82,0.650718,e93c60504c9acc8eba218934a90054f4,50900,NCBIGene:1019,CDK4,7963,MONDO:0007963,"melanoma, cutaneous malignant, susceptibility to, 1",4,0.9628879892037787,5,0.9631624882430321,0.23809523809523808
83,0.649650,722e9647bd4861204ca815f56d6959a1,55591,NCBIGene:261734,NPHP4,9728,MONDO:0009728,nephronophthisis 1,4,0.1976140717520028,11,0.34013103415112966,0.2894736842105263
84,0.647245,10385e4ca35e5fcb64b7a758498397dc,54991,NCBIGene:81833,SPACA1,22907,MONDO:0030721,spermatogenic failure 68,4,0.10850652897910319,4,0.10850652897910319,0.5714285714285714
85,0.647245,9f06fb618fbd04e5033b215d14a7cec2,54991,NCBIGene:81833,SPACA1,22915,MONDO:0030732,spermatogenic failure 69,4,0.10850652897910319,4,0.10850652897910319,0.5714285714285714
86,0.647245,a0183789e4f33657422e70adf7116677,54991,NCBIGene:81833,SPACA1,22902,MONDO:0030716,spermatogenic failure 66,4,0.10850652897910319,4,0.10850652897910319,0.5714285714285714
87,0.647245,b6670427fcc474a784ea78d3e1a38539,54991,NCBIGene:81833,SPACA1,22904,MONDO:0030718,spermatogenic failure 67,4,0.10850652897910319,4,0.10850652897910319,0.5714285714285714
88,0.644747,a90f4f37abdd4ccefc5f4485d2dd01e6,52038,NCBIGene:4688,NCF2,9309,MONDO:0009309,"granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type 1",6,1.2666666666666666,25,2.18616594804168,0.4032258064516129
89,0.641994,2b9529b3b2664aa7a49c89ee1dd4ccf7,54346,NCBIGene:54806,AHI1,19200,MONDO:0019200,retinitis pigmentosa,4,2.253968253968254,32,2.785966332629701,0.2191780821917808
90,0.641306,47f284ff4daafcb09fcacfd9a7c786fd,50948,NCBIGene:1161,ERCC8,19570,MONDO:0019570,Cockayne syndrome type 2,4,1.25,69,3.5330352055246435,0.2509090909090909
91,0.636289,e1543b085a14705ee6090e4b75822a85,52796,NCBIGene:7072,TIA1,14640,MONDO:0014640,frontotemporal dementia and/or amyotrophic lateral sclerosis 3,4,0.1048973973973974,5,0.10544639547590412,0.10416666666666667
92,0.636223,808621f96ff1d0856f7a398b04422928,50956,NCBIGene:1184,CLCN5,9431,MONDO:0009431,hereditary hypophosphatemic rickets with hypercalciuria,4,0.7722222222222223,19,1.7852050147140726,0.17592592592592593
93,0.634168,b5a5d144feb94be2791b9ecc76af4476,54991,NCBIGene:81833,SPACA1,13505,MONDO:0013505,spermatogenic failure 9,4,0.10850652897910319,4,0.10850652897910319,0.5714285714285714
94,0.633840,46cec5ddf0533e3d9fdd78f1afc8f66e,51164,NCBIGene:1786,DNMT1,58987,ORPHA:2073,Narcolepsy type 1,4,0.53003663003663,7,0.5718574374094234,0.07526881720430108
95,0.631755,b058ef7f346d02159d2a4214ea272087,54326,NCBIGene:54585,LZTFL1,7804,MONDO:0007804,Pallister-Hall syndrome,4,0.9928571428571429,23,1.089668537008632,0.08394160583941605
96,0.631584,64b423da9ec6b9977b208294963ab45e,51793,NCBIGene:3892,KRT86,20717,MONDO:0020717,autosomal dominant wooly hair,4,0.12056168728783691,5,0.12083618632709027,0.16666666666666666
97,0.628874,95ad1cdea6f732e7157032920b258289,52796,NCBIGene:7072,TIA1,14641,MONDO:0014641,frontotemporal dementia and/or amyotrophic lateral sclerosis 4,4,0.1048973973973974,6,0.1090435177780624,0.125
98,0.625833,00b61a5228e60fdde33dfafd93b76f3d,55691,NCBIGene:348938,NIPAL4,56443,ORPHA:79395,Keratoderma hereditarium mutilans with ichthyosis,4,0.2674029920523609,8,0.3152976185564478,0.14035087719298245
99,0.625704,a28a366d8258eddafabbe4ede08243f1,51078,NCBIGene:1536,CYBB,9309,MONDO:0009309,"granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type 1",5,1.1,24,2.185933281685235,0.3870967741935484
100,0.617606,2dd9ea1e83686ae42c45ea63a4bcfcc6,51898,NCBIGene:4191,MDH2,8192,MONDO:0008192,pheochromocytoma/paraganglioma syndrome 1,4,0.7,10,1.084288372446267,0.10638297872340426
101,0.617398,7822ec7eb779bbbe5601397b1d18c58c,52665,NCBIGene:6697,SPR,56917,ORPHA:1578,Pterin-4 alpha-carbinolamine dehydratase deficiency,4,0.8916666666666667,7,0.9144305577458866,0.11864406779661017
102,0.615877,4feeb1ba5c41b3624668945a3a2e0289,51232,NCBIGene:2033,EP300,58504,ORPHA:353277,Rubinstein-Taybi syndrome due to CREBBP mutations,4,1.5,122,5.421306984549864,0.3495702005730659
103,0.614723,585fc3d7cb083c778ed7709c98d87e89,52559,NCBIGene:6440,SFTPC,12582,MONDO:0012582,interstitial lung disease due to ABCA3 deficiency,4,1.4166666666666667,21,2.540178951897323,0.2413793103448276
104,0.606245,ecb9fef72dfe4e8cdf07af606cdabbbb,51067,NCBIGene:1500,CTNND1,14772,MONDO:0014772,orofacial cleft 15,4,0.6707606119370825,6,0.6727073517790114,0.13333333333333333
105,0.606068,5e8f3f44d785084c07860dd1f379041b,50851,NCBIGene:843,CASP10,11158,MONDO:0011158,autoimmune lymphoproliferative syndrome type 1,7,5.333333333333333,81,10.931862495135789,0.627906976744186
106,0.601035,9da1de9e3537cf865191deaf0cd5acd7,52347,NCBIGene:5625,PRODH,9401,MONDO:0009401,hyperprolinemia type 2,4,0.6944444444444444,7,0.6959350685113423,0.22580645161290322
107,0.589067,32106d276f8158c780ae8ddb35431c2b,52366,NCBIGene:5698,PSMB9,23597,MONDO:0033557,"hemophagocytic lymphohistiocytosis, familial, 6",4,1.6666666666666667,9,1.7116195351897956,0.14516129032258066
108,0.587641,031beb86eb04ef47165de2b8c930bc42,53118,NCBIGene:8710,SERPINB7,56443,ORPHA:79395,Keratoderma hereditarium mutilans with ichthyosis,4,0.07957340626062236,4,0.07957340626062236,0.14814814814814814
109,0.587065,6fbc857612d70a7664ac9da0823b8854,53578,NCBIGene:10659,CELF2,59274,ORPHA:289266,Early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation,4,0.48596491228070177,10,0.5190671434841359,0.11363636363636363
110,0.585128,d30204707c60b24cf4acb1f7a2efc788,51078,NCBIGene:1536,CYBB,9308,MONDO:0009308,"granulomatous disease, chronic, autosomal recessive, cytochrome b-negative",6,1.6,25,2.685933281685235,0.4032258064516129
111,0.576934,0ec9b69090b8aae3600fc003210b7115,50956,NCBIGene:1184,CLCN5,20723,MONDO:0020723,"vitamin D-dependent rickets, type 1A",4,0.7722222222222223,16,1.4829032244327425,0.12598425196850394
112,0.576620,26b10a6ca275c26fd9ef529aa803778a,53348,NCBIGene:9711,RUBCN,58617,ORPHA:1175,X-linked progressive cerebellar ataxia,4,0.08546651889043193,6,0.08855571590371582,0.11764705882352941
113,0.573789,2092e76c122561e85e5687649914d070,51735,NCBIGene:3745,KCNB1,59274,ORPHA:289266,Early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation,4,0.48596491228070177,10,0.5030648124818048,0.12048192771084337
114,0.573310,5a5c8a341f67c8758a2547edb83778d2,51978,NCBIGene:4552,MTRR,13925,MONDO:0013925,"methylmalonic acidemia with homocystinuria, type cblJ",5,0.6597222222222222,16,0.8020133333329631,0.16
115,0.564649,4a00bce637859e183b7f9b71555e988a,53050,NCBIGene:8402,SLC25A11,11544,MONDO:0011544,pheochromocytoma/paraganglioma syndrome 3,4,0.7333333333333333,11,1.25658668100933,0.20754716981132076
116,0.558787,0b71fe12803d8b9129838898982c322d,53417,NCBIGene:10013,HDAC6,7983,MONDO:0007983,Schmid metaphyseal chondrodysplasia,4,1.9059782608695652,6,1.9262431429765525,0.058823529411764705
117,0.558087,adfe778e6b94e8f10fff05d583e5be80,53952,NCBIGene:25974,MMACHC,10183,MONDO:0010183,methylmalonic aciduria and homocystinuria type cblF,5,1.0178571428571428,28,1.5877411176145046,0.17834394904458598
118,0.556731,5fdd966334920295c8f489899f53c9a4,54585,NCBIGene:56983,POGLUT1,22288,MONDO:0024534,Dowling-Degos disease 1,8,5.783333333333333,26,6.551682046365789,0.5531914893617021
119,0.555265,f91ffb0df009b5bf40e35cd2fd0408b9,54678,NCBIGene:57716,PRX,8961,MONDO:0008961,Charcot-Marie-Tooth disease type 4A,4,0.5601449275362319,17,0.7426351399199406,0.25
120,0.554644,a6861993e8ba65d9cfbc8d70f49b1c49,55128,NCBIGene:84896,ATAD1,58452,ORPHA:1901,Dermatosparaxis Ehlers-Danlos syndrome,4,0.08798053601746302,8,0.10277478866612853,0.11267605633802817
121,0.551538,1d5d577698d1a59c5f4386c689627b37,52038,NCBIGene:4688,NCF2,9308,MONDO:0009308,"granulomatous disease, chronic, autosomal recessive, cytochrome b-negative",6,1.2666666666666666,25,2.18616594804168,0.3968253968253968
122,0.549433,10c948dfb3341fe2a87fdda662332726,54642,NCBIGene:57502,NLGN4X,10321,MONDO:0010321,"autism, susceptibility to, X-linked 1",4,0.7927350427350427,14,1.0372897314065235,0.4375
123,0.548066,e6180aeca047f47f86e5b2149a9d7068,50956,NCBIGene:1184,CLCN5,10186,MONDO:0010186,"vitamin D-dependent rickets, type 2A",4,0.7722222222222223,16,1.5776400665380057,0.13445378151260504
124,0.545110,dd6fde837d02978bdcb2c2dbfc10912b,53118,NCBIGene:8710,SERPINB7,56657,ORPHA:79501,Punctate palmoplantar keratoderma type 1,4,0.07957340626062236,4,0.07957340626062236,0.11428571428571428
125,0.544642,919470f76cde87fe875fb1b485d8b597,55247,NCBIGene:112752,IFT43,19200,MONDO:0019200,retinitis pigmentosa,6,2.437301587301587,32,2.8082459148015655,0.23880597014925373
126,0.544517,75962629e0f144775b705e5488787844,52965,NCBIGene:7818,DAP3,56818,ORPHA:572333,Blepharophimosis-ptosis-epicanthus inversus syndrome plus,4,0.08690705128205128,4,0.08690705128205128,0.0784313725490196
127,0.543094,fc147fbbb50c158b2c0b2a9050e3ef09,50824,NCBIGene:774,CACNA1B,59274,ORPHA:289266,Early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation,4,0.48596491228070177,12,0.5247962861363554,0.125
128,0.540946,b75c6725259f2b25749e3cccb04a3be0,52336,NCBIGene:5592,PRKG1,56553,ORPHA:229,Familial aortic dissection,4,1.0595238095238095,19,1.630537805550343,0.3877551020408163
129,0.540010,6a36116c6e61b56837f85dc065f47163,50987,NCBIGene:1293,COL6A3,9681,MONDO:0009681,Ullrich congenital muscular dystrophy 1A,4,0.9666666666666667,18,1.093235606141572,0.13533834586466165
130,0.526208,88c5f49536a995ac40a76ac3453fc5d4,52144,NCBIGene:5009,OTC,8988,MONDO:0008988,citrullinemia type I,4,0.7833333333333333,21,1.146759405580271,0.3230769230769231
131,0.523459,634fb07ab09bd127a79d3032e87d0b45,54804,NCBIGene:65217,PCDH15,59605,ORPHA:231183,Usher syndrome type 3,4,0.21990392648287385,10,0.27953332800200276,0.30303030303030304
