rank,prediction_score,novelty_adjusted_score,novelty_bucket,strict_novelty_pass,pair_id,geneConceptId,gene_curie,gene_label,diseaseConceptId,disease_curie,disease_label,seed_phenotype_count,seed_phenotype_rarity_score,shared_phenotype_count,shared_phenotype_rarity_score,phenotype_jaccard,exact_match_count,equivalent_match_count,ancestor_match_count,descendant_match_count,shared_family_match_count,existing_match_examples,shared_family_examples
29,0.841326,0.210332,same_family_shared_ancestor,false,fa613e99c2a710ce2786ab0e245cf89a,55600,NCBIGene:283417,DPY19L2,22902,MONDO:0030716,spermatogenic failure 66,4,0.10850652897910319,4,0.10850652897910319,1,0,0,0,0,2,,spermatogenic failure 9 via spermatogenic failure
30,0.841326,0.210332,same_family_shared_ancestor,false,fcbc5fb059734d7871c637518758f249,55513,NCBIGene:199720,GGN,22902,MONDO:0030716,spermatogenic failure 66,4,0.10850652897910319,4,0.10850652897910319,1,0,0,0,0,2,,spermatogenic failure 69 via spermatogenic failure
31,0.841326,0.210332,same_family_shared_ancestor,false,fdc9e06a79b2bacb8e6b89384bffa33d,55442,NCBIGene:151254,CATSPERT,22915,MONDO:0030732,spermatogenic failure 69,4,0.10850652897910319,4,0.10850652897910319,1,0,0,0,0,2,,spermatogenic failure 68 via spermatogenic failure
32,0.836826,0.209206,same_family_shared_ancestor,false,f8b3211e907f85d5cbb5bfda64f08442,52846,NCBIGene:7248,TSC1,13199,MONDO:0013199,tuberous sclerosis 2,4,1.8333333333333333,37,6.4088929516936615,0.23870967741935484,0,0,0,0,2,,tuberous sclerosis 1 via tuberous sclerosis
36,0.81556,0.20389,same_family_shared_ancestor,false,ea5b9477befffa26932e0af03d556b4f,53154,NCBIGene:8879,SGPL1,23035,MONDO:0030962,"nephrotic syndrome, type 23",4,0.26535762032085564,8,0.27160180219764424,0.21621621621621623,0,0,0,0,2,,nephrotic syndrome 14 via nephrotic syndrome
37,0.806712,0.201678,same_family_shared_ancestor,false,dc5612f94af1688f1df6dd9ed8a75d09,53059,NCBIGene:8452,CUL3,13781,MONDO:0013781,pseudohypoaldosteronism type 2D,4,0.4815270935960591,6,0.48458235733872623,0.18181818181818182,0,0,0,0,3,,pseudohypoaldosteronism type 2A via pseudohypoaldosteronism type 2 | pseudohypoaldosteronism type 2E via pseudohypoaldosteronism type 2
39,0.789384,0.197346,same_family_shared_ancestor,false,5a69ee9d14a894c245e74cce8d798df2,55096,NCBIGene:84660,CCDC62,13505,MONDO:0013505,spermatogenic failure 9,4,0.10850652897910319,4,0.10850652897910319,1,0,0,0,0,2,,spermatogenic failure 67 via spermatogenic failure
40,0.789384,0.197346,same_family_shared_ancestor,false,75e958eb42d4ea20625ffb64900fd6b5,55513,NCBIGene:199720,GGN,13505,MONDO:0013505,spermatogenic failure 9,4,0.10850652897910319,4,0.10850652897910319,1,0,0,0,0,2,,spermatogenic failure 69 via spermatogenic failure
41,0.789384,0.197346,same_family_shared_ancestor,false,a6678765cf7940fcbaf6a20272a64a68,53650,NCBIGene:11055,ZPBP,13505,MONDO:0013505,spermatogenic failure 9,4,0.10850652897910319,4,0.10850652897910319,1,0,0,0,0,2,,spermatogenic failure 66 via spermatogenic failure
42,0.789384,0.197346,same_family_shared_ancestor,false,ee88812fe4b3d21041e648aba08d9d3d,55442,NCBIGene:151254,CATSPERT,13505,MONDO:0013505,spermatogenic failure 9,4,0.10850652897910319,4,0.10850652897910319,1,0,0,0,0,2,,spermatogenic failure 68 via spermatogenic failure
1,0.979686,0.195937,same_family_ancestor_link,false,95deace3d457557c77d72e649025cf85,55773,NCBIGene:653361,NCF1,9308,MONDO:0009308,"granulomatous disease, chronic, autosomal recessive, cytochrome b-negative",4,0.9,25,2.18616594804168,0.10683760683760683,0,0,1,0,0,chronic granulomatous disease (depth 1),
49,0.753401,0.18835,same_family_shared_ancestor,false,b97158f133ba343e7994893eea98c21f,53448,NCBIGene:10117,ENAM,14971,MONDO:0014971,"amelogenesis imperfecta, hypomaturation type, IIa6",4,0.19547780062596937,4,0.19547780062596937,0.5,0,0,0,0,5,,amelogenesis imperfecta type 1B via amelogenesis imperfecta | amelogenesis imperfecta type 1C via amelogenesis imperfecta | amelogenesis imperfecta type 1 via amelogenesis imperfecta
50,0.750294,0.187574,same_family_shared_ancestor,false,dc2ad2a92dd6c7e09884dbb40f50d2de,53622,NCBIGene:10881,ACTL7A,26980,MONDO:0957594,spermatogenic failure 87,4,0.5085065289791032,4,0.5085065289791032,0.5714285714285714,0,0,0,0,2,,spermatogenic failure 86 via spermatogenic failure
55,0.744882,0.186221,same_family_shared_ancestor,false,70c1de89564352b1d5a6a72bb59eb5c6,55481,NCBIGene:165829,GPR156,13984,MONDO:0013984,autosomal recessive nonsyndromic hearing loss 84B,4,0.14501232970303013,4,0.14501232970303013,0.6666666666666666,0,0,0,0,2,,"hearing loss, autosomal recessive 121 via hearing loss, autosomal recessive"
57,0.729173,0.182293,same_family_shared_ancestor,false,1cc8d03aa863ff8c7b8b3b39f1fb67c3,50866,NCBIGene:881,CCIN,22904,MONDO:0030718,spermatogenic failure 67,4,0.10850652897910319,4,0.10850652897910319,0.5,0,0,0,0,2,,spermatogenic failure 91 via spermatogenic failure
58,0.729173,0.182293,same_family_shared_ancestor,false,27e48adbba5a84812eddf1504501feec,50866,NCBIGene:881,CCIN,22907,MONDO:0030721,spermatogenic failure 68,4,0.10850652897910319,4,0.10850652897910319,0.5,0,0,0,0,2,,spermatogenic failure 91 via spermatogenic failure
59,0.729173,0.182293,same_family_shared_ancestor,false,28c3e6725e8dcc77efd1601cb349132a,50866,NCBIGene:881,CCIN,22902,MONDO:0030716,spermatogenic failure 66,4,0.10850652897910319,4,0.10850652897910319,0.5,0,0,0,0,2,,spermatogenic failure 91 via spermatogenic failure
60,0.729173,0.182293,same_family_shared_ancestor,false,4666063c2f458dbb5c8611d17a7aee6b,50866,NCBIGene:881,CCIN,22915,MONDO:0030732,spermatogenic failure 69,4,0.10850652897910319,4,0.10850652897910319,0.5,0,0,0,0,2,,spermatogenic failure 91 via spermatogenic failure
64,0.70637,0.176593,same_family_shared_ancestor,false,c853945fe214891ce5f2f1e14d263526,53059,NCBIGene:8452,CUL3,13778,MONDO:0013778,pseudohypoaldosteronism type 2C,4,0.4815270935960591,7,0.4906064537242684,0.21212121212121213,0,0,0,0,3,,pseudohypoaldosteronism type 2A via pseudohypoaldosteronism type 2 | pseudohypoaldosteronism type 2E via pseudohypoaldosteronism type 2
69,0.691124,0.172781,same_family_shared_ancestor,false,1a36736cace02ae5fd129854393566c1,50791,NCBIGene:676,BRDT,24774,MONDO:0054730,spermatogenic failure 26,4,0.1335065289791032,4,0.1335065289791032,0.8,0,0,0,0,2,,spermatogenic failure 21 via spermatogenic failure
71,0.683664,0.170916,same_family_shared_ancestor,false,3b16332bc4ba287ea8cf7e1ae58307d7,53324,NCBIGene:9622,KLK4,14971,MONDO:0014971,"amelogenesis imperfecta, hypomaturation type, IIa6",4,0.17108755672353035,4,0.17108755672353035,0.5714285714285714,0,0,0,0,2,,amelogenesis imperfecta type 2A1 via amelogenesis imperfecta type 2
72,0.678448,0.169612,same_family_shared_ancestor,false,11c6af55fb616dd7b0cc9df3747ebeed,50866,NCBIGene:881,CCIN,13505,MONDO:0013505,spermatogenic failure 9,4,0.10850652897910319,4,0.10850652897910319,0.5,0,0,0,0,2,,spermatogenic failure 91 via spermatogenic failure
15,0.843863,0.168773,same_family_ancestor_link,false,88244219254c332d9f4ef5a1404479d4,50964,NCBIGene:1203,CLN5,11144,MONDO:0011144,"ceroid lipofuscinosis, neuronal, 6A",5,0.6970760233918128,9,0.7206413854960695,0.36,0,0,1,0,2,neuronal ceroid lipofuscinosis (depth 1),neuronal ceroid lipofuscinosis 5 via neuronal ceroid lipofuscinosis
74,0.662139,0.165535,same_family_shared_ancestor,false,7a01962fe5533132e5b8a3328c6141d5,55320,NCBIGene:124404,SEPTIN12,23300,MONDO:0032739,spermatogenic failure 36,4,0.11965947277302282,4,0.11965947277302282,0.6666666666666666,0,0,0,0,2,,spermatogenic failure 10 via spermatogenic failure
78,0.653072,0.163268,same_family_shared_ancestor,false,53932ce7c603194cecbb61b56b583320,54991,NCBIGene:81833,SPACA1,24774,MONDO:0054730,spermatogenic failure 26,4,0.1335065289791032,4,0.1335065289791032,0.5714285714285714,0,0,0,0,2,,spermatogenic failure 85 via spermatogenic failure
79,0.653072,0.163268,same_family_shared_ancestor,false,d1771ab409b33cd6715ed316658a406c,53622,NCBIGene:10881,ACTL7A,24774,MONDO:0054730,spermatogenic failure 26,4,0.1335065289791032,4,0.1335065289791032,0.5714285714285714,0,0,0,0,2,,spermatogenic failure 86 via spermatogenic failure
83,0.64965,0.162412,same_family_shared_ancestor,false,722e9647bd4861204ca815f56d6959a1,55591,NCBIGene:261734,NPHP4,9728,MONDO:0009728,nephronophthisis 1,4,0.1976140717520028,11,0.34013103415112966,0.2894736842105263,0,0,0,0,2,,nephronophthisis 4 via nephronophthisis
84,0.647245,0.161811,same_family_shared_ancestor,false,10385e4ca35e5fcb64b7a758498397dc,54991,NCBIGene:81833,SPACA1,22907,MONDO:0030721,spermatogenic failure 68,4,0.10850652897910319,4,0.10850652897910319,0.5714285714285714,0,0,0,0,2,,spermatogenic failure 85 via spermatogenic failure
85,0.647245,0.161811,same_family_shared_ancestor,false,9f06fb618fbd04e5033b215d14a7cec2,54991,NCBIGene:81833,SPACA1,22915,MONDO:0030732,spermatogenic failure 69,4,0.10850652897910319,4,0.10850652897910319,0.5714285714285714,0,0,0,0,2,,spermatogenic failure 85 via spermatogenic failure
86,0.647245,0.161811,same_family_shared_ancestor,false,a0183789e4f33657422e70adf7116677,54991,NCBIGene:81833,SPACA1,22902,MONDO:0030716,spermatogenic failure 66,4,0.10850652897910319,4,0.10850652897910319,0.5714285714285714,0,0,0,0,2,,spermatogenic failure 85 via spermatogenic failure
87,0.647245,0.161811,same_family_shared_ancestor,false,b6670427fcc474a784ea78d3e1a38539,54991,NCBIGene:81833,SPACA1,22904,MONDO:0030718,spermatogenic failure 67,4,0.10850652897910319,4,0.10850652897910319,0.5714285714285714,0,0,0,0,2,,spermatogenic failure 85 via spermatogenic failure
91,0.636289,0.159072,same_family_shared_ancestor,false,e1543b085a14705ee6090e4b75822a85,52796,NCBIGene:7072,TIA1,14640,MONDO:0014640,frontotemporal dementia and/or amyotrophic lateral sclerosis 3,4,0.1048973973973974,5,0.10544639547590412,0.10416666666666667,0,0,0,0,2,,amyotrophic lateral sclerosis 26 with or without frontotemporal dementia via amyotrophic lateral sclerosis
93,0.634168,0.158542,same_family_shared_ancestor,false,b5a5d144feb94be2791b9ecc76af4476,54991,NCBIGene:81833,SPACA1,13505,MONDO:0013505,spermatogenic failure 9,4,0.10850652897910319,4,0.10850652897910319,0.5714285714285714,0,0,0,0,2,,spermatogenic failure 85 via spermatogenic failure
43,0.789246,0.157849,same_family_ancestor_link,false,ff46a460987940905d15bfa0aec01453,55773,NCBIGene:653361,NCF1,9310,MONDO:0009310,"granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type 2",4,0.9,27,2.221192975068707,0.10975609756097561,0,0,1,0,0,chronic granulomatous disease (depth 1),
97,0.628874,0.157219,same_family_shared_ancestor,false,95ad1cdea6f732e7157032920b258289,52796,NCBIGene:7072,TIA1,14641,MONDO:0014641,frontotemporal dementia and/or amyotrophic lateral sclerosis 4,4,0.1048973973973974,6,0.1090435177780624,0.125,0,0,0,0,2,,amyotrophic lateral sclerosis 26 with or without frontotemporal dementia via amyotrophic lateral sclerosis
46,0.762166,0.152433,same_family_ancestor_link,false,cb58457e539da6f346bd531026cbbb24,53952,NCBIGene:25974,MMACHC,10185,MONDO:0010185,methylmalonic aciduria and homocystinuria type cblD,4,0.6845238095238095,24,1.3672002893589423,0.1610738255033557,0,0,2,0,2,methylmalonic aciduria and homocystinuria (depth 1) | disorder of organic acid metabolism (depth 4),methylmalonic aciduria and homocystinuria type cblC via methylmalonic aciduria and homocystinuria
106,0.601035,0.150259,same_family_shared_ancestor,false,9da1de9e3537cf865191deaf0cd5acd7,52347,NCBIGene:5625,PRODH,9401,MONDO:0009401,hyperprolinemia type 2,4,0.6944444444444444,7,0.6959350685113423,0.22580645161290322,0,0,0,0,2,,hyperprolinemia type 1 via hyperprolinemia
114,0.57331,0.143327,same_family_shared_ancestor,false,5a5c8a341f67c8758a2547edb83778d2,51978,NCBIGene:4552,MTRR,13925,MONDO:0013925,"methylmalonic acidemia with homocystinuria, type cblJ",5,0.6597222222222222,16,0.8020133333329631,0.16,0,0,0,0,2,,methylcobalamin deficiency type cblE via homocystinuria
66,0.703791,0.140758,same_family_ancestor_link,false,2ef39a3cd2f25d50ad9b3d56ad5e2b0d,54006,NCBIGene:26580,BSCL2,12071,MONDO:0012071,congenital generalized lipodystrophy type 1,5,2.1666666666666665,35,3.1106755498132572,0.2046783625730994,0,0,3,0,2,congenital generalized lipodystrophy (depth 1) | Berardinelli-Seip congenital lipodystrophy (depth 1),congenital generalized lipodystrophy type 2 via congenital generalized lipodystrophy
67,0.694336,0.138867,same_family_ancestor_link,false,45ab14c363f72881de33f03a206e115a,50805,NCBIGene:718,C3,13042,MONDO:0013042,atypical hemolytic-uremic syndrome with B factor anomaly,4,0.22976370035193563,12,0.27448222659484495,0.4,0,0,3,0,2,hemolytic-uremic syndrome (depth 4) | atypical hemolytic-uremic syndrome (depth 2),atypical hemolytic-uremic syndrome with C3 anomaly via atypical hemolytic-uremic syndrome
81,0.651955,0.130391,same_family_ancestor_link,false,25e739ef01528eb3e4ff1e8e983a20c0,50956,NCBIGene:1184,CLCN5,10810,MONDO:0010810,"vitamin D hydroxylation-deficient rickets, type 1B",4,0.7722222222222223,15,1.3776400665380057,0.14018691588785046,0,0,2,0,0,rickets (depth 3),
88,0.644747,0.128949,same_family_ancestor_link,false,a90f4f37abdd4ccefc5f4485d2dd01e6,52038,NCBIGene:4688,NCF2,9309,MONDO:0009309,"granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type 1",6,1.2666666666666666,25,2.18616594804168,0.4032258064516129,0,0,1,0,0,chronic granulomatous disease (depth 1),
133,0.515354,0.128838,same_family_shared_ancestor,false,716f5ed23bfb68560428c0324d6ccf0f,55020,NCBIGene:83844,USP26,24772,MONDO:0054728,spermatogenic failure 24,4,0.2645932103349137,4,0.2645932103349137,0.26666666666666666,0,0,0,0,2,,"spermatogenic failure, X-linked, 6 via spermatogenic failure"
92,0.636223,0.127245,same_family_ancestor_link,false,808621f96ff1d0856f7a398b04422928,50956,NCBIGene:1184,CLCN5,9431,MONDO:0009431,hereditary hypophosphatemic rickets with hypercalciuria,4,0.7722222222222223,19,1.7852050147140726,0.17592592592592593,0,0,3,0,2,hereditary hypophosphatemic rickets (depth 1) | rickets (depth 3),"hypophosphatemic rickets, X-linked recessive via hereditary hypophosphatemic rickets"
134,0.507958,0.12699,same_family_shared_ancestor,false,0269fed74c03af83bbbe0ffda698dd7e,52673,NCBIGene:6718,AKR1D1,8967,MONDO:0008967,congenital bile acid synthesis defect 4,4,0.31626794258373203,14,0.4167325600069875,0.3111111111111111,0,0,0,0,2,,congenital bile acid synthesis defect 2 via congenital bile acid synthesis defect
135,0.507052,0.126763,same_family_shared_ancestor,false,5df34a9d9558362d599aea79249e61e1,53472,NCBIGene:10229,COQ7,23050,MONDO:0030977,"neuronopathy, distal hereditary motor, autosomal recessive 7",4,0.07626441226376562,9,0.09186340305868544,0.16666666666666666,0,0,0,0,2,,"neuronopathy, distal hereditary motor, autosomal recessive 9 via neuronopathy, distal hereditary motor, autosomal recessive"
99,0.625704,0.125141,same_family_ancestor_link,false,a28a366d8258eddafabbe4ede08243f1,51078,NCBIGene:1536,CYBB,9309,MONDO:0009309,"granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type 1",5,1.1,24,2.185933281685235,0.3870967741935484,0,0,1,0,0,chronic granulomatous disease (depth 1),
103,0.614723,0.122945,same_family_ancestor_link,false,585fc3d7cb083c778ed7709c98d87e89,52559,NCBIGene:6440,SFTPC,12582,MONDO:0012582,interstitial lung disease due to ABCA3 deficiency,4,1.4166666666666667,21,2.540178951897323,0.2413793103448276,0,0,1,0,1,hereditary pulmonary alveolar proteinosis (depth 1),interstitial lung disease 2 via interstitial lung disease
143,0.469964,0.117491,same_family_shared_ancestor,false,f72014d1443038a76f70ee117cb052a1,53476,NCBIGene:10243,GPHN,9643,MONDO:0009643,sulfite oxidase deficiency due to molybdenum cofactor deficiency type A,4,0.7859649122807018,7,0.7876882027040445,0.07216494845360824,0,0,0,0,2,,sulfite oxidase deficiency due to molybdenum cofactor deficiency type C via sulfite oxidase deficiency due to molybdenum cofactor deficiency
110,0.585128,0.117026,same_family_ancestor_link,false,d30204707c60b24cf4acb1f7a2efc788,51078,NCBIGene:1536,CYBB,9308,MONDO:0009308,"granulomatous disease, chronic, autosomal recessive, cytochrome b-negative",6,1.6,25,2.685933281685235,0.4032258064516129,0,0,1,0,0,chronic granulomatous disease (depth 1),
144,0.466508,0.116627,same_family_shared_ancestor,false,56b0b5b6f6153f80b20a0a32bd4b6726,55767,NCBIGene:643418,LIPN,14010,MONDO:0014010,autosomal recessive congenital ichthyosis 9,4,0.12120730570387321,7,0.14779391662321786,0.20588235294117646,0,0,0,0,2,,autosomal recessive congenital ichthyosis 8 via autosomal recessive congenital ichthyosis
111,0.576934,0.115387,same_family_ancestor_link,false,0ec9b69090b8aae3600fc003210b7115,50956,NCBIGene:1184,CLCN5,20723,MONDO:0020723,"vitamin D-dependent rickets, type 1A",4,0.7722222222222223,16,1.4829032244327425,0.12598425196850394,0,0,2,0,0,rickets (depth 3),
115,0.564649,0.11293,same_family_ancestor_link,false,4a00bce637859e183b7f9b71555e988a,53050,NCBIGene:8402,SLC25A11,11544,MONDO:0011544,pheochromocytoma/paraganglioma syndrome 3,4,0.7333333333333333,11,1.25658668100933,0.20754716981132076,0,0,2,0,2,paraganglioma (depth 1),pheochromocytoma/paraganglioma syndrome 6 via paraganglioma
147,0.448228,0.112057,same_family_shared_ancestor,false,2ac3caeb7f9bee3a40bd679b191994d5,54941,NCBIGene:80217,CFAP43,24768,MONDO:0054724,spermatogenic failure 20,4,0.0810945045540681,6,0.08302208616475025,0.42857142857142855,0,0,0,0,2,,spermatogenic failure 19 via spermatogenic failure
117,0.558087,0.111617,same_family_ancestor_link,false,adfe778e6b94e8f10fff05d583e5be80,53952,NCBIGene:25974,MMACHC,10183,MONDO:0010183,methylmalonic aciduria and homocystinuria type cblF,5,1.0178571428571428,28,1.5877411176145046,0.17834394904458598,0,0,2,0,2,methylmalonic aciduria and homocystinuria (depth 1) | disorder of organic acid metabolism (depth 4),methylmalonic aciduria and homocystinuria type cblC via methylmalonic aciduria and homocystinuria
119,0.555265,0.111053,same_family_ancestor_link,false,f91ffb0df009b5bf40e35cd2fd0408b9,54678,NCBIGene:57716,PRX,8961,MONDO:0008961,Charcot-Marie-Tooth disease type 4A,4,0.5601449275362319,17,0.7426351399199406,0.25,0,0,1,0,4,Charcot-Marie-Tooth disease type 4 (depth 1),Charcot-Marie-Tooth disease type 3 via Charcot-Marie-Tooth disease | Charcot-Marie-Tooth disease type 4F via Charcot-Marie-Tooth disease type 4
149,0.443042,0.11076,same_family_shared_ancestor,false,6d25500418b7e300e399944e4a8ed587,55591,NCBIGene:261734,NPHP4,11456,MONDO:0011456,nephronophthisis 3,4,0.1976140717520028,8,0.3488260917521011,0.17391304347826086,0,0,0,0,2,,nephronophthisis 4 via nephronophthisis
121,0.551538,0.110308,same_family_ancestor_link,false,1d5d577698d1a59c5f4386c689627b37,52038,NCBIGene:4688,NCF2,9308,MONDO:0009308,"granulomatous disease, chronic, autosomal recessive, cytochrome b-negative",6,1.2666666666666666,25,2.18616594804168,0.3968253968253968,0,0,1,0,0,chronic granulomatous disease (depth 1),
153,0.440519,0.11013,same_family_shared_ancestor,false,6b146967653b6e51d2cfbdc53530e48d,54941,NCBIGene:80217,CFAP43,23650,MONDO:0033671,spermatogenic failure 45,5,0.09748794717701892,6,0.09772061353346377,0.42857142857142855,0,0,0,0,2,,spermatogenic failure 19 via spermatogenic failure
123,0.548066,0.109613,same_family_ancestor_link,false,e6180aeca047f47f86e5b2149a9d7068,50956,NCBIGene:1184,CLCN5,10186,MONDO:0010186,"vitamin D-dependent rickets, type 2A",4,0.7722222222222223,16,1.5776400665380057,0.13445378151260504,0,0,2,0,0,rickets (depth 3),
125,0.544642,0.108928,same_family_descendant_link,false,919470f76cde87fe875fb1b485d8b597,55247,NCBIGene:112752,IFT43,19200,MONDO:0019200,retinitis pigmentosa,6,2.437301587301587,32,2.8082459148015655,0.23880597014925373,0,0,0,2,0,retinitis pigmentosa 81 (depth 1),
164,0.413051,0.103263,same_family_shared_ancestor,false,5c2c792026fdfa9aa8bef48459cae125,55399,NCBIGene:144535,CFAP54,27337,MONDO:0975747,spermatogenic failure 95,5,0.39915128730918203,10,0.5160300588944308,0.4,0,0,0,0,2,,spermatogenic failure 98 via spermatogenic failure
167,0.407358,0.101839,same_family_shared_ancestor,false,ad3447ec38155d5d0691affdb9cbc135,50951,NCBIGene:1175,AP2S1,7792,MONDO:0007792,familial hypocalciuric hypercalcemia 2,7,0.7191567490480534,11,0.753080327789018,0.55,0,0,0,0,2,,familial hypocalciuric hypercalcemia 3 via familial hypocalciuric hypercalcemia
168,0.406314,0.101579,same_family_shared_ancestor,false,66b35366a5eff6603103a448efb8edf8,51978,NCBIGene:4552,MTRR,10185,MONDO:0010185,methylmalonic aciduria and homocystinuria type cblD,5,0.6597222222222222,19,0.8606189592445916,0.2087912087912088,0,0,0,0,2,,methylcobalamin deficiency type cblE via homocystinuria
169,0.405378,0.101345,same_family_shared_ancestor,false,57f5dda527316a19da02bd1c9a381942,55539,NCBIGene:204219,CERS3,11485,MONDO:0011485,autosomal recessive congenital ichthyosis 5,4,0.25563050527987413,8,0.2802343844914471,0.2857142857142857,0,0,0,0,2,,autosomal recessive congenital ichthyosis 9 via autosomal recessive congenital ichthyosis
170,0.405272,0.101318,same_family_shared_ancestor,false,b4ed078e023fa2cfa64f7e85abfcddc5,52903,NCBIGene:7421,VDR,10810,MONDO:0010810,"vitamin D hydroxylation-deficient rickets, type 1B",5,0.7289682539682539,30,1.2611667417814676,0.379746835443038,0,0,0,0,3,,"vitamin D-dependent rickets, type 2A via vitamin D-dependent rickets | vitamin D-dependent rickets, type 2 via vitamin D-dependent rickets"
