rank,prediction_score,novelty_adjusted_score,novelty_bucket,strict_novelty_pass,pair_id,geneConceptId,gene_curie,gene_label,diseaseConceptId,disease_curie,disease_label,seed_phenotype_count,seed_phenotype_rarity_score,shared_phenotype_count,shared_phenotype_rarity_score,phenotype_jaccard,exact_match_count,equivalent_match_count,ancestor_match_count,descendant_match_count,shared_family_match_count,existing_match_examples,shared_family_examples
28,0.536725,0.536725,novel_candidate,true,3e724e5f77c83f93c8bd8decb3c177d9,54762,NCBIGene:64374,SIL1,57492,ORPHA:899,Walker-Warburg syndrome,4,0.7242424242424242,18,0.8570450640254281,0.16216216216216217,0,0,0,0,0,,
29,0.536725,0.536725,novel_candidate,true,ecd70f2610edeee590222f99572a6714,52869,NCBIGene:7299,TYR,56003,ORPHA:79432,Oculocutaneous albinism type 2,4,0.4976190476190476,16,0.9942663204251639,0.19753086419753085,0,0,0,0,0,,
30,0.536725,0.536725,novel_candidate,true,fc147fbbb50c158b2c0b2a9050e3ef09,50824,NCBIGene:774,CACNA1B,59274,ORPHA:289266,Early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation,4,0.48596491228070177,12,0.5247962861363554,0.125,0,0,0,0,0,,
31,0.536725,0.536725,novel_candidate,true,2092e76c122561e85e5687649914d070,51735,NCBIGene:3745,KCNB1,59274,ORPHA:289266,Early-onset epileptic encephalopathy and intellectual disability due to GRIN2A mutation,4,0.48596491228070177,10,0.5030648124818048,0.12048192771084337,0,0,0,0,0,,
36,0.536725,0.536725,novel_candidate,true,7ce1ef45ce5164a1918870e856824a1e,54317,NCBIGene:54507,ADAMTSL4,15017,MONDO:0015017,anterior segment dysgenesis 8,4,0.25381725417439704,6,0.2981338147836046,0.20689655172413793,0,0,0,0,0,,
37,0.536725,0.536725,novel_candidate,true,a5b5cac620c5321c4940a81a5ca77b31,53644,NCBIGene:11014,KDELR2,8701,MONDO:0008701,achondrogenesis type IA,4,0.21860475051264525,5,0.2188374168690901,0.08196721311475409,0,0,0,0,0,,
42,0.501374,0.501374,novel_candidate,true,9d1eed4312674e83f068df2ce8b293f3,53490,NCBIGene:10297,APC2,19349,MONDO:0019349,Sotos syndrome,4,1.2333333333333334,112,3.20619338068576,0.4765957446808511,0,0,0,0,0,,
43,0.501374,0.501374,novel_candidate,true,a144d6ac14146b743e63fdb442ee8db0,54498,NCBIGene:55699,IARS2,9723,MONDO:0009723,Leigh syndrome,4,1.4166666666666667,102,3.5786812489964923,0.4594594594594595,0,0,0,0,0,,
44,0.501374,0.501374,novel_candidate,true,2737e62a48aa2bc3ff985fe627045857,52919,NCBIGene:7469,NELFA,8684,MONDO:0008684,Wolf-Hirschhorn syndrome,5,1.4629329004329004,95,2.886028676573955,0.49222797927461137,0,0,0,0,0,,
46,0.501374,0.501374,novel_candidate,true,2740b85a6967552cdb2b8e635a13447a,50710,NCBIGene:445,ASS1,8815,MONDO:0008815,argininosuccinic aciduria,4,0.7694444444444445,22,1.319767489687292,0.2619047619047619,0,0,0,0,0,,
47,0.501374,0.501374,novel_candidate,true,dcc1abe3b26dbb52ec786ff927a28c83,51020,NCBIGene:1373,CPS1,8815,MONDO:0008815,argininosuccinic aciduria,4,0.9694444444444444,18,1.3139337016284964,0.20454545454545456,0,0,0,0,0,,
48,0.501374,0.501374,novel_candidate,true,a2453e06d480630d531315cb490f7927,54543,NCBIGene:55967,NDUFA12,9723,MONDO:0009723,Leigh syndrome,5,0.05958352737911875,12,0.07027420903720365,0.08823529411764706,0,0,0,0,0,,
49,0.501374,0.501374,novel_candidate,true,725d42f45837e14ea71de40b1d2cbd83,50721,NCBIGene:486,FXYD2,9904,MONDO:0009904,Gitelman syndrome,5,0.3653207014190996,7,0.37583664927944577,0.06422018348623854,0,0,0,0,0,,
50,0.501374,0.501374,novel_candidate,true,52e5fbcc100a06cda279b71d4afa8d54,54662,NCBIGene:57591,MRTFA,9735,MONDO:0009735,Netherton syndrome,4,0.2158593322386426,6,0.2241565147241197,0.03278688524590164,0,0,0,0,0,,
