pair_id,gene_concept_id,gene_curie,gene_label,disease_concept_id,disease_curie,disease_label,seed_phenotype_count,seed_phenotype_rarity_score,shared_phenotype_count,shared_phenotype_rarity_score,phenotype_jaccard,shared_ratio_to_gene,shared_ratio_to_disease,gene_alias_count,gene_member_count,gene_xref_count,gene_phenotype_count,gene_out_degree,disease_alias_count,disease_member_count,disease_xref_count,disease_phenotype_count,disease_lacks_phenotype_count,disease_in_degree,disease_out_degree,disease_trial_count
4b529300dea5a3c71a57facb733d3a19,54361,NCBIGene:54872,PIGG,8684,MONDO:0008684,Wolf-Hirschhorn syndrome,4,1.4004329004329004,97,2.902549036557029,0.40082644628099173,0.6643835616438356,0.5025906735751295,1,2,0,146,152,18,1,16,193,0,13,196,1
2737e62a48aa2bc3ff985fe627045857,52919,NCBIGene:7469,NELFA,8684,MONDO:0008684,Wolf-Hirschhorn syndrome,8,1.6982270180799592,95,2.886028676573955,0.49222797927461137,1,0.49222797927461137,1,2,0,95,96,18,1,16,193,0,13,196,1
953ed7bbfb072f67f068cd184c3dee06,53351,NCBIGene:9723,SEMA3E,27818,MONDO:1010178,CHD7-related CHARGE syndrome,7,1.3872766122766123,94,2.707847948946876,0.4723618090452261,0.8867924528301887,0.5026737967914439,1,2,0,106,109,3,1,2,187,0,2,188,0
ce79b1bdad23af1b4e6af352618972e2,54497,NCBIGene:55697,VAC14,8995,MONDO:0008995,Yunis-Varon syndrome,8,5,92,8.869306712388028,0.423963133640553,0.8440366972477065,0.46,1,2,0,109,113,8,1,9,200,0,2,202,0
5e8f3f44d785084c07860dd1f379041b,50851,NCBIGene:843,CASP10,11158,MONDO:0011158,autoimmune lymphoproliferative syndrome type 1,7,5.333333333333333,81,10.931862495135789,0.627906976744186,0.7232142857142857,0.826530612244898,1,2,0,112,123,11,1,6,98,0,4,99,0
7cffcfcdf2f25267ff812432b5be3153,50960,NCBIGene:1188,CLCNKB,9904,MONDO:0009904,Gitelman syndrome,4,1.5833333333333333,76,5.022504860794978,0.41304347826086957,0.49673202614379086,0.7102803738317757,1,2,0,153,162,8,1,14,107,0,4,110,2
04c715cbfffea465c94de6fec3149cec,53750,NCBIGene:23007,PLCH1,56420,ORPHA:220386,Semilobar holoprosencephaly,4,0.7666666666666667,72,2.230328643538017,0.6666666666666666,0.6666666666666666,1,1,2,0,108,111,1,1,0,72,0,18,72,0
19a70f7b2d883c83e7b0d458218958ff,53750,NCBIGene:23007,PLCH1,57030,ORPHA:93926,Midline interhemispheric variant of holoprosencephaly,4,0.7666666666666667,72,2.230328643538017,0.6666666666666666,0.6666666666666666,1,1,2,0,108,111,1,1,0,72,0,15,72,0
d089341090b7ad6015470145ae657710,53750,NCBIGene:23007,PLCH1,57031,ORPHA:93924,Lobar holoprosencephaly,4,0.7666666666666667,72,2.230328643538017,0.6666666666666666,0.6666666666666666,1,1,2,0,108,111,1,1,0,72,0,16,72,0
ba8565946b77772a05a46b959755d7e9,52575,NCBIGene:6492,SIM1,14243,MONDO:0014243,Schaaf-Yang syndrome,5,0.6375,72,1.6248734637521585,0.41379310344827586,0.6428571428571429,0.5373134328358209,1,2,0,112,115,12,1,8,134,0,2,135,0
aab65add554674cf7773fdb088f4b416,55670,NCBIGene:341640,FREM2,24779,MONDO:0054737,Fraser syndrome 1,6,3.5984126984126985,70,6.09271554646767,0.4268292682926829,0.7070707070707071,0.5185185185185185,1,2,0,99,106,6,1,5,135,0,2,136,0
e7d55c1c2b5994f734118ecd32acc030,53859,NCBIGene:23426,GRIP1,24779,MONDO:0054737,Fraser syndrome 1,6,3.5984126984126985,70,5.8528086051343085,0.45454545454545453,0.7865168539325843,0.5185185185185185,1,2,0,89,92,6,1,5,135,0,2,136,0
8bd1e107283aeacf043e3645627b7f92,52726,NCBIGene:6885,MAP3K7,22304,MONDO:0024550,frontometaphyseal dysplasia 1,4,1.8333333333333333,69,4.678397347904445,0.2749003984063745,0.3709677419354839,0.5149253731343284,1,2,0,186,194,7,1,5,134,0,2,135,0
47f284ff4daafcb09fcacfd9a7c786fd,50948,NCBIGene:1161,ERCC8,19570,MONDO:0019570,Cockayne syndrome type 2,4,1.25,69,3.5330352055246435,0.2509090909090909,0.2623574144486692,0.8518518518518519,1,2,0,263,272,7,1,8,81,0,2,82,0
8ab55bd3e432255d75c46889a9d5248e,53260,NCBIGene:9361,LONP1,10717,MONDO:0010717,pyruvate dehydrogenase E1-alpha deficiency,4,1.4166666666666667,62,3.389370236583499,0.31958762886597936,0.3803680981595092,0.6666666666666666,1,2,0,163,168,14,1,8,93,0,3,94,1
c7814bb893c10e5f5e1bf384343c5d9d,54167,NCBIGene:51085,MLXIPL,57633,ORPHA:904,Williams syndrome,4,0.3685897435897436,59,0.9506190976540897,0.25213675213675213,0.5514018691588785,0.3172043010752688,1,2,0,107,109,1,1,0,186,0,18,186,0
7b23619d4368bbe882c5f6ea028d8240,54774,NCBIGene:64682,ANAPC1,59190,ORPHA:221016,Rothmund-Thomson syndrome type 2,7,1.1575757575757575,56,2.348481465011214,0.5957446808510638,0.6666666666666666,0.8484848484848485,1,2,0,84,87,1,1,0,66,1,1,67,0
2a04072c474a25f4a716c246293bd4d3,51533,NCBIGene:3032,HADHB,27101,MONDO:0958181,mitochondrial trifunctional protein deficiency 1,6,0.9523809523809523,55,1.7133296617623177,0.5445544554455446,0.7432432432432432,0.6707317073170732,1,2,0,74,79,1,1,3,82,0,2,83,0
266494720f43f410f531b3e0795faabb,52587,NCBIGene:6515,SLC2A3,7739,MONDO:0007739,Huntington disease,8,1.0714285714285714,52,1.852678873386039,0.7878787878787878,1,0.7878787878787878,1,2,0,52,53,6,1,16,66,0,29,68,25
b00b0e5cd323c48aad890d7cef7a5e70,53880,NCBIGene:23512,SUZ12,10193,MONDO:0010193,Weaver syndrome,5,0.9598944455831113,50,1.3771908259308832,0.3546099290780142,0.7246376811594203,0.4098360655737705,1,2,0,69,74,16,1,16,122,0,2,126,0
80b5100595e862c4bfdd0253adf1fa20,52664,NCBIGene:6696,SPP1,7915,MONDO:0007915,systemic lupus erythematosus,8,5.5,48,8.360342059250403,0.41739130434782606,0.4948453608247423,0.7272727272727273,1,2,0,97,99,9,1,16,66,0,48,67,19
ad590fa4be704861118bde3afe83faa8,51695,NCBIGene:3654,IRAK1,7915,MONDO:0007915,systemic lupus erythematosus,8,5.5,48,8.360342059250403,0.41739130434782606,0.4948453608247423,0.7272727272727273,1,2,0,97,99,9,1,16,66,0,48,67,19
2d697352681688b7a1dc027afbd945a4,52101,NCBIGene:4863,NPAT,56989,ORPHA:144,Lynch syndrome,5,1.244047619047619,48,2.119656475480729,0.7164179104477612,0.9056603773584906,0.7741935483870968,1,2,0,53,54,1,1,0,62,0,9,62,0
4cae316787756a200431c8b7093411ec,50806,NCBIGene:720,C4A,7915,MONDO:0007915,systemic lupus erythematosus,6,4.5,47,7.922082902715947,0.30128205128205127,0.34306569343065696,0.7121212121212122,1,2,0,137,145,9,1,16,66,0,48,67,19
70710852c38a9b00236ab3557d2e4b9d,51062,NCBIGene:1493,CTLA4,7915,MONDO:0007915,systemic lupus erythematosus,4,3.5,47,7.88891276308241,0.1828793774319066,0.19747899159663865,0.7121212121212122,1,2,0,238,246,9,1,16,66,0,48,67,19
a0784b0ee1e5b03295247ee0c916bb69,55299,NCBIGene:120227,CYP2R1,20723,MONDO:0020723,"vitamin D-dependent rickets, type 1A",6,1.369047619047619,47,3.190775088094196,0.5340909090909091,0.5875,0.8545454545454545,1,2,0,80,83,11,1,3,55,0,2,57,0
26f3de967c584a5f86dd81bdfc6d31a9,53254,NCBIGene:9330,GTF3C3,23348,MONDO:0032790,neurodevelopmental disorder with coarse facies and mild distal skeletal abnormalities,4,0.17973137973137973,47,0.3112183558845675,0.15771812080536912,0.42342342342342343,0.20085470085470086,1,2,0,111,113,3,1,4,234,0,2,235,0
73ca1f1eecd137c7d42103bdbdfd6d4c,53984,NCBIGene:26191,PTPN22,7915,MONDO:0007915,systemic lupus erythematosus,5,4,46,8.10531670150406,0.15282392026578073,0.16370106761565836,0.696969696969697,1,2,0,281,287,9,1,16,66,0,48,67,19
f556e6f9e5ea4e379c5996cab13114e8,51674,NCBIGene:3586,IL10,7915,MONDO:0007915,systemic lupus erythematosus,5,4,46,7.884438057675709,0.2787878787878788,0.31724137931034485,0.696969696969697,1,2,0,145,155,9,1,16,66,0,48,67,19
9d7b70a5fb055e63e41734101009cdaf,52284,NCBIGene:5395,PMS2,59252,ORPHA:440437,Familial colorectal cancer Type X,4,1.119047619047619,46,2.101840383526706,0.5822784810126582,0.6133333333333333,0.92,1,2,0,75,84,1,1,0,50,3,10,53,0
b43e6d56c6297bad84089b36fed45911,52282,NCBIGene:5378,PMS1,59252,ORPHA:440437,Familial colorectal cancer Type X,4,1.119047619047619,46,2.001840383526706,0.6764705882352942,0.71875,0.92,1,2,0,64,67,1,1,0,50,3,10,53,0
b043e28ca3aac591f1bec696a307838e,54208,NCBIGene:51284,TLR7,7915,MONDO:0007915,systemic lupus erythematosus,6,4.5,45,8.015587924527662,0.4787234042553192,0.6164383561643836,0.6818181818181818,1,2,0,73,78,9,1,16,66,0,48,67,19
d5e17264e630e4106cf3c3bf45748f1a,52813,NCBIGene:7128,TNFAIP3,7915,MONDO:0007915,systemic lupus erythematosus,7,5.166666666666667,45,7.821541697313464,0.5357142857142857,0.7142857142857143,0.6818181818181818,1,2,0,63,68,9,1,16,66,0,48,67,19
6e71a238e3709af5b6f7010257aa07da,51901,NCBIGene:4204,MECP2,7915,MONDO:0007915,systemic lupus erythematosus,6,4.5,45,7.706079496657138,0.11166253101736973,0.11780104712041885,0.6818181818181818,1,2,0,382,402,9,1,16,66,0,48,67,19
92e574d8a507fab81ce36e4934c9ab36,52865,NCBIGene:7292,TNFSF4,7915,MONDO:0007915,systemic lupus erythematosus,6,4.5,45,7.68703846635496,0.47368421052631576,0.6081081081081081,0.6818181818181818,1,2,0,74,78,9,1,16,66,0,48,67,19
e1e9411cefc7039983e918af56147f47,50773,NCBIGene:640,BLK,7915,MONDO:0007915,systemic lupus erythematosus,7,5.166666666666667,45,7.686378934932545,0.4639175257731959,0.5921052631578947,0.6818181818181818,1,2,0,76,80,9,1,16,66,0,48,67,19
d3403138517457f0ebe10325145c512b,51303,NCBIGene:2215,FCGR3B,7915,MONDO:0007915,systemic lupus erythematosus,8,5.5,44,7.753027512816368,0.5641025641025641,0.7857142857142857,0.6666666666666666,1,2,0,56,58,9,1,16,66,0,48,67,19
3497aa0bd65a8f003e2673a738de9303,52178,NCBIGene:5133,PDCD1,7915,MONDO:0007915,systemic lupus erythematosus,6,4.5,44,7.689949324002112,0.4782608695652174,0.6285714285714286,0.6666666666666666,1,2,0,70,73,9,1,16,66,0,48,67,19
28ed8790025b99180d135c4e2a5aaa6d,54390,NCBIGene:55024,BANK1,7915,MONDO:0007915,systemic lupus erythematosus,8,5.5,44,7.673604435893292,0.6666666666666666,1,0.6666666666666666,1,2,0,44,45,9,1,16,66,0,48,67,19
43eb2505435c136656dd13e1fb03e6c2,51710,NCBIGene:3684,ITGAM,7915,MONDO:0007915,systemic lupus erythematosus,8,5.5,44,7.673604435893292,0.6666666666666666,1,0.6666666666666666,1,2,0,44,45,9,1,16,66,0,48,67,19
4f6f2eee146c99b15b762a5312148ee2,54907,NCBIGene:79932,KIAA0319L,7915,MONDO:0007915,systemic lupus erythematosus,7,5.166666666666667,44,7.673604435893292,0.5432098765432098,0.7457627118644068,0.6666666666666666,1,2,0,59,61,9,1,16,66,0,48,67,19
6f2643ff6bec4a1dd5e3efee36f5035a,50807,NCBIGene:721,C4B,7915,MONDO:0007915,systemic lupus erythematosus,8,5.5,44,7.673604435893292,0.6666666666666666,1,0.6666666666666666,1,2,0,44,46,9,1,16,66,0,48,67,19
7bdcdfeeec73cfdaae64255716e45502,53495,NCBIGene:10318,TNIP1,7915,MONDO:0007915,systemic lupus erythematosus,8,5.5,44,7.673604435893292,0.6666666666666666,1,0.6666666666666666,1,2,0,44,45,9,1,16,66,0,48,67,19
7fa52d0ddd1459cf97c94dec1e75f3f6,51263,NCBIGene:2113,ETS1,7915,MONDO:0007915,systemic lupus erythematosus,8,5.5,44,7.673604435893292,0.6666666666666666,1,0.6666666666666666,1,2,0,44,45,9,1,16,66,0,48,67,19
9a168e77a1db0c1019b92782b3f2a5ae,52875,NCBIGene:7332,UBE2L3,7915,MONDO:0007915,systemic lupus erythematosus,8,5.5,44,7.673604435893292,0.6666666666666666,1,0.6666666666666666,1,2,0,44,45,9,1,16,66,0,48,67,19
b06d7462a085e53ffebed4464f72fd76,51652,NCBIGene:3500,IGHG1,7915,MONDO:0007915,systemic lupus erythematosus,8,5.5,44,7.673604435893292,0.6666666666666666,1,0.6666666666666666,1,2,0,44,46,9,1,16,66,0,48,67,19
d166e52b1304c88ae89c2f1714ca7f78,54368,NCBIGene:54899,PXK,7915,MONDO:0007915,systemic lupus erythematosus,8,5.5,44,7.673604435893292,0.6666666666666666,1,0.6666666666666666,1,2,0,44,45,9,1,16,66,0,48,67,19
e6b71158ce8889a18669453691f36431,55561,NCBIGene:221895,JAZF1,7915,MONDO:0007915,systemic lupus erythematosus,8,5.5,44,7.673604435893292,0.6666666666666666,1,0.6666666666666666,1,2,0,44,46,9,1,16,66,0,48,67,19
500a535bb20c86c53f22dcdcb2177992,51225,NCBIGene:2010,EMD,57700,ORPHA:98853,Autosomal dominant Emery-Dreifuss muscular dystrophy,4,0.8286435786435786,42,1.5201099891152365,0.6268656716417911,0.6363636363636364,0.9767441860465116,1,2,0,66,73,1,1,0,43,1,4,44,0
52ff2b5a9a1dea712e3886e571671a7a,53840,NCBIGene:23345,SYNE1,57682,ORPHA:98863,X-linked Emery-Dreifuss muscular dystrophy,4,0.5948773448773449,42,1.2401044126504879,0.23728813559322035,0.23863636363636365,0.9767441860465116,1,2,0,176,188,1,1,0,43,1,2,44,0
40118d72db8bbb5183b4fe0e8853c7e3,53806,NCBIGene:23224,SYNE2,57682,ORPHA:98863,X-linked Emery-Dreifuss muscular dystrophy,8,0.8408480408480409,42,1.2282470252335533,0.711864406779661,0.7241379310344828,0.9767441860465116,1,2,0,58,64,1,1,0,43,1,2,44,0
36a72b17fabec3757a9c2dd908e1b007,54835,NCBIGene:79188,TMEM43,57682,ORPHA:98863,X-linked Emery-Dreifuss muscular dystrophy,5,0.6718004218004218,42,1.222382565816067,0.5833333333333334,0.5915492957746479,0.9767441860465116,1,2,0,71,87,1,1,0,43,1,2,44,0
136f9718745d6bae4df051716a02f243,51743,NCBIGene:3758,KCNJ1,25284,MONDO:0100344,Bartter disease type 1,8,2.033333333333333,40,2.81220348585107,0.7692307692307693,0.8163265306122449,0.9302325581395349,1,2,0,49,55,21,1,8,43,0,1,44,0
225d9b152962955f7fb84a92ac0dd885,52606,NCBIGene:6557,SLC12A1,9424,MONDO:0009424,Bartter disease type 2,8,2.033333333333333,40,2.81220348585107,0.7692307692307693,0.9302325581395349,0.8163265306122449,1,2,0,43,49,16,1,8,49,0,2,50,0
ff3ea00cae372de62f0aa165938afc29,52903,NCBIGene:7421,VDR,20723,MONDO:0020723,"vitamin D-dependent rickets, type 1A",7,1.1873015873015873,40,1.9091465242697592,0.4444444444444444,0.5333333333333333,0.7272727272727273,1,2,0,75,79,11,1,3,55,0,2,57,0
e5453deddaf236d2eddcd74b7fac7041,55808,NCBIGene:101929726,MYMX,26247,MONDO:0800437,Carey-Fineman-Ziter syndrome 1,5,0.6388888888888888,40,1.016834282085106,0.3305785123966942,0.6349206349206349,0.40816326530612246,1,2,0,63,67,10,1,9,98,0,2,99,0
cb0e0f12ff6aabc3b90e540b228d55e5,54171,NCBIGene:51098,IFT52,20951,MONDO:0021093,cranioectodermal dysplasia 1,4,0.13383258258258257,40,0.4516397837521328,0.3305785123966942,0.625,0.41237113402061853,1,2,0,64,67,8,1,5,97,0,2,98,0
18c0e28e32ab3226b856925c5e11c2de,53315,NCBIGene:9567,GTPBP1,24913,MONDO:0060711,Jaberi-Elahi syndrome,8,0.17913473399843655,40,0.2989386288310727,0.28776978417266186,1,0.28776978417266186,1,2,0,40,42,3,1,3,139,0,2,141,0
970eefa400fd468c2340ed5a99f6bbdc,52939,NCBIGene:7518,XRCC4,11686,MONDO:0011686,DNA ligase IV deficiency,4,0.2630952380952381,39,0.5707569224349823,0.3023255813953488,0.38613861386138615,0.582089552238806,1,2,0,101,105,4,1,9,67,0,2,70,0
f25e1fc06ff501ade438867c8be75f28,50591,NCBIGene:94,ACVRL1,8535,MONDO:0008535,"telangiectasia, hereditary hemorrhagic, type 1",5,2.1666666666666665,38,5.503760065422734,0.40860215053763443,0.5066666666666667,0.6785714285714286,1,2,0,75,80,11,1,8,56,0,3,57,1
ce43e1b89d9b3d8f5609fbe248138bfa,51394,NCBIGene:2588,GALNS,9660,MONDO:0009660,mucopolysaccharidosis type 4B,7,2.4833333333333334,38,3.0596919729345466,0.6229508196721312,0.76,0.7755102040816326,1,2,0,50,54,13,1,12,49,0,2,51,0
89f1dc5bb99d25623eb15e2b0f367184,51758,NCBIGene:3783,KCNN4,9061,MONDO:0009061,cystic fibrosis,4,1.0666666666666667,38,2.4154388204653205,0.3486238532110092,0.48717948717948717,0.5507246376811594,1,2,0,78,83,7,1,19,69,0,109,71,102
a279d2302d8e66bc74d0bc930f025762,55299,NCBIGene:120227,CYP2R1,10186,MONDO:0010186,"vitamin D-dependent rickets, type 2A",5,1.119047619047619,38,2.4107908199957424,0.42696629213483145,0.475,0.8085106382978723,1,2,0,80,83,19,1,8,47,0,2,49,0
f306987216d0567325857c5addd18086,53656,NCBIGene:11107,PRDM5,22297,MONDO:0024543,brittle cornea syndrome 1,4,1.6733333333333333,38,1.9891252372559132,0.5428571428571428,0.7307692307692307,0.6785714285714286,1,2,0,52,57,10,1,6,56,0,2,57,0
2b5d10a3a8f84bcbc6e684687b879bea,53806,NCBIGene:23224,SYNE2,57695,ORPHA:98855,Autosomal recessive Emery-Dreifuss muscular dystrophy,8,0.8408480408480409,38,1.1817680578935241,0.6440677966101694,0.6551724137931034,0.9743589743589743,1,2,0,58,64,1,1,0,39,1,1,40,0
e9e2e109629512e1f584e71cfa78f1fb,53840,NCBIGene:23345,SYNE1,57695,ORPHA:98855,Autosomal recessive Emery-Dreifuss muscular dystrophy,4,0.5948773448773449,38,1.1809471156218199,0.21468926553672316,0.2159090909090909,0.9743589743589743,1,2,0,176,188,1,1,0,39,1,1,40,0
0ab3636d454a5514535a892aa0a37b51,54835,NCBIGene:79188,TMEM43,57695,ORPHA:98855,Autosomal recessive Emery-Dreifuss muscular dystrophy,5,0.6718004218004218,38,1.1759035984760378,0.5277777777777778,0.5352112676056338,0.9743589743589743,1,2,0,71,87,1,1,0,39,1,1,40,0
cf962c7be7596191e1885111e2598230,54802,NCBIGene:65109,UPF3B,10655,MONDO:0010655,X-linked intellectual disability with marfanoid habitus,5,0.1477769144435811,38,0.4203445559566487,0.36893203883495146,0.6333333333333333,0.4691358024691358,1,2,0,60,64,8,1,8,81,0,2,84,0
f8b3211e907f85d5cbb5bfda64f08442,52846,NCBIGene:7248,TSC1,13199,MONDO:0013199,tuberous sclerosis 2,4,1.8333333333333333,37,6.4088929516936615,0.23870967741935484,0.24503311258278146,0.9024390243902439,1,2,0,151,162,8,1,7,41,0,6,42,2
88974a8e2035d3fc62540155bd4484cd,50906,NCBIGene:1029,CDKN2A,18875,MONDO:0018875,Li-Fraumeni syndrome,4,2.3333333333333335,37,5.137407970368109,0.30327868852459017,0.3333333333333333,0.7708333333333334,1,2,0,111,129,18,1,15,48,0,8,51,4
c41f10d0889d46a06fc8e9caff5cfcc0,51555,NCBIGene:3077,HFE,9061,MONDO:0009061,cystic fibrosis,4,1.0666666666666667,37,2.455210905383995,0.26811594202898553,0.3490566037735849,0.5362318840579711,1,2,0,106,114,7,1,19,69,0,109,71,102
2ebddf5f542675f52348229c0ccdf9f5,51450,NCBIGene:2729,GCLC,9061,MONDO:0009061,cystic fibrosis,5,1.2333333333333334,37,2.418404180577957,0.4065934065934066,0.6271186440677966,0.5362318840579711,1,2,0,59,65,7,1,19,69,0,109,71,102
